SegmentId,StartTime,EndTime,Transcript,Topic
,,,  read aloud and if we take our outline,
,,,  with u a attempting to kind of read,
,,,  the outline and it end up sounding,
a7nz55f9MUY6,1.09,1.2,  like an essay instead of speech that,No
,,,  sound more spontaneous and natural so to,
,,,  prevent that tendency to read we use,
,,,  speaking note now when you 're putting,
,,,  together your speaking note what you 're,
,,,  going to do is put together a very,
a7nz55f9MUY7,1.22,1.33,  abbreviated version of your formal,Structure
,,,  outline on a few note card instead of,
,,,  using complete sentence you 're gon na,
,,,  use a few key word or phrase so instead,
,,,  of having a formal outline that look,
,,,  like this you 're going to use speaking,
a7nz55f9MUY8,1.35,1.45,  note that are abbreviated and loop and,Structure
,,,  that look like this now there 's an,
,,,  occasion where you may be allowed to,
,,,  write something out completely and,
,,,  that 's when you have a quotation you may,
,,,  be allowed to bring a quotation note,
a7nz55f9MUY9,1.47,1.57,  card with you if your quotation more,Structure
,,,  than a sentence or two your professor,
,,,  will probably allow you to write it out,
,,,  completely and take it with you now you,
,,,  may wonder why in this one case do I get,
,,,  to write it out well when you 're quoting,
a7nz55f9MUY10,1.58,2.07,  someone you need to be exact you do n't,No
,,,  want to make any mistake so you 're,
,,,  allowed to write it out so that you can,
,,,  refer to it if you need it however even,
,,,  though it 's written out completely you,
,,,  do n't want to read the quote you want to,
a7nz55f9MUY11,2.1,2.18,  know it 's so well that you can look at,No
,,,  the audience periodically a yours,
,,,  the quote but you still have it there,
,,,  for reference if you need it why do n't,
,,,  you take a look at these student,
,,,  speaking note do you think they were,
a7nz55f9MUY12,2.2,2.31,  effective unfortunately not most of the,No
,,,  student speech suffered because they,
,,,  did n't follow these important guideline,
,,,  for developing speaking note each of,
,,,  you will most of you will probably,
,,,  relate to what I 'm going to say sorry,
a7nz55f9MUY13,2.37,2.55,  one second oh okay each of you will,Structure
,,,  probably relate to what I 'm going to say,
,,,  today because most of the source that I,
,,,  used in resource I I used came from,
,,,  this campus,
,,,  one of the first guideline for,
a7nz55f9MUY14,2.57,3.06,  developing speaking note ha to do with,No
,,,  the size of the note card typically you,
,,,  want your note card to be about this,
,,,  size which is 4 by 6 inch 3 by 5,
,,,  inch tends to be a little bit small,
,,,  and hard to read and 5 by 7 tends to be,
a7nz55f9MUY15,3.09,3.2,  a little large also you probably want,No
,,,  your note card to either be quiet or,
,,,  some light pastel color if you use,
,,,  bright color or especially if you use a,
,,,  variety of bright color it 's extremely,
,,,  just distracting for the audience and,
a7nz55f9MUY16,3.22,3.33,  you want your note card not to be the,No
,,,  focus of attention so use a pale pastel,
,,,  or white I also typically recommend that,
,,,  you only use a few note card maybe one,
,,,  or two though you may go up to a many,
,,,  a five or six I recommend one or two,
a7nz55f9MUY17,3.36,3.45,  because it make sure that then you do n't,Structure
,,,  just try to cram your formal outline on,
,,,  to your speaking note card and if you,
,,,  have a lot of speaking note card,
,,,  there 's a real temptation just to cram,
,,,  it on there and then you end up reading,
a7nz55f9MUY18,3.47,3.57,  it after all there 's another reason I,No
,,,  recommend only a few note card if you,
,,,  have a lot of note card it 's really,
,,,  easy to get lost if there 's just one or,
,,,  two you ca n't get lost if you have a lot,
,,,  and you start getting nervous you might,
a7nz55f9MUY19,3.58,4.07,  end up getting your note card out of,No
,,,  order and that 's going to make you look,
,,,  disorganized and more nervous than you,
,,,  probably are in addition when you do,
,,,  your note card you want to use large,
,,,  font or you want to write quite large so,
a7nz55f9MUY20,4.1,4.19,  that you could look down easily you want,No
,,,  it to be very legible so you can glance,
,,,  down on your note card for just a,
,,,  second see the key idea and then speak,
,,,  to the audience directly you also want,
,,,  to use very short phrase just a word or,
a7nz55f9MUY21,4.22,4.31,  two you do n't want to write out a,No
,,,  sentence it 's just remember a word or,
,,,  two to trigger your memory,
,,,  not to tell you exactly what you 're,
,,,  supposed to say recognize that you 're,
,,,  speaking note are really just a visual,
a7nz55f9MUY22,4.33,4.43,  framework to remind you of what your,Structure
,,,  outline is and what your speech is it 's,
,,,  just a little hint it 's not the whole,
,,,  thing now occasionally you might be,
,,,  using some sort of electronic,
,,,  presentation program like PowerPoint and,
a7nz55f9MUY23,4.45,4.55,  if you do they have a note page option,No
,,,  that may find really helpful for,
,,,  composing your speaking note now,
,,,  realize that when you get to the podium,
,,,  to give your speech your speaking note,
,,,  are going to be your best friend you 're,
a7nz55f9MUY24,4.57,5.04,  going to want to make sure that they 're,Structure
,,,  in very good shape so you can give a,
,,,  good speech,
,,,  you want to write large you want to be,
,,,  legible use just a freak a few key word,
,,,  and you also want to make sure you,
a7nz55f9MUY26,5.06,5.24,  practice with your note card I 've seen,No
,,,  student practice only with their,
,,,  outline until they get up in front of,
,,,  the class and then they 're not used to,
,,,  the note card that it unnerves them so,
,,,  make sure you practice with your note,
,,,  card so that you 're used to using the,
,,,  note card and handling them and you 're,
,,,  used to just working off a few key,
,,,  phrase otherwise your speech probably,
,,,  wo n't be a good a it can be,
qFLL-XB56UU1,0.05,0.23,  Hello this is Steve Campitelli of Academic Skills .,No
,,,  Today we 're presenting `` Presenting Effectively . '',
,,,  I 've divided this presentation into two ( 2 ) part .,
,,,  The first part deal with the presentation itself and how it 's sequenced .,
,,,  The second part deal with the PowerPoint  the visual ,
,,,  and some tip and some strategy ;,
qFLL-XB56UU2,0.25,0.41,  some idea on how to use that a bit more effectively .,No
,,,  Okay so we 'll make a start .,
,,,  This doctor  she 's a US professor ,
,,,  Susan Weinschenk .,
,,,  She talk about five thing that presenter need to know before they present .,
,,,  I 'm going to go through those five and we 'll just talk about them a we go .,
qFLL-XB56UU3,0.45,1.03,  She talk about dividing information into sequenced chunk .,Structure
,,,  Now in the same way you view an essay ,
,,,  or you view your writing  you divide it into sequenced chunk :,
,,,  An introduction a conclusion section and a body section in the middle .,
,,,  And she talk about dividing,
,,,  a longer talk  perhaps one of an hour where you might have a departmental presentation ,
qFLL-XB56UU4,1.08,1.26,  or a longer conference workshop in to 20 chunk,No
,,,  and she talk about shorter talk  a 20 conference presentation for example perhaps ,
,,,  in 5 chunk .,
,,,  Some great example of how people present and,
,,,  sequence their information really well : TED Talks .,
,,,  If you go to ted.com/talks and have a look .,
qFLL-XB56UU5,1.29,1.47,  Another one if you have n't checked it out,Structure
,,,  it 's fantastic it 's a three minute thesis : 3MT .,
,,,  If you Google or YouTube '3MT ' you can find some great example online,
,,,  and what happens in 3MT is people doing a PhD,
,,,  have compressed their thesis into three minute a an oral presentation .,
,,,  It 's a fantastic example of reduction and sequencing .,
qFLL-XB56UU6,1.5,2.11,  She also talk about being aware of multiple sensory channel .,No
,,,  Now there are three ( 3 ) input channel here if you like .,
,,,  There 's two ( 2 ) visual  one ( 1 ) being you : the presenter ;,
,,,  the second being the visual  most people present with some sort of visual ;,
,,,  and the audio channel being what you 're listening to :,
,,,  me : the presenter  you : the presenter  talking .,
qFLL-XB56UU7,2.14,2.27,  Two ( 2 ) visual ; one ( 1 ) audio .,No
,,,  The message is : Do n't make this too busy .,
,,,  If this ha too much information on it,
,,,  or it 's too busy there 's too much happening ; if you 're speaking to quickly,
,,,  and you 're moving around too much,
,,,  there is input overload . Okay ? Next thing :,
qFLL-XB56UU8,2.32,2.44,  What you say is only part of the message . This is pretty clear .,No
,,,  What she 's talking about here is nonverbal behaviour,
,,,  and the importance of the nonverbal message .,
,,,  We 'll come back to that .,
,,,  Another thing she talk about is a 'Call to Action ' .,
,,,  Now some public speaker require the audience to do something  whether it 's,
qFLL-XB56UU9,2.49,3.07,  giving at a charity event or something like that ...,No
,,,  In an academic situation or a conference situation this might be,
,,,  what do you want them to do or what you want them to know . Okay ?,
,,,  And I prefer to call this the takeaway message or the take home message .,
,,,  When the audience leaf through the door at the end of the session,
,,,  what are they taking away with them ? What have you said ?,
qFLL-XB56UU10,3.11,3.29,  And finally :,No
,,,  people imitate your emotion . So even if you feel like,
,,,  you do n't want to do this and you 're dying inside ... Be positive .,
,,,  You 've got to look positive and the audience,
,,,  according to Susan tends to feed off,
,,,  your positivity or negativity so make it a positive look .,
qFLL-XB56UU11,3.33,3.49,  Okay looking at then the organization : if she 's talking about,Structure
,,,  sequencing or if we 're talking about sequencing and structure,
,,,  and clear structure essentially any presentation ,
,,,  no matter what the length  ha three ( 3 ) part .,
,,,  There 's the introduction : where you tell them what you 're going to tell them ;,
,,,  the body : where you tell them ;,
qFLL-XB56UU12,3.5,4.08,  and the conclusion : where you tell them what you 've just told them .,Structure
,,,  It 's a simple sort of three structure .,
,,,  That introduction is essentially setting the context telling them what you 're going to say ,
,,,  so it could be a part 1 part 2 part 3 ... I 'm going to talk about ...,
,,,  Consider using a hook .,
,,,  Now this doe n't always have to be something funny or a joke . It might be,
qFLL-XB56UU13,4.12,4.35,  a relevant story it could be a visual it could be an interesting fact it might be a question to the audience .,No
,,,  Some sort of hook to engage the audience,
,,,  engage the people you 're talking to .,
,,,  2 : The Body . Remember to split that into section okay ?,
,,,  Think about what you might present to the neutral listener :,
,,,  A reasonably intelligent but uninformed audience .,
qFLL-XB56UU14,4.38,5,  Tell them the story . Okay ? So what is the logical sequence for it ?,Structure
,,,  And the conclusion should make clear,
,,,  the body should a well what the takeaway message is .,
,,,  So I always say treat this like a,
,,,  narrative and tell the story logically .,
,,,  There 're two type of language essentially that you 're using in your writing . It 's the same when,
qFLL-XB56UU15,5.04,5.2,  you 're speaking in this sort of semi situation .,No
,,,  There 's content language : that 's what you 're talking about  the topic ;,
,,,  and there 's functional language which give u ,
,,,  the listener the audience  signal about what you 're saying .,
,,,  It might be thing like sectioning .,
,,,  You know `` First I want to talk about ... '' `` The next thing I want to move on to ... '',
qFLL-XB56UU17,5.24,5.49,  It could be transition : `` Let me move on '' or `` Having said that let me move on to the next point . '',No
,,,  It might be rephrasing or clarifying .,
,,,  `` Let me rephrase that ... '' `` Let me point out that ... '',
,,,  These thing give signal to the audience that something important is about to be said .,
,,,  Emphasis ; summary ; concluding ;,
,,,  moving between section ; giving example ...,
,,,  All of that type of functional language is extremely important .,
wp4ho9raVjA1,0,0.15,  not a long time ago there wa this,Structure
,,,  famous survey which concluded that most,
,,,  people fear public speaking more than,
,,,  they feared death the American comedian,
,,,  Jerry Seinfeld summed up the statistic,
,,,  brilliantly when he said so for the,
wp4ho9raVjA2,0.19,0.33,  average person if you go to a funeral,No
,,,  you 're better off in the casket than,
,,,  doing the eulogy that 's funny right,
,,,  wrong speaking to an audience is,
,,,  something two out of three people will,
,,,  do in their professional career so,
wp4ho9raVjA3,0.36,0.51,  which person are you would you rather be,No
,,,  the one in the casket or the one,
,,,  delivering the eulogy the important,
,,,  thing to remember is that a presentation,
,,,  is a performance a performance it need,
,,,  an artist to WoW the audience so come,
wp4ho9raVjA4,0.55,1.14,  along now pay attention and take your,Structure
,,,  first step to becoming a presentation,
,,,  ninja,
,,,  you,
,,,  like with any project you can divide,
,,,  your presentation into three distinct,
wp4ho9raVjA5,1.17,1.31,  phase the planning phase the,Structure
,,,  performance phase and the reflection,
,,,  phase let 's first look at the planning,
,,,  phase the first step is to know your,
,,,  audience because they 'll be judging your,
,,,  performance learn a much a you can,
wp4ho9raVjA6,1.34,1.52,  about your listener their bias and,Structure
,,,  their expectation address your topic,
,,,  from the audience 's perspective identify,
,,,  the presentation objective the next,
,,,  step is to outline your presentation so,
,,,  that you get a clear overview of it,
wp4ho9raVjA7,1.54,2.11,  content build your story like this tell,Structure
,,,  what you plan to talk about tell your,
,,,  message or story tell again what your,
,,,  presentation wa about this way you,
,,,  deliver your key message three time,
,,,  prepare a flowchart of how you plan to,
wp4ho9raVjA8,2.14,2.32,  run your presentation conceptualize and,No
,,,  then make it happen your idea only hold,
,,,  value when you produce something,
,,,  effective using them so when creating,
,,,  presentation remember to human decode,
,,,  visuals first and text last picture,
wp4ho9raVjA9,2.35,2.52,  really do speak a thousand word use,No
,,,  them an important part of planning is,
,,,  practice preparing well will help you,
,,,  stay calm and lessen the risk of failure,
,,,  practice continuously to ensure you,
,,,  finish within the stipulated time and,
wp4ho9raVjA10,2.54,3.11,  yet deliver an impactful message the,No
,,,  next phase is the performance phase,
,,,  clearly state right at the start where,
,,,  you 're headed with your presentation if,
,,,  you 're nervous show video first it will,
,,,  help you calm down,
wp4ho9raVjA11,3.13,3.28,  make your theme clear and consistent,Structure
,,,  throughout the presentation always place,
,,,  your strongest point first and,
,,,  reiterate them in your summary,
,,,  let 's see a scenario from our virtual,
,,,  office good morning thank you so much,
wp4ho9raVjA12,3.32,3.44,  for coming today I 'm going to make it,No
,,,  really easy for you to track your sale,
,,,  quota using a free and interactive tool,
,,,  the best part is it automatically log,
,,,  all data for you and constantly update,
,,,  why are the cloud let 's learn more about,
wp4ho9raVjA13,3.46,4.01,  this software,Structure
,,,  open and close each section with a clear,
,,,  transition at appropriate interval,
,,,  mention what you have covered and where,
,,,  you are about to go make it easy for,
,,,  your audience to follow your story by,
wp4ho9raVjA14,4.04,4.21,  demonstrating enthusiasm use word like,No
,,,  incredible and awesome wow your audience,
,,,  do n't be afraid of making joke being,
,,,  playful and showing fun visuals making,
,,,  your audience smile is the easiest way,
,,,  to success let 's return to the virtual,
wp4ho9raVjA15,4.24,4.38,  office this brings me to the end of the,No
,,,  first part moving on to the next section,
,,,  and personally one of my favorite,
,,,  simply because it allows me to show off,
,,,  my brilliance well not really now we,
,,,  learn how to use and make most of this,
wp4ho9raVjA16,4.4,4.57,  powerful and awesome tool,Structure
,,,  the final phase is the reflection phase,
,,,  after the presentation ass it,
,,,  overall effectiveness ask yourself did,
,,,  you make the sale did you persuade the,
,,,  audience to adopt your recommendation,
wp4ho9raVjA17,4.59,5.13,  will listener nodding their head in,No
,,,  agreement or sitting with their arm,
,,,  crossed were they interested or seemed,
,,,  bored ask analyze and improve if you 're,
,,,  going to give the presentation again,
,,,  what change can you make to improve it,
wp4ho9raVjA18,5.18,5.35,  in presentation le is always more,Structure
,,,  plan what your key message will be then,
,,,  structure the main part of your,
,,,  presentation around these key theme,
,,,  this can seem very scary but it work,
,,,  wonder try to use the entire platform,
wp4ho9raVjA19,5.39,5.54,  when you speak it will also demand that,No
,,,  you practice more and focus on your,
,,,  audience which is always good,
,,,  human have a very short attention span,
,,,  shortly after you 've started your,
,,,  presentation your audience will begin to,
wp4ho9raVjA21,5.56,6.18,  wonder when you finish so exactly ten,Structure
,,,  minute into your presentation do,
,,,  something different a handy trick to,
,,,  overcome this lack of focus is by,
,,,  changing the scene and showing a video,
,,,  or handing out a sample by doing that,
,,,  you persuade the audience to refocus on,
,,,  you,
taifW0vJmZk1,0.04,0.2,  I 'd like to start off my presentation,Structure
,,,  today by getting and asking for you for,
,,,  audience participation so I 'll ask if,
,,,  you 're capable to please stand and,
,,,  choose a partner we have an odd number,
,,,  so Dave I might have to be my partner in,
taifW0vJmZk2,0.23,0.42,  this one so made you all right so we 're,No
,,,  in pair so to make it easy the person,
,,,  with the last name that 's early a in,
,,,  the alphabet will be numbered 1 okay now,
,,,  the first action item take raise your,
,,,  right hand and put it up against your,
taifW0vJmZk3,0.46,1.07,  partner 's hand and then on the count of,No
,,,  three the person that 's number one is,
,,,  going to push are you ready 123 now,
,,,  what 's interesting about that exercise,
,,,  is there were some commentary that I,
,,,  picked up one person did not push back,
taifW0vJmZk4,1.1,1.27,  took their hand completely out of the,No
,,,  way the other person almost fell down,
,,,  Byron had asked are we supposed to push,
,,,  back now the point of this story again,
,,,  is what happens when we push others in,
,,,  the majority of u pushed back now just,
taifW0vJmZk5,1.32,1.46,  think about that and apply that to your,No
,,,  presentation your public speaking and,
,,,  even go bit deeper think about the time,
,,,  you 've been in an audience where you,
,,,  have pushed back against the presenter,
,,,  on their message now think of why that,
taifW0vJmZk6,1.5,2.11,  happened did they engage right away did,No
,,,  they present their information in term,
,,,  that matter to you well think about that,
,,,  for a moment it 's human behavior when we,
,,,  are pushed we push back so that 's a,
,,,  lesson that we can apply in all of our,
taifW0vJmZk7,2.14,2.26,  communication not only in public,No
,,,  speaking and front,
,,,  audience but within small team at work,
,,,  anytime we need to persuade someone to,
,,,  take action think of this exercise you,
,,,  just went through and again when you,
taifW0vJmZk8,2.3,2.46,  achieve your result by pushing on,Structure
,,,  someone and I 'll be the first to admit I,
,,,  did n't become a master overnight this is,
,,,  an issue that I had to deal with I,
,,,  always came to the presentation,
,,,  thinking I wa the expert and I knew,
taifW0vJmZk9,2.49,3.02,  everything and I would get up in front,No
,,,  of the room and I would tell each and,
,,,  every person I know what you 're doing,
,,,  wrong just listen to me I do you think,
,,,  that went over they tell me to my face,
,,,  but most likely when they left they,
taifW0vJmZk10,3.05,3.18,  blocked out all the information I had,No
,,,  shared during that presentation never to,
,,,  be seen from again and that 's where,
,,,  recently I became in London I dug little,
,,,  self awareness a far a my presentation,
,,,  skill my authenticity a a presenter,
taifW0vJmZk11,3.21,3.36,  and again where it can I be more,No
,,,  effective in my communication and part,
,,,  of it is again persuasion motivation,
,,,  what it my what block am I implementing,
,,,  and putting in front of myself in order,
,,,  to achieve my goal of sharing my message,
taifW0vJmZk12,3.39,4.01,  in order for actually be taken so how,No
,,,  can you apply this in your communication,
,,,  I would challenge you part of it is,
,,,  being conversational a a speaker but,
,,,  how doe that happen well John Maxwell,
,,,  sent me an email today maybe he sent you,
taifW0vJmZk13,4.03,4.23,  an email a well a men at what Maxwell,No
,,,  which ha hundred of thousand of,
,,,  member he say the question he like to,
,,,  ask is why why is it this way why are,
,,,  you acting in in this behavior why did,
,,,  you reach this decision and again that,
taifW0vJmZk14,4.25,4.43,  open u up to sharing more information,No
,,,  a well a helping u see,
,,,  others point of you understand what,
,,,  they are thinking which is very,
,,,  interesting I 'm educating myself I 'm,
,,,  learning to write nonfiction and what 's,
taifW0vJmZk15,4.46,5.02,  interesting is that many author let you,Structure
,,,  know the character let you know them,
,,,  more on a personal basis by letting you,
,,,  know what 's ticking what they 're,
,,,  thinking inside their head this is much,
,,,  different than most of our human,
taifW0vJmZk16,5.03,5.14,  interaction oftentimes you do n't have,No
,,,  the presenter up here telling you what,
,,,  exactly is happening at that moment in,
,,,  time so there 's a bit of a disconnect,
,,,  and that 's the same with audience,
,,,  member the engagement factor so part,
taifW0vJmZk17,5.17,5.33,  of being a better affected presenter and,No
,,,  communicator is developing your speech,
,,,  and content to put into your,
,,,  presentation way to engage the audience,
,,,  a the example I presented today giving,
,,,  your audience to stand up and,
taifW0vJmZk18,5.35,5.49,  participate again creates movement,No
,,,  interaction but again ask you have to,
,,,  provide very detailed instruction or it,
,,,  can go off course they could begin,
,,,  chatting about the news the weather so,
,,,  again this is where depending on your,
taifW0vJmZk19,5.5,6.04,  time if the view very precise in your,No
,,,  messaging and that 's where doe the,
,,,  example that presentation wa done,
,,,  before and that 's where it went off the,
,,,  rail and that 's where I thought about it,
,,,  how what can I bring to the table what,
taifW0vJmZk20,6.06,6.25,  can I do when I share it today to,No
,,,  clarify the stats so if you know how,
,,,  precise I wa what did I ask you to,
,,,  determine who went first last name and,
,,,  that 's where I said whoever came first,
,,,  in the alphabet i made that decision,
taifW0vJmZk21,6.26,6.39,  because oftentimes when you ask an,Structure
,,,  audience and again in any presentation,
,,,  when you ask question of the audience,
,,,  if you 're not very specific and how you,
,,,  want them to answer you 'll confuse them,
,,,  and you 'll lose your,
taifW0vJmZk22,6.41,6.57,  ability to motivate and that 's where if,No
,,,  I ask a rhetorical question and the,
,,,  audience start giving the answer is,
,,,  then I 've lost my messaging so these,
,,,  easy to implement step our area that I,
,,,  would just challenge you to incorporate,
taifW0vJmZk24,6.59,7.17,  a you start developing content for your,Structure
,,,  next presentation because you have the,
,,,  power to be inspirational you have the,
,,,  power to be it more a better,
,,,  communicator in a better,
,,,  conversationalist in front of a room and,
,,,  I look forward to hearing your message,
,,,  and future presentation thank you,
XqOC58-strg1,0,0.11,  in some presentation you have to work,Structure
,,,  pretty hard to get clear on what your,
,,,  main point are we 're going to explore a,
,,,  few different way to do this and,
,,,  emphasize the topical style of,
,,,  organizing your main point so let 's go,
XqOC58-strg2,0.13,0.29,  to the computer and drill down on this,No
,,,  welcome back friend in this video we 're,
,,,  going to talk about how to organize the,
,,,  main point of a presentation we 'll talk,
,,,  about several approach and we 'll drill,
,,,  down a little deeper on the topical,
XqOC58-strg3,0.3,0.41,  approach which is often the most tricky,Structure
,,,  for people we 're assuming here you have,
,,,  an introduction body and conclusion to,
,,,  your presentation and we 're only talking,
,,,  about how to arrange the main point of,
,,,  the presentation we 're not talking about,
XqOC58-strg4,0.43,0.52,  how to fill the bucket in with detail,Structure
,,,  like story an example just the,
,,,  ordering and selection of your main,
,,,  point first let 's talk about,
,,,  chronological this is an approach that,
,,,  you can use where time is your key,
XqOC58-strg5,0.55,1.07,  variable if you 're teaching somebody how,No
,,,  to do something for example you might,
,,,  talk about the three step involved,
,,,  first second third step you often see,
,,,  this for how to type presentation if,
,,,  it 's a before during and after,
XqOC58-strg6,1.09,1.21,  presentation that 's also using time a a,Structure
,,,  key variable but here you might talk,
,,,  about your life before an issue or time,
,,,  and then during which would be maybe the,
,,,  focus the transformational experience or,
,,,  a certain period of your life that wa,
XqOC58-strg7,1.22,1.33,  the center and then after word that 's,No
,,,  another way to use time spatial is,
,,,  another way to arrange main point this,
,,,  is not the most common but I may use it,
,,,  once in a while I 'm talking about my,
,,,  life for example if someone want me to,
XqOC58-strg8,1.35,1.47,  talk about different place I 've lived,Structure
,,,  in my journey I might organize it in,
,,,  term of living in the East then I lived,
,,,  in the West and last the South where,
,,,  we 're using direction or space symptom,
,,,  cause and treatment is another option,
XqOC58-strg9,1.49,1.58,  especially in the medical world if,Structure
,,,  you 're doing a presentation that,
,,,  involves anything medical or healthcare,
,,,  related frequently in your physician,
,,,  and other medical professional talk,
,,,  with these three main point if you 're,
XqOC58-strg10,2,2.1,  doing a persuasive presentation it 's,No
,,,  very likely you 'll be ordering them in a,
,,,  problem benefit main point,
,,,  order I have a whole separate video on,
,,,  this it 's a pretty sophisticated in,
,,,  Psychological approach to organ,
XqOC58-strg11,2.12,2.22,  main point it 's a little more,Structure
,,,  intermediate or advanced but it is a,
,,,  great approach if you want to convince,
,,,  people to your point of view or convince,
,,,  them to take some action I have a whole,
,,,  separate video like I mentioned I 'll put,
XqOC58-strg12,2.24,2.34,  the link to that video in the,Structure
,,,  description below now we get to the,
,,,  topical approach to organizing main,
,,,  point this one often throw people off,
,,,  because there 's no one right way to,
,,,  select the subtopics of your,
XqOC58-strg13,2.37,2.5,  presentation if you have a subject,Structure
,,,  that 's not chronological that 's not,
,,,  problem solution benefit then how do you,
,,,  do it well you have to think about the,
,,,  overall topic and then break it down,
,,,  into it subtopics that 's right I think,
XqOC58-strg14,2.52,3.02,  that 's a more accurate way to describe,Structure
,,,  this subtopics so the idea here is you,
,,,  have a whole you have a subject you 're,
,,,  speaking on and you have a focus a main,
,,,  point a thesis then you have to figure,
,,,  out well what are the natural part of,
XqOC58-strg15,3.04,3.18,  that thesis of that whole and those,Structure
,,,  become your main point your main point,
,,,  will depend upon the unique aspect of,
,,,  the subject itself no two topic or,
,,,  alike and so you 'll have to figure that,
,,,  out a you go there 's a little more art,
XqOC58-strg16,3.2,3.31,  to this than science so for example if,No
,,,  you 're talking about dinosaur one way,
,,,  to do it would be to talk about the land,
,,,  sea and air dinosaur if you 're doing,
,,,  your research and you 're reading about,
,,,  dinosaur that 's one of the main way,
XqOC58-strg17,3.33,3.44,  that your author and researcher will,Structure
,,,  break this up but it 's not the only way,
,,,  you might talk about small medium and,
,,,  large dinosaur and so you have to,
,,,  figure out what your main point is to,
,,,  the whole presentation and then figure,
XqOC58-strg18,3.46,3.58,  out how to break that into it natural,Structure
,,,  part you might be talking about meat,
,,,  for example in a different subject a,
,,,  different presentation and you might,
,,,  discus beef chicken and fish a your,
,,,  main point but a you 're reading and a,
XqOC58-strg19,4,4.09,  you 're researching your focus might,Structure
,,,  change a little bit annually I 'm not,
,,,  really talking about meat a much a I,
,,,  am about protein source for your diet,
,,,  so then you might back out and rearrange,
,,,  these and talk about meat bean and,
XqOC58-strg20,4.11,4.22,  supplement I 've seen people do it this,No
,,,  way because these are different,
,,,  approach to different way to get your,
,,,  protein in your diet may be camping gear,
,,,  is a topic you 're passionate about,
,,,  isotopic I love to talk about a lot of,
XqOC58-strg21,4.24,4.34,  my video because it 's,No
,,,  my main thing I do in the summertime,
,,,  and the nice weather I camp with my,
,,,  family and if I were doing that I would,
,,,  talk about maybe my tent sleeping bag,
,,,  and backpack that 's one of the way to,
XqOC58-strg22,4.36,4.48,  discus the gear these are the subtopics,No
,,,  of camping gear that you commonly hear,
,,,  about when you reading in magazine and,
,,,  researching it so you if you 're in a,
,,,  professional situation this is where it,
,,,  get a little tricky because let 's say,
XqOC58-strg23,4.5,5,  you 're doing an update at a meeting well,Structure
,,,  every audience is there is different,
,,,  people at every meeting you go to and it,
,,,  ha on what level of executive or,
,,,  manager you 're speaking to and well ti,
,,,  their time a year and what the overall,
XqOC58-strg24,5.03,5.12,  focus and agenda is for the meeting but,Structure
,,,  you might for example if you 're doing a,
,,,  normal update on your department you,
,,,  might talk about the different project,
,,,  the budget and the staffing that 's three,
,,,  way three topic to break up your,
XqOC58-strg25,5.15,5.27,  update into so the part have to be from,Structure
,,,  the same hole and that 's a real lesson,
,,,  to take away from this if you have a,
,,,  subject you 've really got to figure out,
,,,  what the natural part are and because,
,,,  when you go off in the wrong direction,
XqOC58-strg26,5.29,5.39,  something 's not going to seem right to,Structure
,,,  listener it wo n't hang together and be,
,,,  logical if you change the pattern you,
,,,  change the variable you 're using to,
,,,  decide on your main point for example,
,,,  if I were talking about camping gear and,
XqOC58-strg27,5.41,5.53,  I talked about tent and sleeping bag,No
,,,  and I threw in this weird extra point,
,,,  about saving money that 's going to be,
,,,  awkward that 's going to be odd and it 's,
,,,  breaking the pattern in the topical,
,,,  order here and changing subtopics in a,
XqOC58-strg28,5.56,6.04,  way that 's going to stand out a little,Structure
,,,  bit it 's not going to have that not,
,,,  natural logical flow you might also be,
,,,  talking about dinosaur or come back to,
,,,  this example small medium and then you,
,,,  throw in there oh and also we 'll talk,
XqOC58-strg30,6.06,6.31,  about dinosaur that fly that 's again,Structure
,,,  going to break your pattern so you have,
,,,  to figure out what your hole is and then,
,,,  break that into it natural part and,
,,,  that 's really the key aspect of the,
,,,  topical main point approach you want to,
,,,  figure out how to break the hole into,
,,,  it part so I hope this video ha been,
,,,  helpful and I encourage you to use it in,
,,,  your next presentation so god bless and,
,,,  I will see you next time,
bWfN-nczoJI1,0.04,0.14,  hey there welcome back to project,Structure
,,,  management made easy today we 're going,
,,,  to be talking about how you can,
,,,  structure your presentation so let 's,
,,,  get to it,
,,,  now that we 've had a chance to talk,
bWfN-nczoJI2,0.16,0.29,  about visuals and body language we can,Structure
,,,  now get into the presentation itself,
,,,  where do you start regardless of,
,,,  different presentation goal there 's one,
,,,  thing everyone love a good story I 'm,
,,,  going to show you how you can structure,
bWfN-nczoJI3,0.31,0.43,  your presentation like a story so that,Structure
,,,  you keep your audience engaged your,
,,,  memorable they leave feeling a if,
,,,  they 've learned something and you 've,
,,,  changed their perspective and maybe they,
,,,  may even be motivated to take action at,
bWfN-nczoJI4,0.45,0.57,  the end first we want to start with what,Structure
,,,  is whether you 're doing a sale pitch or,
,,,  an annual investor meeting the status,
,,,  quo is what you want to point out first,
,,,  and foremost this is important because,
,,,  your audience is trusting you to fill,
bWfN-nczoJI5,0.59,1.13,  them in on what is what is the current,No
,,,  state of affair where do we stand it 's,
,,,  your responsibility a a presenter to,
,,,  build the tension and allow a they say,
,,,  the plot to thicken after you 've,
,,,  established what is and why the meeting,
bWfN-nczoJI6,1.15,1.26,  is happening it 's time to show them a,Structure
,,,  better way this is an opportunity to,
,,,  discus alternative new idea and,
,,,  option to solve what is look at what is,
,,,  and what could be for each point you are,
,,,  trying to make this help keep their,
