Topic,Sentence
Structure,Clearly stating what the slides are about and how it relates to the subject she is talking about
No,Uses an analogy. Breast = ball
Structure,The introduction goes straight into details and does not give an outline
No,not pausing
No,her use of hand gestures in acting out what she is saying makes the speech a lot more interesting.
No,Uses a picture/diagram to aid her presentation of ideas
No,"It was interesting because she made it easily understandable and relatable. for example saying ""we"" and using simple ideas like saying the cancer is like a ""ball"". I have learned from this to make my presentation engaging I should follow similar ideas."
No,Referencing and explaining the slides rather than using them as a cue system.
No,Uses stand out words
No,engages the audience
No,"Nice use of the visual aid of the pictureTold it like a story, pointed stuff out"
Structure,Interesting topic
No,"good makes sure even if what she is talking about is complicated, it can be understood by all"
No,Lots of gestures
Structure,Good gesturing and point to allow visuals to her speech
No,Good use of gestures
No,"Great body language, low shoulders, standing up tall"
No,Well timed pauses and good variation in tone of voice
No,"Good No and hand gestures to the audience, getting across the important ideas"
No,Refers to the information on the slide
No,Uses hand gestures to expands on the ideas of the power points
No,"Pointing out information unnecessarily frequently on the visual aid which is distracting, rather than relying on her audiences engagement to make the connection to her speech."
No,Good eye contact and engagement with the audience
No,explains in laymans terms
No,Clarifies definitions so non-academics can understand
Structure,relation to us
No,now uses lay mans terms
No,Referring to the material yet still mainatining eye contact with the audience
No,Explains hypoxia like a story of cells which makes it easier to follow than scientific jargon.
No,"She is a great speaker. Somehow, she looks very interested in her topic and knowledgeable. This makes the audience trust her and want to listen to her."
Structure,lots of complex terms
No,good gestures
No,Hand gesture on point
No,explains diagram
No,"When she looks to refer to the slide, she makes sure that she looks back to the audience."
No,good hand gestures
Structure,explains the concept very clearly
No,Good eye contact
No,"There was a pause, emphasizing and changing of voice tones during her speech which does help with gaining attention and make the presentation to be more exciting and interesting."
No,Slows down and emaphasises her words when delivering her key point
No,good gesture
No,good visual aid as not much listed/going on
No,Good gestures that aren't too distracting but keep things open.
No,Uses informal language to connect to the audience
No,emphatic ending
Structure,Effects of chemo - both positive and negative
No,good posture
No,"engaging and informative, with effective slides and she engages the audience well"
Structure,Bit too much scientific language - not everyone will understand what shes saying
No,Good spacing and silence of the sentence
Structure,"Strong finish, clear, to the point."
No,Effective use of a one slide powerpoint
No,She clearly delivers the speech with good hand gestures and good body posture.
No,Her posture and sights connection with the audience were a really good example of that confidence tutorial video.
Structure,She uses her title as a headline and talks about every word.
No,Introduction and explanation of terms before their repeated use.
No,Best speech of the four examples
No,Positive solution change in tone reflects important point
Structure,ends well
Structure,Good finishing point
No,A complex idea is made simple through thorough explanation and the use of analogies. Providing a clever way to treat the cancer.
No,very clear No of the ideas
No,She emphasised the important words to capture and maintain attention
No,Thought the use of hand gestures with the visuals was effective. It highlighted the main points she wanted to get across and kept the audience engaged.
No,Good video.
No,"Uses lots of gestures and gas good body language, Her vocabulary is also very good, choosing the right words for the right circumstances."
No,Good use of facts
No,inspirational
No,"Strong, confident speech. Rehearsed and relevant content. Easy to understand and not fake/cheesy"
No,quite fast needs to slow down
No,use of diagram helped explain it and her No was also on point
No,I think she explained her point very well both technically and in layman's terms.
No,"Delivered well, but wasn't as engaging as it could be due to simply being a No of information."
Structure,"Good brief explanation, keep it short and sharp to keep the audience engaged."
Structure,Hopefully she's successful.
No,image helped the audience to understand a complicated issue in a simpler way
No,Good explanation made speech easy to follow. Perhaps not enough information on her solution
No,Put important details in the slides
No,Gestures and eye contact- really important.
No,Good hand gestures and passion
No,Same four pictures for the entire presentation
No,Starts with a story
No,he uses the five steps of confidence in his talk
No,eye contact and gestures are really important
No,"Use of eye contact, gestures and relaxed stance made it comfortable and interesting to watch for an audience"
No,He had great hand gestures
Structure,Starts with the story to interest the listeners.
No,"use gestures, look around the room, pauses, clearly spoken, not talking to fast or slow"
No,good gesture use//little bit nervous //good example to begin//speaking very fast
No,starts off with an story
No,It was a good idea concluding a history in the beginning speech so audience will realize where it all started.
No,The data can make people thinking.
No,starts with a story
Structure,"started with a story, which is strong and captivating right from the beginning"
Structure,Good using a story to draw in (recency)
Structure,Good slides
No,Too much on first slide that he is referring to
No,Good eye contact and clear No of words.
Structure,Good example of a strong opening
No,"basic pictures, no text, refers to the pictures"
No,good use of gestures
No,"Using numbers without context, makes for the numbers to seem more insignificant than they actually are"
Structure,Open as a story can easily get audience' s attention.
No,Give an example related to the topic which is good.
No,Uses hand gestures to emphasize more what he is talking about.
Structure,Good intro that is gripping.
Structure,Good intro that is gripping.
No,too fast
No,Very pronounced use of hand gestures
No,"Valuable to make it sound like a story, as it engages the audience."
Structure,Not too cluttering slides
Structure,Digressing and following no clear form or structure so it is hard to follow his main idea or theme
No,"It's interesting that there is no text on the screen, rather images that relate to what he is talking about. He uses facts to interest the audience."
No,"Uses gestures well that add momentum to his point, makes him more interesting"
No,powerpoint in background
Structure,Seamless transition to the main point of his presentation
No,"made a joke, keeps crowd interested"
No,Humour is good
No,he makes it personable by adding humour and varying how he talks
No,The speaker speaks too fast making it too hard to understand easily.
No,Adds context and humour to his numbers that way they are no easy to rememebr and to compare so that you know the true scale. He added comparison so you can grasp the idea of the numbers that much more.
No,Hand is quite distracting
No,"Effective opening, grabbed my attention."
No,Could have less on his first slide so it is easier to see the tree he is describing
Structure,good use of bringing a complicated idea and using structure to make it easier to understand / more engaging for audience
No,Using hands as aids rather than crossing them
No,Relating the subject well to understandable and real-life experiences to draw people into the speech.
Structure,"The idea and theme is lost, he is following to many differing analogies that makes it hard for you to gain a true idea of his point"
No,using other examples/stories and explaining how it relates to what you are talking about
No,Makes the topic understandable for the audience
No,good use of eye contact with all of the audience
Structure,Information talked about were useful for the topic.
Structure,"A bleek finish, with no wow or amny take home information that makes his presentation lasting. Most has been forgotten already"
No,This guys boring.
Structure,"uses a story to refer to his work, ends off with a strong summary of the story and his work"
No,"I feel that he shouldn't have had all 5 images on the same slide, as I was too distracted with wondering how he was going to fit each new picture into his presentation."
No,Pace quite quick at some points but also used silence to his advantage
Structure,having the core idea of trees that branch out throughout the speech
No,talked a little to fast
No,Interesting that our task is a powerpoint presentation yet this one used just a single slide.
Structure,good ending
No,ends on a simple statement
No,"Interesting so see how he only used 1 slide , less is more . Also the way he opened through a story was pretty cool ."
No,"Very good speaking speed, quite slow with pauses which makes it easy to listen to and understand."
No,Stong ending too.
No,"Very interesting. Perhaps he spoke a little fast, but was engaging.//Although the content seemed very complex, he presented simply and used few No."
Structure,Good close
No,Very good visual aid
No,Very good visual aid
No,uses No to help in her presentation
No,Her powerpoint was good and provided many examples
No,"Presentation slides were creative and interesting to look at, particularly using the gender symbols for the graphs instead of bars"
No,Her Visual presentation is awesome and connect nicely with her clear speech No.
No,voiced ideas well and made it interesting
No,"too much body movement, disturb audiences"
No,Uses effective No that are simple and easy to understand.
No,The No are limited and more on giving an example using pictures.
No,A nice welcome speech.
Structure,Quickly outlines what her presentation will be about
Structure,good headline
No,simple slides
No,Using a catching visual aid but it is some what distracting
No,Good No
No,good use of No
No,clear well delivered speech
No,confident speaker
No,Bold simple words- easier to read
No,"Visually stimulating, very cool"
No,swaying
No,"Bored tone, not enthused"
No,"Stats without context, cant really grasp how drastic these demogrpahics actually are"
No,cool visual videos
No,Interesting graphic use to further convey the point.
No,A very clear speech.
No,presenter swaying alot
No,use of graphs
No,combining pictures with graphs to provide a clear picture that is quicker to understand
No,Statistics are interesting and graphs on screen is a good way to show stats to the audience.
No,Use of interactive charts to increase engagement with speech
No,Use of a familiar show to relate the audience to the ideas being presented
No,relating to current tv
No,"Stance - not confident, keeps swaying"
No,Swaying back and forth is very distracting and her constant moving takes away form what she is actually saying. Some much going on visually that her verbal points are being lost within these distractions
No,"Body language here is distracting, moving from foot to foot and seeming slightly nervous."
Structure,everything flows on to each other
No,"basic photos, which aid what she says, with animations supporting it"
No,Use a picture to help people know the relation.
No,good No
No,scanning or going to one or two eye contact points
No,speech feels rushed not alot of pauses
No,"Speaker very active and engaged with the topic. No pauses and filler words, well practiced"
No,Makes some interesting points
No,Addressing the audience directly
No,Her pace of speech is well controlled and varied for more interest
No,Continuous and no silence or pause for you to take in the information
No,Having No can help make points
No,varying her voice and using hand gestures and body language to put her point across effectively
Structure,"The frequent use of stats, years and research quotes confuse the structure"
No,Bold and simple text as a visual aid that helps you listen to her and notice her visual aid aswell. not too distracting and you can gauge that an important point is being made
No,gestures
No,Bold and clear titles to emphasise what the speaker is talking about
No,"Context-less stats, No distarcting the stats"
No,Use interesting graphs rather than just the Histogram/Pie graph
No,"Because of their simplicity the graphs are clear, informative, and easy to read."
No,using different types of No such as the man and woman symbols in a graph to provide a unique interpretation that is also easily recognisable
No,Very continuously distracting
No,Amazing and creative animations that could help audience really relate to her report.
No,"This extrapolation is extremely accurate. Nowadays, Facebook only allows females to sign up, and men are only allowed to be extras in movies."
Structure,"Nice to make the audience think, by asking a rhetorical question. and repetition of the chick flick slide to make audience remember it better."
Structure,Interconnecting ideas that will make listeners understand the report better.
No,Personal opinions added to give perspective on the issue being discussed
No,uses gestures throughout to emphasize points
Structure,"gives a surpize in the given question. adds build up, but then goes another way"
No,"good slide, less is more. demonstrates idea well"
No,Funny pictures relative to point. added Joke
Structure,Ask a question and answer it with your point is very captivating and lets the auidence gauge the whole idea of your presentation
No,clear voice
No,engaging the audience in terms of making it relevant by telling them what it means for them
Structure,Ending was concise
No,"The word ""imagine"" is used a lot and engages the audience"
No,Uses hand gestures and moves around to keep the attention on her.
No,Left a hanging question to the audience that will make them think too.
No,using a speech pattern that matches the topic
No,Interesting conclusion
No,"Pacing forward and backwards is pretty distracting, better to just stand still."
No,Great use of No
No,Effective visually throughout
No,This presenter moved around too much and I got distracted from the message.
No,It was too long.. I was waiting for it to end..//She was a great speaker - actor?//Busy No..
Structure,Direct theme
Structure,Good introduction
No,he has a strong No when delivering his talk
No,Very interesting content
No,"Speaks too fast on some important points, almost sort of like mumbling them which makes it harder to follow on"
No,"No clear opening, messy, not sure of what hes saying himself so how is the audience supposed to know."
No,"No of ""s"" sound"
No,Good headline
No,Bold introduction
No,ideas were good
No,Good use of intuitive graphics
No,ask question
No,Use of questions to engage the audience
Structure,Opening is already engaging the audience with a question.
No,A good start of beginning a report as he throw the question to the audience.
No,Context of stats/numbers
No,clear bold speech
No,Figures without context
No,Speak to fast and body move too much. He looks like very nerves.
No,"Sound variations; babbling to the boring stuff, slowing down on the important stuff"
No,looks around crowd
No,Very clean and engaging visual aid
No,passion
No,varying speed and tone of speaking is good at keeping the audience's attention. Emphasising important parts by exclaiming and speaking louder.
No,Very slow speech.
No,infographic easy to understand and read - colour coordination good
No,nice visual pie graph that matches what hes sayin
No,clear simple graphs
No,His body movements make me feel uncomfortable.
No,Speaks a little fast and is not quite as clear
No,"Change in pitch, tone of voice varying so you stay interested.. somewhat"
No,No can make points have more impact.
Structure,Nice clear slides
No,A nice set of visuals that will gain more attention.
No,Reading off slides and doesnt feel well rehearsed
No,enthusiasm in voice
No,"Know the content well, again diagrams and stats are used well."
No,Hard to absorb the information on the slides while he's talking at the same time.
No,Use of colour in the visual presentation makes it engaging
No,interesting to think about both sides of the topic in question
Structure,Theme is concisely explained.
No,Good open gestures and eye contact with the audience
No,eye contact with the entire audience
No,Great eye contact and hand gestures
No,nice graphs/easy on the eyes
No,"Effective slides, simple but eye catching"
No,It seems all good presentations are asking questions and making there audience think !
No,"Stuttery, unrehearsed, takes away from his point"
No,"Adding ahhhs and ums, should have added a silent pause and allowed his audiences mind to fill in the caps and think his point over then spoke when he fully knew what he was going to say so it would be more captivating and the auidence could take more in and feel more engaged"
No,Words are abit um and ah instead of just pausing
No,Enthusastic about his point makes his presentation more engaging
No,emphasises what hes saying by ecstatic body language
No,"Movement becoming distracting, makes it difficult to follow his point"
No,"speaks gently, understood clearly and good volume"
No,"Nervous stance, stutters with 'ah' if following the 5 S rule then silence would be a better option"
No,Simple and clear diagrams and pictures. No wordy slides or clutter.
No,lots of gestures
No,"New information which is new and interesting, anaology makes it easy to take this information in"
No,Thought provoking
No,"harder to understand, accent? lower sound"
No,Simple uncluttered visual aid
No,Speak clearly and fluently
No,useful No that present an interesting image that the audience can recognise and use to help understand the speech's subject matter
No,Use of um and ah is becoming more frequent and more distratcing
Structure,"Great structure, mix of opinion, research and data. Passionate and enthused"
No,Not clear in speech.
Structure,Good use of repetition with what sort of a web we want. listing what he wants.
No,Boring ending
No,a circular flow in terms of starting with a point and coming back to it at the end is helpful
No,He speaks a bit faster but overall it was a good presentation.
No,"He No is what captivated me. If it were anyone else, I might have gotten bored of the story he told."
No,"This presentation does not get me, it's not my type."
No,"Captivating last sentence, was powerful, more so powerful than everything else he said"
No,Was interesting
No,The slides didn't always match where the talk was at.
No,Good close
No,"Speech was often too fast to be clear, and not rehearsed enough."
Structure,Strong ending
No,Lack of eye contact.
No,Intro a bit boring
Structure,she uses a good structure when talking about the benefits of drugs
No,"Boring opening, already bored"
No,Simplified her topic points to a level that can be followed along a lot easier for the audience
Structure,very interesting structure
Structure,Explains her points in a logical structure.
Structure,Not so good intro
Structure,introduction not very interesting
No,commands the stage well
No,A normal beginning but well stand. Look like very confident.
No,"Gestures, looking around room"
Structure,Brief and yet effective introduction
No,Hand gestures make a difference.
No,Good hand gestures
No,"Very good with gestures and speech, stance is confident and strong"
No,Use of hand gestures make her appear confident and convey an understanding to the audience.
No,varied tones
No,Emphasizes what she was trying to say.
No,Gestures-helpful
Structure,Creating a complicated topic into a simplified diagram (a ball)
No,good No
No,explaining something as something else that the audience can visualise is a great idea
No,clearly spoken
No,Breaking down in a more simple form of the point she is explaining
No,loud clear voice
No,Good use of diagram to make her point more understandable.
No,quite hefty diagram
No,Good use of a single visual aid
No,good gestures and speech
No,"Slow pace, and emphasis on things shes describing"
No,Good use of the diagram
No,"Very good hand gestures, depicting the ball and by pointing and referring to the powerpoint."
No,Excellent hand gestures
No,confident speaker
No,Clear and concise information to make it understandable to the audience.
Structure,Not a good structure
No,Hand gestures adding impact to presentation
No,Clear and confident speaker
No,"uses basic language for a complex topic, dumbs it down, but gets info across"
No,Maintaining very good eye contact to engage the audience.
No,clear voice - speaking at good pace
Structure,"Boring, just reciting information and its hard to be engaged"
No,Give some key points to help the audience focus.
No,Voice use is confident and competent
No,Good use of silence
No,clear confident speaker
No,slides
Structure,Main point lost within her fact spitting
No,using the pictures on the slide behind to further your explanation is very helpful
No,good use of gestures to emphasize points
No,Speech has a silent pause and enabled you to be engaged
No,Very clear speech and good hand gestures
No,Boring.
Structure,conclusion drives the idea home well
No,"I really liked her used of hand gestures, they emphasized her points as well as made them clear, especially to someone like me who knows little about medical biophysics."
Structure,Strong ending that effectively summaries her speech's main point.
Structure,Sums up the problem and her proposed solution very clearly.
Structure,A well rehearsed and very good speech. Short but meaningful.
No,Boring and less captivating ending
No,Was not as engaging as the others
No,Talks slowly and clearly.
No,Talks slowly and clearly.
No,Good close
No,"Confident, clear, to the point."
Structure,A simple ending.
No,"More of the same really , although didnt really grab my attention was a bit lack luster ."
Structure,"Strong ending, summarising her points"
Structure,Strong start with a small story/example
Structure,He starts with a short anecdote to get the audience interested
No,References visual aid well and puts it into context for the audience
No,Speaks fast and then speaks slow. Makes use of small pauses as well
No,Good use of pauses
No,No could be more simple ie one image per page
No,Good gesturing
No,Good use of hand gestures
No,He is speaking clearly and with a good pace
Structure,Has structure. He opens with the issue and is transitioning towards the explanation now
No,He is clearly passionate about this topic and this helps to get the audience interested
Structure,Summarised at the end to make clear what he wanted to get across. Leaves the audience with that in mind to think about after the presentation
Structure,Clear simple and strong ending
Structure,"Really good ending, finishing with a strong statement"
No,"She varies her tone, keeping her No interesting"
No,Uses interesting No to illustrate points
No,Graphs to help explain a point
Structure,Structure feels a tiny bit messy - doesn't flow super well
No,"No are all relevant, in context, and easy to understand"
No,No is clear
Structure,"Brings ideas up, explains them and then moves on. This is done well"
No,There is good variance in pitch and speed of speech. Makes it easier to stay interested in the talk
No,She is speaking clearly and confidently
Structure,Good flow between the introduction and main body
No,Uses an analogy to help connect the audience with the issue. Puts the topic into context
No,Graph has been made into an easily interpreted visual. Makes the stats meaningful to the audience and creates relevance.
No,Graph with different genders was an interesting concept but using the images as graph bars make it harder to interpret the information
No,Use of gesturing
Structure,Asks questions related to the topic. Gets the audiences thinking
Structure,Asks questions related to the topic. Gets the audiences thinking
No,Good use of points inspiring reflection
Structure,Asks questions to allow the audience to think about them and then provides and explained answer from her POV
No,"I assumed this was an example of a bad speech, it was incredibly boring and I completely got lost and didn't follow the message at all."
Structure,Has a conclusion. Gets the audience wondering about what it would be like to have a non-demographic based system. Shows her excitement towards the prospect
No,Posing a question
No,Visuals are simple and interesting
No,Good use of relevant No
No,Good use of a diagram to support points
No,He is easy to understand
Structure,"Has structure. Starts with opening. Moves on to the good the WWW has provided, then..."
Structure,"Started the presentation well, with a short story to introduce the beginning of the world wide web"
No,Varies pitch when talking to emphasize some points. Also varies speed to aid this
No,"The information provided is relevant, he has thought about what he is wanting to say"
No,"The speaker is clearly passionate to share his thoughts, and not at all nervous"
No,Uses arm gestures and moves body too when he wants to emphasize a point. Work this in with his No aspects too
No,Could slow down a bit
Structure,Clear transitions
No,Asks the audience a question to get them thinking. Then he gives his view and opinion on it
No,Simple and clear No
Structure,Repetition of one of the last things he wants you all do
Structure,Leaves a final note that will be the thing the audience will remember most. A strong meaningful end
Structure,Very clear opening statement as to what the presentation is about
No,Good tone of voice relative to the subject being discussed. It is a serious tone because it is a serious topic
Structure,Could have had a more interesting opening
No,"Visual aid has quite a lot of detail. Maybe it is too complex, at least for an opening slide"
No,Strong use of gesturing
No,Uses analogy to explain complex concepts
No,Good use of hand gestures to aid speech and communicate point clearer to the audience
No,Speaks very clearly and at an appropriate pace which is easy to follow along with and understand as she is talking
No,"She speaks with good pace, a low and clear voice making her easy to follow"
No,Maybe slide could be incrementally added to as the concepts are covered in speech so as to avoid distraction initially by the things not understood by the audience before explanation
No,"Visual is simple, good to explain her topic"
No,Use of a diagram to clearly present their point
No,Very clear explanations of what are complex points
Structure,She had a good strong closing remark that summed up her presentation well
Structure,Has a closing statement. Is probably a little to blended into the last part of the speech. Could have been a stronger finish considering the quality of the rest of the speech.
Structure,Clear and to the point
Structure,"Reflection of presentation skills.//Good engaging story in the opening about the trees to get interest. //Great varied tone in speech No and use of non verbal skills and lots of gesturing. Perhaps there is too much gesturing, it is more helpful when he uses fewer gestures.//His structure seems unclear to me. Great introduction but he forgot to take me on the journey, though perhaps scientists may have understood his links. Fantastic conclusion, clear and purposeful."
No,"I couldn't see the visual (the tree), however, the mental picture the speaker painted regarding the bark, the chessboard, the pathways, were helpful as No."
No,speech and good language help to be confident and deliver the content.
No,Not much visual explanation
No,"No is powerful, with a storyline. A beginning, and powerful end. He also uses humor."
No,Use of body language is good.
No,Ooooo so much colour and shapes on here! Ugly slide
No,he starts with a story
No,story ... nice and interesting way to open a presentation - very engaging
No,He started by telling a story.
No,pointing back to the slide... connecting story with No
No,No to start the presentation with a story
Structure,Nice introduction presenting intriguing problem
No,"Clear speech, open body language with arm gestures."
No,Building his story
No,Using some graphs to engage audience.
No,"the opening and ending were clear and simple. it gave a lot of impact to the audience. however, he talk to fast."
Structure,"starts with a story, makes people care about topic"
Structure,beginning with an interesting story was engaging
No,"Presentation very visual, not too much text."
No,He is good! This is not my field and I am already listening carefully
No,I think this guys gestures too much. Are these gestures really relevant to his points?
No,good use of body language gesture
No,Interesting opening
No,"mini-joke about chemists - get audience to smile a bit, engage bit more"
No,he speaks too fast
No,"I can't really see the No from my point of view, so no, the No are not clear."
No,The slides does not reflect what the speakers is talking about
No,flowing speech - easy to follow / understand //very good pacing
No,Low eye contact
No,good use of gesture
No,"How the speaker gave a simple analogy made it easier for audience from a different field to relate and understand the topic and the intended message of the speech. I think in speeches, it is not so much about the speaker's knowledge but on how he is able to adjust himself to the audience's own knowledge, and build upon it to convey his message."
Structure,Good to start with the problem and then provide the solution.
No,Meaningful number. He says in slow and clear speed.
No,humour used well
No,"more jokes, got a laugh, building rapport with audience//telling stories/analogies that audience can relate to (lego, amazon)"
No,"introduce the topic with an understandable and interesting comparison with the subject people are familiar with, e.g. amazon books"
No,personalisation and using fun in presentation / make the audience laugh
No,Humour
No,used humor
No,"he makes jokes, this keeps the audience focused"
No,Good gestures and facial expression. Like the way he is explaining complicated issues in an easy way. Always depends on the audiance.
No,He has a great No of what he really wants to say
No,No are not really visible in this presentation... can hardly even read the text on the display in the background.
No,"for me the slide is too busy, too much info he hasn't talked about is already on it e.g. the chessboard could have come later, at first he only talks about the tree and chemical structure"
No,Speech is perhaps a little fast.
No,"I am confused now that he got more technical. His hand gestures are not helping, he should be using No"
No,He keeps on eye contact with audience
Structure,"He says a lot - tells a few different related stories (chess, chemistry in general, texel). It requires concentration to listen but it works!"
No,"he does quite a bit of gesturing, his hands don't relax in between"
No,"In relation to the prompted question about more specifics and fewer oversimplifications, I think it depends on the audience.  As I have very little background in chemistry, bringing the ""story""  down to a more representational level was helpful to me.  If the audience was mostly biochemists, or computer programers, it would make sense to give more specifics."
Structure,Structure isn't particularly clear.
Structure,makes his work more interesting by drawing analogies to everyday things
Structure,For a three minute talk there is way too much simple stuff and talk about chess...
No,maintaining eye contact with all people in the audience
No,Using pauses effectively
No,Eye contact with different people is good.
No,"Well delivered crucial point: no one has actually used these algorithms for the present purposes (i.e. old knowledge - new application, makes a useful structure)."
Structure,he summarizes shortly what his research is about
No,"He seems calm, confident, and uses his hands freely to accentuate his points."
No,"Very good in giving the story, analogy and reality, but in my opinion, the presenter was a little bit nervous when delivering his idea."
Structure,Ended with a strong point. Good opener and closer.
No,"Simple clear message at the end, good take away point."
No,the 1 slide covered the whole talk and it was quite busy. I found myself wondering about the relevance of some pictures before they were discussed which distracted from the talking for me
No,good use of pauses
No,introducing a question and then linking that question to introduce what his work is about... staging the presentation
Structure,Great and impressive ending to make us think
No,Very clear conclusion which good emphasis
No,Clear take home-message.
No,He had great story that linked everything he works on in a way that the general audience can understand it
Structure,"Did not grab me at all, as I did chemistry at uni and it was too general, too vague and too oversimplified."
Structure,"Great story which makes good talk for public audience, but it needs more detail for an academic presentation"
Structure,thanking the audience for their attention
Structure,"This appears to be a type of ""elevator speech"" for fellow doctoral students.  Ending with, ""My work is to make better tools for better medicines"" is a strong, concise ending."
No,I think he had a good No in the whole. He keept me attentive.//As I watched and listened I tried to imagine  applying  his strategy to my topic and I think it is posible.
No,She also uses good and clear visuals
No,Very structured presentation. Using all the techniques for presenting a noteworthy presentation
Structure,"Opening - difficult topic and fairly detailed discussion that is quite well backed up by her visuals that are clear and powerful. //Her pacing is a bit disconcerting and makes me want to go to the toilet.//Too long and is she building to a climax? Too detailed.//Where is she going, unclear structure. What is the big deal here? Women outnumber men in social media and networking sites. Impact on culture and what mean for women? Is she building to a climax? Is it hiring women in media more? I'm bored and I'm a woman. Men must have fallen asleep in the first minute."
No,good use of No help to deliver the content
No,Good opening//tell a story//not stable stance //no eye contact//No is good
No,"very good opening, she's cathing the attention of the audience!"
No,"Strong, controversial opening statement acts as a hook to get the audience interested."
No,Good strong opening.  Good use of rhetorical question used as a statement.
Structure,Intriguing title quickly explained
Structure,She starts with a question and leads us follow her into the scenario.
No,Good enough start
Structure,starts by introducing idea she wants to get across. found this really focused me on the points she made
No,interesting animation
No,these images are important for the speech!
Structure,setting the theme from the start
No,This part demonstrates over-explicitly how much preparation time has gone into the visuals... i.e. selecting & retrieving pics of magazine covers.
No,Effective graphics!
No,interesting No that will catch the audience s attention //used to introduce the topic of the presentation about media and gender
No,Good use of No highlighting point of media and distorted view of gender and lives.
No,There are many pics and animation to engage us
No,Not a very good stance...maybe she is nervous
No,"she moves quite a bit, also hands are up, not relaxed"
No,i found the swaying distracting
No,interesting talk
No,"Very visual presentation, good analogy here."
No,"Good use of animated visuals.  Grabs attention, didn't require reading."
No,simple slides with No
No,this aid might be slightly distracting getting the audience s attention away from what is actually said //though it comes to complement the verbal input
No,Very interesting animation. But it is a little hard to focus on her speech at the same time. I am not sure whether it is because I'm not a native English speaker.
No,slides are bit busy? Trying to follow and view/read the animation makes it harder to focus on what the speaker is saying
No,Her visuals are meaningful.
No,She delivered a good presentation with good No.
No,The visuals are not very appealing. I am not a fan of 3D charts
No,"Lots of No used, with not much text on each slide"
No,Confidence and shows that she shows what she is talking about.
Structure,Interesting that over 54s are not included as I would have thought that is a powerful group consumer wise.
No,"Included charts and numbers, but adding clip art of people, and then removing entire groups, was successful to highlight the data without boring audience."
No,providing examples to illustrate the point
No,Some great visual ads to explain things
No,No are good but sometimes overwhelming
Structure,adding some links to popular shows - this was probably interesting if you follow the show but a little meaningless to me as I do not
No,"she's quite fast, could use more pauses"
No,"Why mentioning ""psychographics"" if it has had no impact? Just makes me curious what it would look like. I think it diverts from the main points."
Structure,"she hasn't provided any outline of her presentation, but this is for sure on purpose, as she's playing with the surprise factor and I think that for this kind of talk this is really appropriate"
No,Swaying a bit when she is talking not a good stance
No,Her moving back and forth is bothering me a little.
No,Clear and very comprehensive speech
Structure,"Opens with background information to set the scene, then swaps to her own work."
No,She speaks clearly and at a good pace. Perhaps a few more pauses would help things to sink in.
No,Her speech is very clear
Structure,"The structure is well thought out.  She is building a story, provided the background, to set the context."
No,very good use of stress and intonation
Structure,Not well defined structure - no outline
Structure,established links between their work and the evidence available and introduces some important findings they have
No,slides are very simple and effective
Structure,Interesting that lying on line is obviously a common thing.
No,"attempt at a joke, not as well received as previous speaker"
No,Good projection and pace.
No,Paces around quite a lot.
No,Good visuals here.
No,"Speaker is easy to follow.  Speech is slow enough, and she varies her voice level when she wants to highlight a point."
Structure,I still cant see the focus of the presentation being on gender...
Structure,"Good structure; started with an ""outrageous"" claim then explained in detail before going into specifics of research."
No,"doesn't seem to make real eye contact, looks away quite quickly"
Structure,creepy verses interesting!!!
No,Good Point. I like that she points out our tastes are not being presumed now.
No,"Although this point (shared interest) is being repeated I think it could have been delivered more concisely, with greater emphasis and visuals. A lot of talking around it."
No,Words emphasis is good.
No,The speaker is swaying a bit too much.  It's not possible to see if she is providing eye contact as the video cuts between her face and the slides.
No,"speaks clearly, loudness is good"
Structure,I can't follow and it seems that there is no logical structure or story to follow which makes me forget what she just said.
No,"graph is hard to interpret because of shapes used, especially further from axis"
Structure,No citations?
No,Visual aid is easy to understand
No,very good use of No to illustrate the findings of their research
No,Charts are not labeled. And the graphics are still very distracting.
No,"Again, a good use of animated visual to highlight what could be dry data in chart form."
No,she uses very well her voice and the pauses
No,Great connection between visual and expression . I love this part.
No,"Fact of women dominating social media is not surprising to me, but the growing male and female visuals are very effective."
No,So women are more social - no news there - though it comes across as a new finding.
Structure,maintaining a logical flow of information - introducing interesting questions that necessitate answer
No,again very engaging visuals
No,again very engaging visuals
No,Her movement around is a bit annoying. Would I have noticed it if others hadn't commented on it?
No,I'm not sure anymore whether I'm commenting on the content or the presentation as such... anyway I don't find her conclusions or choice of words too convincing.
Structure,"the talk has not a real structure, but tells an interesting story, rethorically challenging what she takes to be what is taken for granted"
Structure,"missing a bit of structure, feels like it's not building up to anything exciting, not sure where she's going and therefore easier for audience to disengage"
No,"Yes, the speaker is easy to follow and speaks clearly. She seems poised and confident."
No,use of authentic photos makes presentation even more realistic
Structure,There is obvious a clear story line.
No,"again, too many visuals are distracting"
No,focus on diversity as well
No,Message is clear but too many words to deliver it. A take home-message for me is that it helps having a social engaging topic.
No,The topic is interesting but the information the speaker was presenting was not very engaging.
No,Actually I think here is too much sway and pace.
No,doesn't sound too excited about her job/research (compared with Steve Jobs)
No,"I am not quite joining the dots yet, although that may be my lack of focus. The most memorable point so far has been via Madmen and the idea of psychographics which aren't been used much, advertisers and media still just use demographics. It is hard to imagine what the changes she suggests might look like, although I liked the challenge to terms like 'chick flicks', which I hate!"
No,"very good of body language, posture and gesture ... facial expression also indicates interest and enthusiasm about the work presented"
