Topic,Sentence
No," that we already know play a role in mental health but also metabolic health. Sleep disruption impairs mitochondria and mitochondrial function. Stress, high levels of stress and trauma, impair mitochondrial function. Drug and alcohol use, alcohol, tobacco definitely"
No," So that means their brain tissue is aging prematurely. It's shrinking prematurely. But the CB1 receptors on mitochondria also seem to play a role in the memory impairment that can be induced from THC. And they also play a role in the kind of lack of motivation, the behavioral amotivational state"
No," so you can get it back, but if you keep doing it chronically, you're probably not helping your overall mental or metabolic health. ANDREW HUBERMAN: Yeah, I'm glad you brought up THC. We did an episode on cannabis. We also did one on alcohol probably lost some friends from that one."
No," When you look at the data, it's very clear. I'm not arguing that people dislike the effects of these compounds when they take them. But it is clear that, at least to me, based on the data that regardless of what people have read about red wine, that not drinking any alcohol is going to be healthier than drinking alcohol,"
No," and that the thresholds for alcohol ingestion before people start to negatively impact their health is about one or two per week. And then THC, because of the very high concentrations of THC that are present in a lot of products now vaping and smoking THC and even edibles that it can be problematic."
No," You mentioned adolescents that predisposition, and brain atrophy, psychosis, et cetera. In any case, because you mentioned alcohol because it is a commonly used substance, I heard you give a talk in which I think I have this right in which alcohol can disrupt the way that the brain uses fuels of all kinds,"
No," which may disrupt one's response to alcohol, make alcohol seem more rewarding to those that drink alcohol. So drinking alcohol makes alcohol more rewarding to the brains of alcohol drinkers, but that it also might alter glucose metabolism, that basically alcohol is not good for our brains. Do I have that correct?"
No," CHRIS PALMER: You do have that correct. ANDREW HUBERMAN: OK. What happens if you take an alcoholic or somebody that just drinks two to four nights a week a couple of drinks, which I think is pretty common out there, and you put them on a ketogenic diet? Has that experiment been done?"
No," of Drug Abuse. She's been hot on the trail of metabolic abnormalities in the brains of people with alcohol use disorder, which I will just refer to as alcoholics because that's what everybody knows it as. So she's been hot on this trail for many, many years. And as you said, it turns out that the reward pathways,"
No," in particular, are metabolically compromised in alcoholics. And the metabolic compromise essentially, in a nutshell, means they aren't getting enough fuel from glucose. The interesting thing is that when people drink alcohol, your liver converts alcohol into a molecule called acetate. That acetate travels up to the brain and fuels brain cells, in particular, some of these reward"
No, pathway cells more than others. And so chronic alcoholics have this chronic deprivation of energy in these cells. And so Nora Volkow and other researchers at the National Institutes of Health did a study in which they set out to see if we can change this brain metabolic problem in alcoholics.
No," Will that affect clinical symptoms of alcoholism? And will it do anything? It's clinically useful. And so they actually did a pilot randomized controlled trial, admitted alcoholics to a detox unit. Half of the patients got a ketogenic diet. The other half got the standard American diet."
No," And then everybody else, all of them got the same detox protocol. The patients who got the ketogenic diet required fewer benzodiazepines for their detox. Despite that, they had fewer withdrawal symptoms from the alcohol. They reported fewer cravings for alcohol."
No," would think alcoholism has nothing to do with diet, alcohol is just drinking too much. It's a matter of willpower. Or it's somebody who's addictive. They've got an addictive personality, and it's that simple. You come out of the womb with an addictive personality."
No," But this is one of the leading neuroscientists in the world who's hot on this trail. This is what she believes. And this is what I believe. It's that if we can correct the brain metabolic defects from chronic alcohol use, we might be able to help people be sober and give them a fighting"
No," chance. Or give them an edge up or pull a lever that we can use in their favor, for their benefit. There's one caution to all of this research that I really do want to highlight. And so now, I'm going to get hate mail from all the keto community."
No, what will happen to alcohol levels if an animal consumes alcohol while on a ketogenic diet. So they didn't do this in humans yet. This is a fairly easy study to do. So I'm hoping somebody will do this study soon. But they instead put rats half of them on a standard diet and half of them on a ketogenic diet.
No," And then they exposed them to the exact same amount of alcohol. The rats who were on the ketogenic diet had a fivefold increase in blood alcohol levels. Fivefold increase. ANDREW HUBERMAN: Meaning, they drank more? Or"
No," CHRIS PALMER: No. ANDREW HUBERMAN: it was metabolized differently. CHRIS PALMER: It was metabolized differently. The rats all got the same amount of alcohol. ANDREW HUBERMAN: So for people out there who are ketogenic, I'm chuckling, but who are not alcoholics please, alcoholics, please do something about it"
No, because it's so detrimental. But I guess does this mean that they can drink less in order to get the effect of alcohol that most people are seeking? CHRIS PALMER: Cheap dates. Cheap date is what you call that. You only need a half a drink instead of three drinks. ANDREW HUBERMAN: I would think the keto community would thank
No," you for this unless they somehow have a stake in the alcohol industry. CHRIS PALMER: The reason that I put it as a caution is that if anybody is struggling with alcoholism and thinks hey, I need an edge up. I need a lever to pull because I'm really struggling to give this stuff up."
No," I just find myself going back. And if you're telling me my brain metabolism is messed up, and this might help it, I'm all in favor of that. And yes, that's what the researchers are pursuing. And that's what I'm saying with the following caveat that if you relapse while on a ketogenic diet, you better not drink the same amount of alcohol"
No," And they think that they can handle two drinks safely. And they think, well, I can go out for dinner and have two glasses of wine and drive home safely. I know myself. If you go to a ketogenic diet, please don't drive with the same two drinks because it means your blood alcohol level"
No," if it models anything that we found in the rat study your blood alcohol levels may be five times higher than they would normally be. And that means you are really wasted. And you're probably not safe to be driving. ANDREW HUBERMAN: Probably the same is true for drinking on an empty stomach, right?"
No," And I guess that raises the question of, when one goes on a ketogenic or low blood glucose diet or fast, has anyone observed changes in the brain? Has anyone had neuroimaging of humans and their brains under conditions of ingesting one diet or another, whether or not they're psychiatric suffering from a psychiatric disorder or not?"
No," And so some people are calling it type III diabetes. At the end of the day, I think the clearest signal that we have is that cells aren't getting enough energy from glucose as a fuel source. That is something that I think I can confidently say that's backed by numerous research studies. There's debate in the research field"
No," CHRIS PALMER: Yeah, ketone esters or ketone salts. And it has actually found that these brain metabolism deficits can be corrected, at least shortterm, by giving a ketone supplement. ANDREW HUBERMAN: Is this in the context of people also ingesting some carbohydrate? Because I confess, I've tried the ketogenic diet."
Environment," I probably did it wrong. This was years ago. And then the cyclic ketogenic diet. But in the last year or so, I've started using liquid ketone esters. And I do eat some carbohydrates each day, usually in proportion to how much high intensity exercise"
No," I'm doing. Those liquid ketone esters, for me at least subjectively I feel greatly increase my energy levels and my ability to focus mentally. And they improve my sleep. This is my observation tracking some data but just, again, subjectively."
No," So in this example, are you talking about people taking ketone esters or ketone salts on a backdrop of a ketogenic diet or on the backdrop of a more typical diet? CHRIS PALMER: So he's done both. So he's done studies where patients aren't doing anything special with the diet."
No," Sorry, I have we have to just PET, positron emission tomography, not pets. Although, I'm sure that there are people out there who have their dogs, or cats, or whatever, or their pet kangaroos, whatever you might own, on ketogenic diet. OK."
No," CHRIS PALMER: Absolutely. So he's actually moved further. He's done a pilot trial in a nursing home actually, where he did not put the patients on a ketogenic diet. He simply reduced carbohydrate consumption at breakfast and lunch."
No," liquid ketones to people who are challenged with mood disorders or things of that sort could be beneficial, even if they are not willing or able to adhere to a ketogenic diet? CHRIS PALMER: That is the million dollar question right now. And we don't have good trial data to say yes or no."
No," My speculation, my hunch, having tried that clinically with patients, is it doesn't seem to work. It's not the same thing. The bigger reason for my feeling confident in saying that is that we've had ketone salts and esters available for over a decade now. We have tens of thousands of children and adolescents who"
No," are following a strict, ridiculously strict, ketogenic diet to control their epilepsy. Those kids would love to be off the ketogenic diet. Their parents would love to have them off the ketogenic diet. ANDREW HUBERMAN: They had no birthday cake, no ice cream. CHRIS PALMER: There is not one case report of any child controlling his or her seizures using"
No, exogenous ketones without also doing the ketogenic diet. I just find it hard to believe that at least some of those people haven't tried it out to see. I do know some patients with bipolar disorder and even schizophrenia who are doing extraordinarily well on a ketogenic diet. They have tried to switch off the ketogenic diet using
No," exogenous ketones. Their symptoms came back. And so they found that it just wasn't effective. Now, again, those are anecdotes. My scientific speculation about why is because the ketogenic diet is actually not necessarily about ketones themselves."
No," Ketones are one of a multifaceted story there. And so when people do a ketogenic diet, they're also improving they're lowering glucose levels. They're improving insulin signaling. They're ramping up mitochondrial biogenesis, in particular, in the liver because mitochondria actually make ketones."
No," That's where they're made. And they're primarily made in the liver mitochondria. So when somebody is on in a fasting state or on a ketogenic diet, their liver mitochondria go through the roof because they're being called to action. It's like, hey, body's in starvation mode. Get to work."
No," include you in that, I think ketones can play a really beneficial role, no doubt. I think exogenous ketones may, in fact, proven valuable in clinical use for patients who maybe can't follow a super strict ketogenic diet but maybe could do a low carb diet. And then given the research that's"
No," happening with alcohol use disorder, I could imagine a situation here's the million dollar tip to whoever wants to go out and get this, if it actually turns out to be true. I could imagine a scenario where we use exogenous ketones with alcoholics."
No," And that every time they have a severe craving for alcohol, they drink ketones instead. ANDREW HUBERMAN: Which sort of tastes like alcohol. The ketone esters, when I take them, I drink them straight. Sometimes I'll put them in seltzer. And I'm not a big drinker, as I mentioned. I might have an alcoholic drink every once in a while."
No," I just don't ever crave it. I just do it every maybe I think 2020 was the last time I had a drink of alcohol. So obviously, I'm not a good representative example. But the ketones taste good to me. And they obviously don't get you drunk. They do seem to flick on my alertness pretty quickly."
No," it means that it doesn't have enough energy for maintenance and repair functions. As soon as you give that cell a hundred percent energy or close to it, even if you get it up to 90% of its preferred energy amount, it can start to repair itself. That's the beauty of the human body"
No," Thank you for that clarification. I'd like to talk about Alzheimer's and agerelated cognitive decline generally. I know many people out there are just terrified of losing their memory for the obvious reasons. Memory sets context, et cetera. And many people have relatives that"
No," suffer from Alzheimer's or other forms of dementia. I've heard that the ketogenic diet and diets like it can be very effective for helping to offset some of the symptoms of Alzheimer's and agerelated cognitive decline. In fact, I even have a friend I won't out by institution, who's the chair of Cardiology, who contacted me,"
No," of all people, asking whether or not I was aware of any studies or whether or not I knew of anybody who had benefited from ketogenic diet for Alzheimer's. And I thought, well, why don't you ask one of your colleagues in neurology? But his response was really interesting. He said there are many books out there for the general public."
No," There are a lot of online discussions about this. There are a lot of assertions about this, and some animal studies. Again, these are his words. There are very few, if any, controlled clinical trials exploring the role of the ketogenic diet for the treatment or reversal of Alzheimer's"
No," And that's been frustrating to the community. So this is a very educated, very accomplished person who's a physician of heart medicine as opposed to something else related to the brain. But what is the story there. And for goodness' sake, why aren't there clinical trials on ketogenic diet and Alzheimer's?"
No," of small pilot clinical trials. The best one was a randomized controlled trial. I think it only included 26 subjects, something like that, randomized to 12 weeks of a low fat diet, 10week washout, 12 weeks of ketogenic diet. Some of the participants got keto first and then low fat. Other participants got low fat then keto."
No," And that trial actually found that when patients were in ketosis, they had statistically significant improvement in activities of daily living and quality of life. And they did have improvement in cognitive function. But it didn't reach statistical significance, that improvement did not."
No," We've got other trials. We've got several animal models showing that the ketogenic diet can improve biomarkers of Alzheimer's disease in Alzheimer's models. So it can reduce plaques and tangles, can even improve cognitive impairment in animal models. And we've got a couple of other small pilot"
No," trials of ketogenic diet in humans, showing that it improves biomarkers compared to, say, the low fat diet or the American Heart Association diet. So we've got those. I think one of the biggest challenges that I'll just share openly"
No," and this is I'm somebody who's pretty passionate about this research. And I believe it has a lot of potential. But Johns Hopkins' researchers attempted to do exactly this kind of a study, Alzheimer's patients' ketogenic diet versus the, I think, American Academy of Aging"
No," or something like that diet, is the controlled diet. ANDREW HUBERMAN: Which presumably has starches in there. CHRIS PALMER: Yes. ANDREW HUBERMAN: I think that's the key variable. CHRIS PALMER: Probably lots of yeah, lots of ANDREW HUBERMAN: And some potatoes"
No," ANDREW HUBERMAN: Wow. CHRIS PALMER: Despite that, what they found was that the subjects who achieved ketosis had cognitive improvement. But people on study section are going to look at a study like that and say, even if the science is there, if you can't get people to do this diet,"
No," why would we spend money on researchers trying to get people to do this diet? ANDREW HUBERMAN: I should mention, study section is this closed door panels of 40 or so people. There are many of these panels. Different divisions in the National Institutes of Health use different panels."
No," And then grants are evaluated in a very small, because of the size of the federal budget for research, a very small percentage. Usually, about 10% of these studies are funded. The rest generally don't end up happening. That is very informative. What you just described is very informative"
No," because now it makes sense to me. There's no conspiracy. It's not big pharma, I don't think, is trying to suppress trials of ketogenic diets on Alzheimer's because I would imagine the first thing that pharma would want to do is to see that study done."
No," I think pharma would probably be cheering from the sidelines because they could capitalize on it, because ultimately, the studies are done by scientists. But the treatments are generally doled out by pharmaceutical companies and/or physicians. So I don't believe there's a conspiracy there. That is very interesting."
No," And it's kind of amazing, given our discussion of earlier, which is that you had a patient that was having schizophrenic symptoms who managed to stay on this diet. So is there something special about Alzheimer's patients and people with agerelated cognitive decline? Presumably, they're very dependent on others"
Environment," to cook for them and shop for them. I think that this is almost perfect controlled environment for getting this study done. CHRIS PALMER: I think that is the key issue. So again, I got patients I get patients with bipolar disorder, schizophrenia, extraordinarily impaired people to do this diet"
Environment," that the patient took the pill every day. We just assume they took the pill every day. And studies say they probably didn't. So I think when we think about a dietary intervention, we need to think about more intensive support and education. And that support could be a health and wellness coach."
Environment," It could be a dietician. It could be education of the family. It might even be providing them with dietary meals. That maybe for six months, we actually provide them with ketogenic meals once a week, put them in your freezer. Microwave them when needed"
No," to make this diet as easy and doable as possible. Because if we can get people to do the diet, if we can get them through the first couple of months, most people can learn how to do this diet. More importantly I didn't mention this before. But the number one reason I am so successful at getting patients to stay on this diet for years,"
No," is because of the consequences to them when they go off of it. That is the reason I can get schizophrenic patients and bipolar patients to do this diet, whereas other people can't get an everyday human being to do it for weight loss because the weight loss patient doesn't experience devastating tormenting symptoms when they break the diet."
No," And they never get around to it. My patients, when they go off the diet, they start hallucinating within 48 or 24, 48 hours. And they quickly realize that was a really stupid thing to do. That piece of cake was not at all worth"
No," the torment that I'm experiencing now. So they get back on the diet. I suspect with Alzheimer's disease, we might notice something similar. Some of these people have very mild symptoms. So maybe they won't have that kind of a reinforcement, negative reinforcing kind of experience."
No," But I think some of them will. Some of them recognize that they are impaired cognitively. And if this diet could help them remember better, if this diet could help them function better and again, that's what the pilot trial showed, is activities of daily living. That means these people are able to go"
No," to the bathroom on their own. They're able to get themselves dressed. Whereas, they needed help with those things before. Those are actually really important things to both the patient and the caregiver. And if they go off the diet and then quickly revert into a more symptomatic state,"
No," that might be reinforcing enough for them to figure out a way to do the diet on their own. And if we think about, if this really is an effective intervention and yes, we need longer trials, larger trials, all of that, because there are plenty of stories in the medical field where pilot trials looked really"
No," spectacular and promising. And then larger trials just failed to show the benefits. I believe, based on all the science of metabolism, mitochondria, glucose hypometabolism, all of that, I believe the science makes this an obvious treatment that has real potential. So people will call me biased."
No," But bias based on observation here, I should mention that most of what we know about human memory was sparked by one patient, a famous HM, who I think was living in Harvard Medical, in one of the hospitals around. There are many hospitals on Longwood Campus. But one patient, the reason we associate the hippocampus with memory is because we knew that HM's"
No," the hippocampus was intentionally damaged for epilepsy treatment. So this idea that everything has to be a randomized clinical trial, to me, is crazy. Of course, that's a gold standard. And it's essential. But there's so much information in textbooks, medical textbooks"
No," and in public communication, is assisting this. I have a question about or more of a statement/question about the ketogenic diet. Based on everything that we've talked about, seems to me that the ketogenic diet for weight loss is a very interesting aspect of the diet as is intermittent fasting for weight loss"
No," even though it might just be by way of caloric restriction that occurs with fasting. But then in some ways, the effects of the ketogenic diet on weight loss are a bit of a decoy for most people. That's where their mind goes. This person lost X amount of weight."
No," Maybe that made them feel better. Maybe that actually made them underweight. I think you've talked about it. For some people, it can actually bring them under weight. I'm glad that we got the chance to dive into the description of ketogenic diet for epilepsy because it really is a medical intervention that"
No," has a side effect of weight loss or could be used to treat obesity and induce weight loss. But it's really about far more than that. And that raises a question for me, which is we've been talking about the ketogenic diet as one thing. But I've heard you discuss this before, where just as a physician will prescribe different dosage"
No," ranges of a given drug, you can prescribe different dosage ranges of a nutritional plan, a diet. It's not one thing. It's not necessarily zero carbohydrates or 100 grams or 50 grams. It depends on the patient and a lot of other factors. I've heard you list off various things classic keto."
No," And I know in your book, you talk about not just the science and clinical background but also some actionable steps that people could consider. So they can refer there for more detail. But for somebody who, let's say, is depressed they've had some rounds of depression. Maybe they're on antidepressants, maybe not"
No," and they want to try something like this. Obviously, this has to be done in concert with a physician observing all this. But what is the typical thing that you probe with first? Just like with a drug, you might probe with 20 milligrams of a drug. What's your typical initial dietary intervention probe?"
No," What is their current diet like? And what are they willing to do? I try to meet them where they're at. So if somebody and I want to point out. You mentioned the allmeat version of this diet, which is often referred to as the carnivore diet."
No, ANDREW HUBERMAN: Very controversial diet. CHRIS PALMER: There is no doubt that exists. Some people swear by it. They swear they've tried other versions of ketogenic diets and only when they went to a carnivore diet did they get benefits. But there are vegetarian and vegan versions
No," of the ketogenic diet. So in my mind, this is not at all about the diet wars of animalsourced versus plantsourced foods. It's about inducing a state of ketosis, which is mimicking the fasting state. That is what it's about."
No," And you can do that by not eating anything, by fasting and/or intermittent fasting. And you get your results. So no diet is a ketogenic diet. So it's not about the foods or the types of foods that you're eating. It's about inducing a state of ketosis."
No," Usually, it is a goal of theirs to tap into some of those. And they'd like to lose some weight if they're going to try a ketogenic diet for brain health anyway. And so I'm going to use that. So that person, really, the diet is carbohydrate restriction. And that usually is a sufficient intervention."
No," And it'll make the diet easier and a little more sustainable. But let's say you can have your artificial sweeteners, if that's what you really want. So I'm going to say less than 20 grams of carbs a day for those people. They can have all the protein they want. They can have vegetables."
No," can people ingest, anyway, before they either develop diarrhea no joke or just sort of get tired of coconut oil? Anyway, your point is taken. But they can eat meat if they like meat? CHRIS PALMER: Absolutely. ANDREW HUBERMAN: Or they can eat eggs."
No," and drink it just because it tastes so, so good. CHRIS PALMER: It does taste good. So if they're on a ketogenic diet, I'm going to push them away from halfandhalf and toward heavy whipping cream. So you can whip that up. You can freeze it."
No," It turns into ice cream. You can add vanilla. You can add cocoa powder. You can add all sorts of things. And you're off to the races with shakes, and ice cream, and mousse, and all sorts of things that you can have. With any of these patients, the beauty of this diet"
No," is I have objective biomarkers. I'm going to have them measuring ketones. And I'm going to adjust the diet based on their state of ketosis and/or the clinical benefits that I'm looking for. If it's an average person, who is not currently under psychiatric care, not taking prescription medicines but is saying, I'm burned out."
No," I'm exhausted. I want some of that brain energy that Andrew Huberman is talking about. He talks about feeling good. I want some of that. I'm probably actually going to recommend the protocol you describe, which is,"
No," let's see if we can just carb restrict for a while and see if that produces clinical benefit. I have one he's not even a patient, just somebody who read my book. I didn't tell him anything. And he came away from it saying he was ready to start an antidepressant for his anxiety."
No," He had chronic anxiety, was trying meditation, was trying all sorts of things. Nothing those things weren't enough. He was ready to go on prescription medicine. He read an early copy of the book. He took it upon himself without consulting with me to restrict carbohydrates alone."
No," foods in my diet. So I think for some people, it can be that simple. For people with serious mental disorders, if they are chronically depressed, if they're on lots of prescription meds, if they're disabled by their symptoms, and certainly, if you're bipolar or have schizophrenia or something,"
No," those are the people I really do want them to work with a medical professional because meds may need to be adjusted. They need a real shot at this diet. It's not like weight loss. Weight loss, everybody wings it. And either you're successful or you aren't."
No, have a serious brain disorder. It's impairing your ability to function in the world. It's impairing your health and happiness. You deserve a competent medical treatment. And we have that. We have a hundredyear evidencebased. We've got dieticians who know this
No," like the back of their hand. They can monitor your level of ketosis. They can help look for vitamin and nutrient deficiencies that can be a consequence of the diet, and make sure that you're not developing those. They can help tweak the diet if needed. They can give you ideas if you're getting bored with eggs"
No," Is it ever the case that you'll prescribe somebody the ketogenic diet in conjunction with intermittent fasting? So eat keto but eat between the hours of, whatever, 11:00 AM and 8:00 PM or something like that. That's the first question. CHRIS PALMER: Absolutely."
No," And I have one patient with type 2 diabetes and chronic depression. And he will try to follow the ketogenic diet. And sometimes, his blood sugars are still very high. And sometimes I will ask him to do either intermittent fasting or even a three or four day water fast."
No," use the keto diet for weight loss, I have seen definite hypomania. ANDREW HUBERMAN: So these are people that aren't sleeping very much. Are they also getting kind of delusional, thinking they're going to run for president? CHRIS PALMER: No."
No, something every human being probably craves. So it is feeling extraordinarily good. It's getting by on less sleep. But you don't need to sleep. Who needs sleep? I've got things to do. My brain is running on all cylinders.
Environment," I'm obsessed with getting sufficient quality sleep. It's a kind of a repeating theme in our podcast and many of my social media posts. And I always recommend behavioral tools first, then exercise, viewing sunlight, et cetera, at appropriate times, avoiding late night artificial light exposure, et cetera, and occasionally,"
No," for people who are doing all that and still struggle with sleep, supplementation. One of the things that I've seen some data on is that for people who are following a low carbohydrate diet, that inositol, in particular, can be helpful for getting into sleep probably because it's a bit of an has"
No," a bit of an antianxiety effect. But presumably, there are other things out there, too. The magnesiums will generally do that. A hot bath will do that, too, for that matter. But what you're talking about is people who are going, what, a day and a half without sleep? Or they're just two hours of sleep a night?"
No," CHRIS PALMER: So the worst case I saw was actually a mental health professional who didn't recognize it initially. He went six months with two to four hours of sleep every night. ANDREW HUBERMAN: Because they were on a ketogenic diet? CHRIS PALMER: He was on a ketogenic diet,"
No," was getting by on two to four hours of sleep every night, did not initially recognize that this was a problem. He was feeling great. He was feeling that keto high. And he was actually waking up at 4:00 AM, going for 10 to 20 mile runs most days. He finally stopped the ketogenic diet after about six months"
No," because he said, I can't maintain my weight. I'm losing too much weight. ANDREW HUBERMAN: Sorry, I didn't mean to interrupt. I was just thinking there are some social media personalities associated with nutrition that might be hypomanic. I'll let you do the clinical evaluation."
No," And then at night, I switch over to mainly carbohydrate. It really helps me sleep. It replenishes glycogen stores. I sleep really well, wake up the next morning, repeat. And of course, this goes against a lot of the dogma that, oh, you're not supposed to eat carbohydrates late in the day and [MUMBLES]."
No," This is what works for me. And so I do it. For somebody like this mental health professional, who is hypomanic, would going off the ketogenic diet entirely be the best idea? Or could it be that adjusting when they eat their carbohydrates would be advantageous"
No," in order to make sure that they felt alert and great during the day? Maybe not hypomanic but then could have a four to eighthour a night sleep as opposed to a two to four hours a night, which is really very little sleep. CHRIS PALMER: Yeah, it's not ANDREW HUBERMAN: It can't be healthy."
No," CHRIS PALMER: It's not healthy. ANDREW HUBERMAN: Even if you can do it and feel great, I imagine that the brain is suffering. CHRIS PALMER: It is. And the body is suffering. ANDREW HUBERMAN: And your friends and family are suffering."
No," CHRIS PALMER: The body is repairing itself with sleep. And so yeah, it's if it's somebody who is not a patient, they're not a mental health patient. They're not using the ketogenic diet as a mental health treatment. They're simply doing it for whatever."
Environment," I actually start with everything you've just outlined. Let's start with behavioral measures first. And the first intervention is education. You need at least six hours of sleep a night. Period, end of story. That's nonnegotiable. If you're not getting at least six hours of sleep a night,"
Environment," we need to consider this a problem. So figure out a way to get 6 hours of sleep. For some people, that's enough, just the education. They don't get out of bed at 3:00 AM. It might take them an hour to fall back to sleep. They fall back to sleep. For most people, if you can get three nights of decent sleep"
No," in a row, the hypomania goes away. That is the way to extinguish it. And then they still go on feeling a high from it. They feel great. Their brain feels good in terms of memory, concentration, motivation, all of those things. But they're not hypomanic anymore."
No," But if they still can't sleep even with supplements, over the counter supplements, then I'm probably going to go with prescription, sleeping medicines, as a temporary stopgap to try to get them three to seven days of decent sleep. That usually breaks the hypomanic cycle. And then they stay on the ketogenic diet"
No," because it's an antidepressant. And they're already hypomanic. And I certainly don't want to push that further. So as long as it's somebody without a history of addiction, I'm going to use a benzodiazepine or either commonly called the Z medicines for sleep zolpidem or Ambien or something like that."
No," I let them know that up front. We're looking for three to seven days of decent sleep. And then we're going to try to get them off that medicine. And usually, people are off to the races and can sustain it well. ANDREW HUBERMAN: A question about hormones. Many of the Huberman Lab podcast listeners will ask"
Environment," any time we're talking about something like exercise or a drug treatment or behavioral training, people will say, what about the menstrual cycle? How is that impacted by this? How does the menstrual cycle impact its efficacy, et cetera? Carbohydrates and caloric restriction have been implicated in different interactions"
No," are known to interact with the endocrine system. So what do you do if you have a patient who is depressed or could have psychotic symptoms but let's go with depression because that's probably a bit more familiar to most people and then they're on a low carbohydrate or full ketogenic diet, but their menstrual cycles cease."
No," How do you deal with those adjustments? And I guess we could expand this conversation and say, what about male fertility also? Because some caloric diets seem to my understanding is that submaintenance caloric diets, so weight loss diets, will improve testosteroneestrogen ratios in males that are obese."
No," But for someone that's not obese, to go on a subcaloric diet, that it can start to impair testosterone levels and probably not render them infertile but certainly adjust that whole axis. So what about interactions between ketosis, diets, et cetera, and the endocrine system?"
No," CHRIS PALMER: The real answer is, I don't think anybody knows. And there's not a onesizefitsall answer because I've seen examples. And I'm aware of science to back up polar opposite conclusions. So the first general observation that I'll make I know so many couples, husbands and wives,"
No," boyfriends and girlfriends, heterosexual couples, who have tried the ketogenic diet to lose weight together ANDREW HUBERMAN: And end up with a baby? No, I'm just kidding. [LAUGHS] CHRIS PALMER: No. Almost universally, the men have a much easier time with it"
No," than the women. It's not across the board. But I know so many examples where the women say I couldn't tolerate that diet. It did not make me feel better. It actually made me feel worse. And I think in those cases, it probably"
No," does relate to hormones. I'm aware of animal models, of mice in particular, ketogenic diet in mouse models. One researcher shared with me, the thing that was striking is that the female mice never got pregnant on the ketogenic diet. Whereas, the mice on the standard diet"
No," were just having babies right and left. And it was just shocking, the difference. On the surface, it makes sense. The ketogenic diet is mimicking the fasting state. Women who are trying to reproduce should not be fasting. If your body is in a fasting state,"
No," it probably does not want to expend resources, metabolic resources, calories, nutrients, and other things, to creating a baby because your very life is being threatened by, quote unquote, ""fasting"" or starvation. That even though the ketogenic diet is a sustainable, nonstarvation diet,"
No," we're really using that diet to trick the body into thinking that it is in a fasting or starvation state. And so just from a kind of evolutionary stance, it makes sense that women's bodies may actually have significant changes in hormonal status to prevent pregnancy because a woman should not"
No," be having a baby when she's starving to death. I know of examples of women who are the opposite, though, who have benefited dramatically and tremendously from the ketogenic diet, have put schizophrenia, bipolar disorder into full remission. And I do actually know of one case, at least one case. A woman, infertile, she and her husband"
No," had been trying for three years, no pregnancy. She went keto. Within four months, she was pregnant. How do I make sense of that? I don't know. And unfortunately, I don't think we really have good control data on what does the ketogenic diet do"
No," to male hormonal systems, what does the ketogenic diet do to female hormonal systems. But clearly, I think changes are happening. I don't have a way to predict it, at least. If somebody else has great insights, I welcome them. But I haven't seen them published. ANDREW HUBERMAN: It's a terrific answer"
No," announcement that because of these bidirectional effects that you described, please don't use fasting or the ketogenic diet as a reliable form of contraception. CHRIS PALMER: [LAUGHS] ANDREW HUBERMAN: Yes, please don't. I have a final question, which relates"
No, to something that is very much starting to get buzz now and maybe more so for people that hang out in the Twitter space or the nutrition space. But there's a new class of drugs that I think initially were developed to treat diabetes but are now being evaluated for their efficacy to treat obesity.
No," And these are the semaglutide drugs that are involved in they tap into these glucagon related GLP1 pathways. And it is a story that we've talked about a little bit on the podcast before. But many people, I imagine, probably haven't heard that conversation. I would simply like to know what you think about these drugs."
Environment," They obviously adjust the way that glucose and insulin are managing energy, both in the body and the brain, and can produce weight loss. So that to me, when I look at the data, it's impressive. But a good logical shift in diet and exercise could achieve similar weight loss. But a lot of people just won't do that."
No," fall right in with the catalog of other approaches that you have available. CHRIS PALMER: The real answer is, I am not at all an expert on these medications. ANDREW HUBERMAN: But what are your thoughts about them? They seem to be weight loss drugs, not unlike the fenphen drugs of the '90s that"
No," ANDREW HUBERMAN: Mother's little helper. CHRIS PALMER: was, yes, was the treatment of choice for women across the United States to keep their slim figures. And we created addicts and all sorts of problems. But they were widely used and probably millions of women because they work."
No," I see obesity as a symptom of metabolic derangement in the body or brain. And that is why people become obese. And that if we're really going to get anywhere, we need to identify what is causing that metabolic derangement. Using a symptomatic treatment like a GLP1 medication,"
No," to the best of my knowledge, is not addressing that core problem. And we're just ignoring it. Maybe I'll be wrong. And maybe these will be the wonder drug that saved the human species, and everybody will be thin and healthy forever and ever."
No," I'm not hopeful, because we've never we've had so many promising drugs come along. FenPhen, Dexedrine, and other things, we've had so many promising drugs. And at the end of the day, when you try to muck with human metabolism using a single processed molecule, manmade,"
Environment," I would much rather see people with type 2 diabetes control their diabetes through diet and lifestyle. And that might be a ketogenic diet, or a low carb diet, or exercise or good sleep, or all of the other thing. All of it. I'd much rather see that because when people try to control their type 2 diabetes with a molecule,"
No," Again, I'm not a clinician. But I've been around this space long enough to know that indeed there there are no wonder drugs. There are drugs that certainly can help alleviate symptoms in some individuals. But that lifestyle and in the case of your work in particular, in the discussion today"
No," diet and, the ketogenic diet, in particular, it's clear, can have incredible effects, miraculous effects, in some individuals. And positive effects in others that might not be of the same magnitude but nonetheless are extremely important, so on behalf of myself, and the listeners, and and certainly,"
