SegmentId,StartTime,EndTime,Transcript
,,,out of concept that your audience already understands .
FOCpMAww2860,6.17,6.23,You use the power of language
,,,to weave together concept that already exist
,,,in your listener ' mind
,,,but not your language their language .
FOCpMAww2861,6.25,6.25,You start where they are .
FOCpMAww2862,6.27,6.3,The speaker often forget that many of the term and concept they live with
,,,are completely unfamiliar to their audience .
FOCpMAww2863,6.33,6.42,Now metaphor can play a crucial role in showing how the piece fit together
,,,because they reveal the desired shape of the pattern
,,,based on an idea that the listener already understands .
FOCpMAww2864,6.46,6.54,For example when Jennifer Kahn
,,,wanted to explain the incredible new biotechnology called CRISPR
,,,she said It 's a if for the first time
,,,you had a word processor to edit DNA .
FOCpMAww2865,6.57,6.57,CRISPR allows you to cut and paste genetic information really easily .
FOCpMAww2866,7.02,7.06,Now a vivid explanation like that delivers a satisfying aha moment
,,,a it snap into place in our mind .
FOCpMAww2867,7.08,7.12,It 's important therefore to test your talk on trusted friend
,,,and find out which part they get confused by .
FOCpMAww2868,7.15,7.17,Four here 's the final tip :
,,,Make your idea worth sharing .
FOCpMAww2869,7.21,7.26,By that I mean ask yourself the question :
,,,Who doe this idea benefit ?
,,,And I need you to be honest with the answer .
FOCpMAww2870,7.29,7.32,If the idea only serf you or your organization
,,,then I 'm sorry to say it 's probably not worth sharing .
FOCpMAww2871,7.35,7.35,The audience will see right through you .
FOCpMAww2872,7.37,7.51,But if you believe that the idea ha the potential
,,,to brighten up someone else 's day
,,,or change someone else 's perspective for the better
,,,or inspire someone to do something differently
,,,then you have the core ingredient to a truly great talk
,,,one that can be a gift to them and to all of u .
i5mYphUoOCs1,0,0.02,In this video I 'll share public speaking tip
,,,for beginner .
i5mYphUoOCs2,0.04,0.07,So if you 're just getting started
,,,in your stand speaking experience
,,,this video is for you .
i5mYphUoOCs3,0.08,0.08,So let 's unpack the detail .
i5mYphUoOCs4,0.15,0.17,Hello there and welcome to this channel
,,,Communication Coach .
i5mYphUoOCs5,0.18,0.25,If you 've never tuned in yet
,,,this channel is here to help rising leader
,,,increase your personal impact
,,,so you can lead the people around you
,,,with more excellence .
i5mYphUoOCs6,0.27,0.29,And today we 're talking about communication skill
,,,specifically .
i5mYphUoOCs7,0.3,0.36,If you have n't had a lot of experience
,,,doing stand speaking
,,,I 'm going to give you some do and some don'ts
,,,that 'll help move you in the right direction .
i5mYphUoOCs8,0.38,0.45,And a we talk about these do and don'ts
,,,I want you to pick out which one you think
,,,would help you the most and feel free at any point
,,,to comment in that section below the video .
i5mYphUoOCs9,0.48,0.52,So when I said do 's and don'ts
,,,we 're actually going to start with the don'ts
,,,and then give you the do version of it
,,,so that 's the way we 'll organize it .
i5mYphUoOCs10,0.54,0.54,So the first pair go like this .
i5mYphUoOCs11,0.56,0.56,Do n't ramble and get long .
i5mYphUoOCs12,1,1.09,Anytime a speaker is disorganized
,,,and weave all around
,,,it 's very hard to follow what he or she
,,,is talking about and instead what you want to do
,,,is give a nice organized and concise message .
i5mYphUoOCs13,1.13,1.24,That mean you have to take the time beforehand
,,,when you 're preparing to create a nice introduction
,,,body and conclusion
,,,make sure you have clear main point
,,,and there 's a transition statement
,,,between each main point .
i5mYphUoOCs14,1.25,1.35,Your audience is really going to appreciate
,,,an orderly presentation of your idea
,,,and it 's much more likely that they 'll remember
,,,what you said and really that 's the whole point
,,,of speaking to them in the first place .
i5mYphUoOCs15,1.37,1.4,The next do n't is do n't look with your eye
,,,in the wrong place .
i5mYphUoOCs16,1.42,1.48,You want to not look over people 's head
,,,or not look at the floor
,,,and not stare at the ceiling
,,,or scan around like that .
i5mYphUoOCs17,1.5,2,What you want to do is look directly
,,,into a person 's eye long enough to finish a thought
,,,and then move on and look directly
,,,into the next person 's eye
,,,long enough to finish a thought .
i5mYphUoOCs18,2.02,2.04,One public speaking teacher told me
,,,one thought one look .
i5mYphUoOCs19,2.06,2.08,In other word about a sentence or a half a sentence
,,,and then move on to the next person .
i5mYphUoOCs20,2.11,2.12,Now this is very difficult to do
,,,if you 're not used to it .
i5mYphUoOCs21,2.13,2.18,It can feel very awkward looking right into someone 's eye
,,,but you have to gear up for this
,,,because that 's what audience want .
i5mYphUoOCs22,2.2,2.2,We want people to connect with this .
i5mYphUoOCs23,2.22,2.26,If you 're not looking into our eye
,,,and making u feel like we 're part of this
,,,then you 're not going to have much of an impact .
i5mYphUoOCs24,2.29,2.36,The next thing you want to do is do n't
,,,rather this is a do n't
,,,do n't clutter up all your note
,,,with too many detail .
i5mYphUoOCs25,2.38,2.4,A lot of time we 're tempted to jam our note
,,,or our powerpoints with everything we want to say .
i5mYphUoOCs26,2.43,2.53,But the result is when we 're nervous in the moment
,,,we end up just locked in to our note
,,,and looking down the whole time and reading
,,,and sounding really stiff really wooden
,,,and you 're not going to again connect with people .
i5mYphUoOCs27,2.55,3.02,So what you want to do instead
,,,is pare down your note
,,,so that you can just have a conversational style
,,,with your audience .
i5mYphUoOCs28,3.03,3.11,And again a you 're practicing
,,,you have to whittle down those note
,,,so that all you have is like talking point
,,,like a little grocery list of item
,,,that you 're going to talk about .
i5mYphUoOCs29,3.12,3.21,And it almost force you or at least free you
,,,to connect with people to look up
,,,and to have a nice normal conversation with them
,,,in your natural personality .
i5mYphUoOCs30,3.24,3.28,The next do n't is you do n't want to load up your slide
,,,with all complicated animation and text .
i5mYphUoOCs31,3.32,3.34,And one of the reason is you do n't want
,,,to stare at it and read from it .
i5mYphUoOCs32,3.35,3.4,The other reason is that it 's very hard to follow
,,,what 's going on if your slide
,,,are jam with the detail .
i5mYphUoOCs33,3.42,3.49,What you want to do instead is to make sure
,,,your slide are nice and clear
,,,and simple and help you make whatever point
,,,you 're making in that particular moment .
i5mYphUoOCs34,3.51,4.09,A rule of thumb that I like to use
,,,is if you 're spending more than about two or three minute
,,,on each PowerPoint slide
,,,then you 're probably wasting your time
,,,and I do n't recommend using more than a couple of slide
,,,for a presentation anyway if you 're a beginner
,,,because people tend to over rely on the slide
,,,and load up each single slide with way too much .
i5mYphUoOCs35,4.12,4.12,The next do n't is do n't fidget .
i5mYphUoOCs36,4.15,4.15,Do n't fidget with your hand .
i5mYphUoOCs37,4.16,4.16,Do n't fidget with your foot .
i5mYphUoOCs38,4.18,4.21,Do n't pace back and forth aimlessly
,,,because you 're nervous .
i5mYphUoOCs39,4.22,4.34,What you want to do instead is have nice confident posture
,,,where you stand in one place for a little while
,,,and then if you want to move with a purpose move
,,,stand in another place for a while
,,,and then share another part of your message .
i5mYphUoOCs40,4.36,4.38,Move for the purpose stand still
,,,share some of your message .
i5mYphUoOCs41,4.39,4.4,Do n't just pace
,,,have nice confident posture .
i5mYphUoOCs42,4.42,4.42,Same thing with your hand .
i5mYphUoOCs43,4.43,4.45,You want to use gesture
,,,and emphasize your idea with your hand .
i5mYphUoOCs44,4.48,4.53,You do n't want to fidget and put them in your pocket
,,,or play with a pen or do anything else weird
,,,or distracting like that .
i5mYphUoOCs45,4.54,4.59,That 's a big part of how you come across non
,,,and I recommend to you when you 're practicing
,,,you work on this a well .
i5mYphUoOCs46,5.01,5.01,And the last do n't undo is how you use your voice .
i5mYphUoOCs47,5.04,5.07,What you do n't want to do is speak too softly
,,,use a lot of filler like um and ah and so .
i5mYphUoOCs48,5.11,5.16,What you want to do is have a confident voice
,,,where you speak loud like to the back of the room
,,,with a nice clear volume .
i5mYphUoOCs49,5.18,5.2,Aim for the back of the room because just think about it
,,,you have to reach those people .
i5mYphUoOCs50,5.22,5.28,The other thing you want to do is emphasize
,,,your key word with the sound of your voice
,,,and also pause after you share a key idea
,,,or a key thought .
i5mYphUoOCs51,5.3,5.3,Pause for a minute silently .
i5mYphUoOCs52,5.31,5.33,Do n't fill it up with an um or an oh
,,,the pause is much more effective .
i5mYphUoOCs53,5.35,5.37,So here are some do and don'ts
,,,some tip for beginner .
i5mYphUoOCs54,5.39,5.46,Again a I mentioned
,,,where do you see yourself in here ?
,,,Which one you think would help you the most
,,,in this list ?
,,,I would love to hear your comment
,,,in that section below .
i5mYphUoOCs55,5.48,5.49,So thanks God bless
,,,and I will see you in the next video .
TQiln3CjtvM1,0,0.02,A lot of work go into creating
,,,well PowerPoint slide .
TQiln3CjtvM2,0.05,0.1,Unfortunately many of the million of slide
,,,that are created every day
,,,are n't engaging the audience at all .
TQiln3CjtvM3,0.12,0.12,In fact many are hard to read and understand .
TQiln3CjtvM4,0.15,0.21,But there are a few really important
,,,and easy to implement tip that can really make a difference
,,,in your slide design .
TQiln3CjtvM5,0.23,0.23,Let 's check them out .
TQiln3CjtvM6,0.3,0.32,Before we get started a brief thanks to Skillshare
,,,for sponsoring today 's video .
TQiln3CjtvM7,0.34,0.36,Skillshare is a learning platform
,,,with lot of great class .
TQiln3CjtvM8,0.38,0.4,I have a special link for you that give you two month
,,,free premium access .
TQiln3CjtvM9,0.42,0.45,You 're going to find it in the description of this video
,,,and I 'll be chatting more about them towards the end .
TQiln3CjtvM10,0.48,0.48,Now let 's get started with my slide design tip .
TQiln3CjtvM11,0.52,0.52,Number one visualize your data .
TQiln3CjtvM12,0.55,0.55,Presenting number and data can be a challenge .
TQiln3CjtvM13,0.58,0.58,For one it 's probably not the most exciting topic .
TQiln3CjtvM14,1.01,1.08,And second if you put a lot of data on your slide
,,,the audience is going to be busy reading the slide
,,,instead of paying attention to you .
TQiln3CjtvM15,1.1,1.17,Here 's an example a slide like this
,,,encourages the audience to read and try to make sense
,,,of the data .
TQiln3CjtvM16,1.18,1.21,Their attention is going to be on the slide
,,,not on what you 're saying .
TQiln3CjtvM17,1.23,1.23,Instead you could present it like this .
TQiln3CjtvM18,1.27,1.29,Already from the title of the slide
,,,the audience can get the critical information .
TQiln3CjtvM19,1.31,1.34,The supporting chart make it easier
,,,to interpret the slide .
TQiln3CjtvM20,1.36,1.42,The important thing here is that you guide the eye
,,,to the most important topic and avoid distraction
,,,on the slide .
TQiln3CjtvM21,1.43,1.43,Which brings me to my next tip .
TQiln3CjtvM22,1.46,1.46,Number two use white space and do n't clutter .
TQiln3CjtvM23,1.5,1.54,White or negative space refers to the empty space
,,,in between your content on the slide .
TQiln3CjtvM24,1.56,2,Sometimes we feel the urge to make use of
,,,every little space available to u on the slide .
TQiln3CjtvM25,2.03,2.07,We plaster it with information and visual element
,,,but more is n't necessarily always better .
TQiln3CjtvM26,2.11,2.16,If you throw too much on the screen
,,,you get a cluttered page that 's unattractive
,,,and difficult to read .
TQiln3CjtvM27,2.17,2.2,People get frustrated when information bombard them
,,,you 're going to lose their attention .
TQiln3CjtvM28,2.22,2.22,So do n't do that .
TQiln3CjtvM29,2.24,2.31,White space is also important
,,,because it creates separation between the object
,,,on your slide and it focus the eye and the message
,,,you want to get across .
TQiln3CjtvM30,2.33,2.33,It also make text easier to read .
TQiln3CjtvM31,2.37,2.37,And also for the viewer it 's calming letting them breathe .
TQiln3CjtvM32,2.41,2.43,And do n't get me wrong
,,,white space doe n't have to be white .
TQiln3CjtvM33,2.45,2.48,White space can also be any solid color
,,,or even a blurred background .
TQiln3CjtvM34,2.51,2.54,It just mean that there is no other content
,,,or design element .
TQiln3CjtvM35,2.55,2.55,Apple is a master when it come to applying this concept .
TQiln3CjtvM36,2.59,3.02,It creates the feeling of luxury
,,,and put the product in focus .
TQiln3CjtvM37,3.05,3.12,So when designing PowerPoint slide
,,,do n't create slide like this
,,,which result in visual overload
,,,the viewer eye will be all over the place .
TQiln3CjtvM38,3.15,3.15,Instead remember a few key rule .
TQiln3CjtvM39,3.18,3.18,Keep the slide background clean .
TQiln3CjtvM40,3.2,3.24,Company logo and other corporate identity element
,,,do n't have to be on every single slide .
TQiln3CjtvM41,3.26,3.26,White space principle also apply to your text on the slide .
TQiln3CjtvM42,3.3,3.3,Use a font size that 's big enough with generous spacing .
TQiln3CjtvM43,3.34,3.37,If you ca n't fit all your text this way
,,,it 's probably too much text .
TQiln3CjtvM44,3.39,3.39,So it come down to le is more .
TQiln3CjtvM45,3.43,3.43,Give the element on your slide some breathing room .
TQiln3CjtvM46,3.46,3.5,This way the eye land straight on the main message
,,,and the slide is going to have a greater impact .
TQiln3CjtvM47,3.53,3.53,Number three apply instant design idea .
TQiln3CjtvM48,3.57,4,Design idea is a new feature in Microsoft 365
,,,that 's powered by Microsoft 's AI or intelligence service .
TQiln3CjtvM49,4.05,4.11,You can find it on the Home tab
,,,which a we know is the prime real estate
,,,in any Office product .
TQiln3CjtvM50,4.13,4.17,So what doe it do ?
,,,Let 's say we have this rather uninspiring slide
,,,about some timeline .
TQiln3CjtvM51,4.19,4.19,And we want to make it more visually appealing .
TQiln3CjtvM52,4.22,4.24,If you click on Design Ideas up here
,,,it will make several suggestion .
TQiln3CjtvM53,4.27,4.27,Like this one .
TQiln3CjtvM54,4.28,4.28,Or this one is nice too .
TQiln3CjtvM55,4.3,4.32,And immediately by just clicking a button
,,,you have a much improved version of the slide .
TQiln3CjtvM56,4.36,4.41,Or if you work with image in your slide
,,,design idea can convert these uncropped picture
,,,into a neatly organized slide automatically for you .
TQiln3CjtvM57,4.45,4.45,Like this one .
TQiln3CjtvM58,4.47,4.47,It also doe n't seem to like bullet point that much .
TQiln3CjtvM59,4.5,4.52,So if it see a slide like this
,,,it will suggest a more visual version of the slide .
TQiln3CjtvM60,4.56,5.03,You can exchange the icon or color a you like
,,,but if the shape or color is a part of the slide background
,,,you ca n't adjust it .
TQiln3CjtvM61,5.05,5.1,If you have poor design skill like me
,,,or if you 're just in a hurry
,,,then design idea can definitely give you a good start .
TQiln3CjtvM62,5.14,5.14,Number four use Scalable Vector Graphics .
TQiln3CjtvM63,5.18,5.18,The next tip is about the image in your presentation .
TQiln3CjtvM64,5.22,5.27,When you use raster image like JPGs or PNGs in your slide
,,,be careful when resizing them .
TQiln3CjtvM65,5.3,5.32,Take a look at this Excel logo here
,,,it look fine in the current size .
TQiln3CjtvM66,5.34,5.37,I can scale it down without problem
,,,but when I scale it up it 's going to become pixelated .
TQiln3CjtvM67,5.41,5.41,Scaling down is okay scaling up is not .
TQiln3CjtvM68,5.45,5.45,Not if you have these image .
TQiln3CjtvM69,5.47,5.52,But if you use SVGs
,,,which is short for Scalable Vector Graphics
,,,you can scale up without pixelation .
TQiln3CjtvM70,5.55,6.02,SVGs can be resized from small to large
,,,without losing quality because they consist of
,,,mathematical line and fill instead of pixel .
TQiln3CjtvM71,6.06,6.06,They are also much smaller in size .
TQiln3CjtvM72,6.09,6.16,For example the icon option in the insert tab are SVGs
,,,and recent version of PowerPoint
,,,allows you to edit these graphic .
TQiln3CjtvM73,6.18,6.26,You can use the eyedropper tool to change the fill
,,,or you can even disassemble the SVG image by converting it
,,,to an Office shape .
TQiln3CjtvM74,6.27,6.3,This way you can change the fill of individual part
,,,of the image .
TQiln3CjtvM75,6.32,6.34,So whenever you can choose vector graphic
,,,over raster image .
TQiln3CjtvM76,6.36,6.4,You can scale them up without loss of resolution
,,,and they are smaller in size a well .
TQiln3CjtvM77,6.43,6.43,Number five apply the rule of third .
TQiln3CjtvM78,6.47,6.52,In photography and cinematography
,,,there is a basic guideline about how a shot
,,,should be composed .
TQiln3CjtvM79,6.54,6.54,It 's called the rule of third .
TQiln3CjtvM80,6.56,6.56,This also applies to PowerPoint slide .
TQiln3CjtvM81,6.58,6.58,Let me show you how .
TQiln3CjtvM82,7,7,Here we have a slide with an image and some text .
TQiln3CjtvM83,7.04,7.04,Let 's see how we can improve it .
TQiln3CjtvM84,7.06,7.09,The rule of third basically divide the canvas
,,,into three horizontal row and three vertical column .
TQiln3CjtvM85,7.13,7.13,The line intersect at these four point .
TQiln3CjtvM86,7.16,7.18,Guess what these are called ?
,,,PowerPoints .
TQiln3CjtvM87,7.2,7.27,What are the odds ?
,,,The rule say that the key element of this slide
,,,should be pleased to run these PowerPoints
,,,or along the line .
TQiln3CjtvM88,7.28,7.35,So let 's position the image like this with the head
,,,on this PowerPoint and the text box
,,,along the horizontal line like this .
TQiln3CjtvM89,7.38,7.38,Let 's compare them side by side .
TQiln3CjtvM90,7.4,7.44,What do you think ?
,,,Most people will prefer to second version
,,,it 's just more visually appealing .
TQiln3CjtvM91,7.46,7.49,An easy way to apply the rule of third in PowerPoint
,,,is by using the guide .
TQiln3CjtvM92,7.51,7.51,Just go to the View tab and check the box next to guide .
TQiln3CjtvM93,7.56,7.59,You can add an additional horizontal and vertical guide
,,,to create the grid .
TQiln3CjtvM94,8.01,8.01,Give the rule of third a try and check it out for yourself .
TQiln3CjtvM95,8.04,8.05,So these are my tip
,,,when it come to PowerPoint slide design .
TQiln3CjtvM96,8.08,8.08,I hope you found them helpful .
TQiln3CjtvM97,8.1,8.22,If you 're interested in design in general
,,,and you 'd like to explore other area
,,,such a logo design or brand identity
,,,or just the core principle of visual design
,,,check out the graphic design class on Skillshare .
TQiln3CjtvM98,8.25,8.27,I personally enjoy the Graphic Design Basics course
,,,by Ellen Lupton .
TQiln3CjtvM99,8.29,8.36,It 's short and concise and you get a good understanding
,,,together with many example of the five basic
,,,design principle .
TQiln3CjtvM100,8.38,8.47,Aside from this class you 're going to find class
,,,on many other topic in Skillshare
,,,which in case you 're not familiar
,,,is an online learning community
,,,with thousand of great class .
TQiln3CjtvM101,8.49,8.53,Topics range from freelancing entrepreneurship
,,,technical skill like Office skill and a lot more .
TQiln3CjtvM102,8.56,8.56,Joining Skillshare is also really affordable .
TQiln3CjtvM103,8.59,9.05,An annual subscription is le than $ 10 a month
,,,and premium membership give you unlimited access
,,,so you can learn more about any topic that interest you .
TQiln3CjtvM104,9.09,9.11,And because Skillshare is sponsoring this video
,,,I have a special link for you in the description .
TQiln3CjtvM105,9.15,9.22,The first 1000 of my subscriber to click the link
,,,are going to get a two month free trial of premium membership
,,,so you can explore new skill or improve existing one .
TQiln3CjtvM106,9.27,9.27,If you like this video please give it a thumb up .
TQiln3CjtvM107,9.3,9.31,And if you want to improve your skill
,,,consider subscribing to this channel .
TQiln3CjtvM108,9.31,9.34,consider subscribing to this channel .
,,,Thank you for watching and I 'll see you in the next video
Iwpi1Lm6dFo1,0.11,0.11,Okay lady and gentleman welcome .
Iwpi1Lm6dFo2,0.14,1.05,There is a question
,,,which ha puzzled me for quite a while
,,,and that is Why do our PowerPoints look the way they look ?
,,,Or rather How on earth can we accept that they look the way they look ?
,,,How can you do that ?
,,,And do you know
,,,what 's even more intellectually challenging for me to understand ?
,,,It 's How can a person sit over here in this meeting room with 10 others
,,,observing this dismally bad PowerPoint
,,,filled with chart graphical element page number
,,,fading away five seven minute thinking of other thing ?
,,,You know the feeling the boredom the waste of time ?
,,,This person after 40 minute
,,,he or she will stand up a bit dazed
,,,trotting off to his own office coming to his own computer
,,,flipping it up going like 'Oh my god I 've got a presentation tomorrow
,,,and I do have a PowerPoint to build . '
Iwpi1Lm6dFo3,1.05,1.2,Now what is the chance that this person will build an equally bad PowerPoint
,,,a the one that he or she wa herself tortured by
,,,in the other conference room ?
,,,Is that a big chance ?
,,,Yeah .
Iwpi1Lm6dFo4,1.21,1.25,Now what is that ?
,,,Why do we do that ? Is that vengeance ?
,,,Is that where you go like 'You did that to me .
Iwpi1Lm6dFo5,1.28,1.28,Phew ! I 'm going to do it to you . You got it coming bro ' ?
Iwpi1Lm6dFo6,1.28,1.31,Is that the case ? I do n't think so .
Iwpi1Lm6dFo7,1.34,1.34,I do n't think that 's got to do with vengeance intelligence .
Iwpi1Lm6dFo8,1.38,1.38,I think it 's got to do with something else .
Iwpi1Lm6dFo9,1.4,1.43,Now my passion in life is the brain
,,,and an even bigger passion that is presentation skill .
Iwpi1Lm6dFo10,1.46,1.46,And I love combining these two .
Iwpi1Lm6dFo11,1.49,2.03,And about four year ago
,,,I got so so upset I blew my top
,,,because the way that we do neural execution
,,,all over our boardroom today is just
,,,it 's not fair to our intelligence a being Homo sapiens .
Iwpi1Lm6dFo12,2.07,2.19,So I thought there 's got to be something we can do about this
,,,so I searched the world I looked for seminar
,,,I looked for training program I looked for book
,,,that could solve this question for me
,,,but there wa none to be found .
Iwpi1Lm6dFo13,2.21,2.25,So I thought 'Well I 'll just do a Franz Kafka said
,,, If it is n't written write it yourself . '' '
Iwpi1Lm6dFo14,2.25,2.29,And four year later
,,,I have the great honour to stand here in front of you .
Iwpi1Lm6dFo15,2.32,2.36,What am I talking about ?
,,,What are the PowerPoints I 'm referring to ?
,,,They can look like this .
Iwpi1Lm6dFo16,2.37,2.41,Now this is one of the top three university in the world
,,,advising their student and their teacher on how to build great PowerPoints .
Iwpi1Lm6dFo17,2.48,2.54,I received this from a customer
,,,and you 've got to be semi
,,,in order to even have something like this in the company .
Iwpi1Lm6dFo18,2.58,2.58,I love this one .
Iwpi1Lm6dFo19,3,3.03,This one wa awarded the prize of being the worst PowerPoint
,,,delivered by a public CEO in 2010 .
Iwpi1Lm6dFo20,3.06,3.08,It 's a nice prize to pick up is n't it ?
,,,'Oh yes thank you . '
Iwpi1Lm6dFo21,3.08,3.1,Well done mate .
Iwpi1Lm6dFo22,3.12,3.12,And then you 're like 'This is bad . Can it get worse ? '
Iwpi1Lm6dFo23,3.12,3.16,Yes it can .
Iwpi1Lm6dFo24,3.2,3.23,Now this is the UN in Afghanistan
,,,the US military describing the situation in the area .
Iwpi1Lm6dFo25,3.28,3.28,And well there are no comment on that .
Iwpi1Lm6dFo26,3.32,3.32,But then we get this one .
Iwpi1Lm6dFo27,3.33,3.33,'My god David Phillips this ha got to be the thing .
Iwpi1Lm6dFo28,3.37,3.37,This ha got limited amount of text .
Iwpi1Lm6dFo29,3.39,3.39,It 's got a supporting image .
Iwpi1Lm6dFo30,3.41,3.41,It 's got a clear headline .
Iwpi1Lm6dFo31,3.42,3.42,This is the truth . '
Iwpi1Lm6dFo32,3.42,4.06,Well the thing is
,,,if you recognise yourself in any of these
,,,which I think you do nodding away
,,,I want to make you aware of the following :
,,,that if you 've delivered a presentation with something like that behind you
,,,90 % of what you said
,,,wa gone within 30 second .
Iwpi1Lm6dFo33,4.09,4.21,And then you go 'No no no way Jose
,,,that is way I know it 's bad but it ca n't be that bad
,,,can it now really ? '
,,,Well just let me give you an example of really how bad your working memory is
,,,and mine for that case .
Iwpi1Lm6dFo34,4.23,4.23,I want you to imagine this situation .
Iwpi1Lm6dFo35,4.25,4.25,You 're at the train station waiting for the train .
Iwpi1Lm6dFo36,4.28,4.28,You can see it coming on the horizon .
Iwpi1Lm6dFo37,4.3,4.3,You 're fiddling away you finally find where you put your ticket .
Iwpi1Lm6dFo38,4.33,4.33,And you take it out and you go 'Car five seat 42 . Got it . '
Iwpi1Lm6dFo39,4.33,4.33,
Iwpi1Lm6dFo40,4.33,4.42,Have you ?
,,,You have absolutely no idea where you 're going to sit do you ?
,,,So you 're like 'Is this only me or ... Well I 'll check . Five 42 . '
Iwpi1Lm6dFo41,4.42,4.42,
Iwpi1Lm6dFo42,4.42,4.42,
Iwpi1Lm6dFo43,4.42,4.46,You put it down again .
Iwpi1Lm6dFo44,4.47,4.48,Have you got it ?
,,,No you have n't got it .
Iwpi1Lm6dFo45,4.49,4.49,You 'll do this on an average of six time before you sit down .
Iwpi1Lm6dFo46,4.53,4.56,I 've seen people in the train go
,,,'Five 42 five 42 . Yes this is my seat check . '
Iwpi1Lm6dFo47,4.56,4.56,
Iwpi1Lm6dFo48,4.56,5.07,Now the bad news in the situation is this :
,,,you do not have a separate working memory for PowerPoint
,,,and a separate working memory for train ticket .
Iwpi1Lm6dFo49,5.1,5.1,It 's the same dismally bad working memory for both activity .
Iwpi1Lm6dFo50,5.17,5.27,So I might be harsh when I say this
,,,but there is one man on this earth
,,,who know more about the brain than anybody else
,,,one of the most leading neurologist called John Medina
,,,and he put it like this .
Iwpi1Lm6dFo51,5.29,5.33,[ If company would have a little respect for business
,,,a they have for presentation
,,,the majority would go bankrupt . ]
Iwpi1Lm6dFo52,5.33,5.35,And it 's with his word that I welcome you to 'How to Avoid Death by PowerPoint ' .
Iwpi1Lm6dFo53,5.42,5.49,Now my objective for this evening for these 18 minute
,,,is to give you five design principle
,,,that will cognitively and psychologically optimise your PowerPoint slide .
Iwpi1Lm6dFo54,5.54,5.59,And if you have n't used them before
,,,they will make a tremendous difference
,,,to every PowerPoint you 'll be delivering from this day and on .
Iwpi1Lm6dFo55,6.05,6.05,So let 's start .
Iwpi1Lm6dFo56,6.06,6.06,The first one of these five is one message .
Iwpi1Lm6dFo57,6.08,6.13,I received this from a customer
,,,and I said 'Hey we 've got a lot of issue in here
,,,but let 's start with the first one .
Iwpi1Lm6dFo58,6.15,6.15,You 've got two message .
Iwpi1Lm6dFo59,6.16,6.16,Let 's move one of them out of the way and just bring one message per slide . '
Iwpi1Lm6dFo60,6.16,6.24,So why should we only have one message per slide ?
,,,Well I 'll give you this beautiful example .
Iwpi1Lm6dFo61,6.26,6.31,You 're at this nice party you 've got the music going boom
,,,you 've got this person you 're chatting away to
,,,you 're having a good time .
Iwpi1Lm6dFo62,6.34,6.34,And then you hear your name ; you hear your name spoken somewhere .
Iwpi1Lm6dFo63,6.37,6.46,Your entire attention is now diverted in that direction
,,,and with this person you 're just nodding away
,,,hoping that you 're nodding in the right instance yeah ?
,,,Yes yes yes .
Iwpi1Lm6dFo64,6.47,6.49,After a minute this one stop talking about you
,,,so you divert your attention straight again .
Iwpi1Lm6dFo65,6.51,6.57,Now that person will then say 'Well do n't you agree ? '
,,,And do n't we just love that situation ?
,,,We have got no clue what they 've been talking about .
Iwpi1Lm6dFo66,7,7,The same thing go for PowerPoint .
Iwpi1Lm6dFo67,7.01,7.07,If you 've got more than one message
,,,the chance is big they will be focusing on this one and not that one
,,,or that one and not this one .
Iwpi1Lm6dFo68,7.09,7.09,Just make it simple for human being .
Iwpi1Lm6dFo69,7.11,7.11,Have one message per slide .
Iwpi1Lm6dFo70,7.12,7.12,We are extremely limited to understanding more .
Iwpi1Lm6dFo71,7.17,7.17,Let 's move on . Go to working memory .
Iwpi1Lm6dFo72,7.17,7.17,
Iwpi1Lm6dFo73,7.19,7.23,I 've already given you this bad vibe that your working memory is bad
,,,and I 'm afraid I 'm not coming with better news .
Iwpi1Lm6dFo74,7.27,7.27,I 'm coming with worse news and it go like this .
Iwpi1Lm6dFo75,7.3,7.39,This equation ha the basis of John Sweller and Mayer
,,,and they come to the conclusion
,,,that there is something in our brain called 'the redundancy effect '
,,,and it work like this .
Iwpi1Lm6dFo76,7.41,7.54,If you have text sentence on your PowerPoint
,,,and you persist with the annoying idea of speaking at the same time
,,,what will be remembered by the audience
,,,is zero .
Iwpi1Lm6dFo77,7.57,7.57,Or very close to zero .
Iwpi1Lm6dFo78,7.59,8.03,Now why is that ? How doe that come about ?
,,,Well it ca n't look like this . It 's just not practical .
Iwpi1Lm6dFo79,8.03,8.03,
Iwpi1Lm6dFo80,8.07,8.07,You ca n't stand and have this and talk at the same time .
Iwpi1Lm6dFo81,8.09,8.11,So what are you supposed to do ?
,,,Well use PowerPoint for what it 's supposed to be used for .
Iwpi1Lm6dFo82,8.15,8.21,Pick it like this pull down your text into the documentation field
,,,and use the area up there for the presentation material :
,,,short sweet bit of text and an image .
Iwpi1Lm6dFo83,8.24,8.24,That is what enhances your image .
Iwpi1Lm6dFo84,8.26,8.26,That is what enhances your message .
Iwpi1Lm6dFo85,8.28,8.28,So use PowerPoint a it 's supposed to be used .
Iwpi1Lm6dFo86,8.33,8.35,Come to the third of these five principle
,,,and that 's size .
Iwpi1Lm6dFo87,8.37,8.38,Before I go into that
,,,I want to make you aware the following .
Iwpi1Lm6dFo88,8.42,8.53,Every time you open your eye for the rest of your life
,,,you will focus on four thing :
,,,moving object signalling colour like red orange and yellow
,,,contrast object and big object for the rest of your life .
Iwpi1Lm6dFo89,8.58,8.58,Give you a practical example of that .
Iwpi1Lm6dFo90,9,9,Imagine yourself being home with a friend a really good friend .
