SegmentId,Start,End,Transcript,Focus Concepts,,,,,,,,Focus Topics
3Fker8Nmd5Y7,1.56,2.17,and he went home within 10 day of his lung transplant .He 's done phenomenally well since then .The team at Hopkinsthe nurse the respiratory therapistthe PT everybody motivated me to keep going .And they got me up and out 10 day later .There 's a ridge coming up right there do you see that ?,,,,,,,,,
3Fker8Nmd5Y8,2.2,2.36,Yeah .Interviewer Moses what is your roleHe 's my main caregiver .I Okay .I am a caregiver to Mr. Paul Alexander .I have been with him for about 2 3 year now .So he ha been a very nice man .,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Child,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
3Fker8Nmd5Y9,2.38,2.51,Just getting your milk .Child : Okay .I wa back here for maybe two daybefore I started walking my daughterto school in the morning .Dropping her off at kindergartenpicking her up in the afternoon it 's just killer .,Child,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
3Fker8Nmd5Y10,2.54,2.54,So it 's a total miracle .,,,,,,,,,
OHeU3oj8nmc1,0,0.14,"Give me a million pounder or that letteryou know , i got the best with that letterin my eyeand in my family 's eye .This is my brother who made theirclothes and he saw the effectwhen i got the diagnosis and that one i",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc2,0.16,0.28,"wa likethat 's a normal again now .Well , i got it one morning and there waaletter on the doorstep and read it andit wa invited for the lung check forbetween 55 and 74 .",,,,,,,,,
OHeU3oj8nmc3,0.31,0.41,"I did n't have any doubt about going forthat long check it wa . The first thingyou did when i got that letter, i did n't have any symptom whatsoever .None at all , i wa playing footballrunning aboutthe young . Kid were tired without doing",,,,,,,,,
OHeU3oj8nmc4,0.43,0.53,"the young kid , those oldest andyoung one are likethrowing up because he 's tired and wewere beating himand could all go to the gym with my sonandno symptom whatsoever and i 'd spent the",Gym,Rehabilitation,,,,,,Environment,Environment
,,,,,,,,,,,,
OHeU3oj8nmc5,0.56,1.06,"went for that up up from Me , along withnot expecting anything , lost my mum tolung cancer .My great died a lung cancer awell so it doe run in the family .That 'S another reason : he answered thatletter a well , but mainly because of me",Mum,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc6,1.08,1.21,"mum , so i just phoned him up andthey said would be interested inan interview on the phone, so it say yeah , sothe phone back interviewed me they askedme umdid they Have any symptom or anything",Mum,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc7,1.23,1.34,"like that i said : well , i stopped smokingover there eight and a half year ago, but i 've always had thiscough which you still gotand then he said just asking mequestion like do i get out of breath ? Isaid no , no",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,Cough,RespiratoryIllnessSymptoms,PhysicalSymptoms,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
OHeU3oj8nmc8,1.35,1.46,", i said how long did you stop far ? I saidto stopthe 35th october 2013 said : well , you tookall box , especially that look offyou 've gotand he said : can you come in thisafternoon ? We'Ve got our cancellation",,,,,,,,,
OHeU3oj8nmc9,1.48,1.58,for act scanandi thought i 'd go and i 'll go for that . Soi went in 4 30and then they told me what wa itscrolling this tube wa all new to me,,,,,,,,,
OHeU3oj8nmc10,2,2.08,"this i looked at it a an adventure . Well, you just go in there and checkeverything out your pocket and they putyouon abed and then they show the bed up thetube",,,,,,,,,
OHeU3oj8nmc11,2.09,2.23,"and then that 's it just in thereand it take all these differentpicture of . I think it 's 600 photograph .A second or something all over your body, andeven at that about 10 minuteand",,,,,,,,,
OHeU3oj8nmc12,2.23,2.38,"then a few day laterdoctor the doctor phone and said wefound a little growth on the top righthere , right , lung .So he say : do n't worry about it said, okay , sohe phoned back and he say : can you go to",,,,,,,,,
OHeU3oj8nmc13,2.39,2.51,"wigan for a pet scanon the saturday , so this wa thewednesday , had me scan so a couple ofday later i went to a wiganandi Had a pet scan that scanner went homeand",,,,,,,,,
OHeU3oj8nmc14,2.52,3.05,"phone call a couple of day later sayingthat the dad went all on itand raised the concern that it could besomething sinister , they saidand said : okay , so they said , can you comeand have a biopsy ?So",Dad,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc15,3.06,3.2,"long story short , i went for a biopsyand um . They took a piece, it wa that small . They said you mightnot be able to get it , what they did inthe end . They got two pieceandthen a couple of day later , they invited",,,,,,,,,
OHeU3oj8nmc16,3.22,3.34,"me back to the hospital and gave me thediagnosis . I had lung cancer, it wa scary , when i got the diagnosis, but i just everything had happened soquick , so it wa like something i wa n'texpectingand",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
OHeU3oj8nmc17,3.35,3.45,"butthe doctor whotold me the first thing is out of hismouth for saying but you 're a successStory so a soon a they said that ithought right . I'Ve got a chance ofsurvival here , because you know in 18",,,,,,,,,
OHeU3oj8nmc18,3.47,3.57,"month time it would have been adifferent conversationand anyway they got mea few day later i wa within shorthospitalandbecause they got it that early , the",,,,,,,,,
OHeU3oj8nmc19,3.59,4.13,"surgeon said it 's chaol surgery . For younext morning the surgeon come in andsaid you can go home today , so i wa inat night and then on 4 30 , the next dayand i wa like wa that a dream what 'sgoing onand it 's all because of that letter i",,,,,,,,,
OHeU3oj8nmc20,4.15,4.28,"received From the nh asking me to goback to normal , virtually now, virtually back to normally scarcely oldandi 'm back in the gym, building myself back up again , seeingyour grandchild every day watching",Gym,Rehabilitation,,,,,,Environment,Environment
,,,,Grandchild,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc21,4.29,4.41,"them play football and rugby , it just meworld . Really i go down to see them . Youjust make me smile all the time becausethe grandchild love the bone off me .They alwaysyou know , write me little letter andthey would have been good . If anything",Grandchild,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OHeU3oj8nmc22,4.43,4.49,"happened to me , you know you go to bed atnight and you 're thinking, i 'm lucky really lucky !That 'S how to do that . That 'S what i got",Thinking,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
OkHESl_I2O81,0.14,0.33,"Well , it got really bad , I guess about ayear before transplant I 'd been workingand I came in from a delivery and Icould barely walk four step with outalmost collapsing being out of air . Atthat point I told my bos . I said Ibetter go to hospital right from there . I",,,,,,,,,
OkHESl_I2O82,0.35,0.49,"went to the emergency and I wa in thehospital when the point ie left my joband with the emergency room I wa onfull blown oxygen up until thetransplant . I do n't know if anybody wagoing to be seeing this . They know whatI 'm talking about , I 'm on five liter",,,,,,,,,
OkHESl_I2O83,0.51,1.08,", which is a lot of Austin 24/7 . I used tohave to take a shower with oxygen . I wadown to 102 pound and they did n't thinkI wa going to make fact most my family, my friend , came in my friend called myother friend and said : if you want tosee Craig for the last time you better",Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OkHESl_I2O84,1.1,1.26,"get in here now , that 's how Bad it waand doctor came in and he said , I 'd beprobably be dead in a year if I did n'tget the transplant , so I did n't have abig decision . You know at that point , I 'mlike . Let 'S go, I remember the day . We got the phone call",,,,,,,,,
OkHESl_I2O85,1.29,1.57,and I wa eating my dinner . We get . Thecall from Beth is real yeah that wa itI 'm off to the hospital I wa in thisbed for a while . I think it wa three orfour hour after the operation . I had adrain tube coming out of here . I wa onoxygen .,,,,,,,,,
OkHESl_I2O86,1.58,2.17,"I had an IV going to nurse twoorderly and the doctor came in said .We'Re gon na take a walk , and I wa likewhat you must be out your mind . I feltlike I got hit by a Mack truck . They wantme to go for a walk , you know so , but heythey say it 's the best thing for you and",,,,,,,,,
OkHESl_I2O87,2.2,2.41,"I distinctly remember . I think it wa twoday after the transplant I wa lyingthere and I wa only on like two literof oxygen and I went to get out of thebed and my damn Air Corps air cordcaught me again around the face . I saidMel with this , I took it off and I went",,,,,,,,,
OkHESl_I2O88,2.44,3.04,"to the bathroom it 's a little bit out ofbreath , but I got back to the bed mygirlfriend 's , like what are you doing ? Isaid I do n't need it . Doctor came in shewa like you are right . I said yeah , I 'venever had oxygen, you feel so depleted . You netted me",,,,,,,,,
OkHESl_I2O89,3.08,3.29,"especially a a man . You know it doe itdid it take . You brings you right downthis wa a big thing going down to thestop sign . For me . It wa a big thingbecause I 'd say if I can make it to that, stop sign . I can keep going .I started playing guitar enough about",,,,,,,,,
OkHESl_I2O810,3.3,3.47,"fifteen or sixteen . It 'S just love cameat a transplant , I wa so weak anddiscouraged . I did n't even pick up aguitar for about a year when I did tryto pick up the guitar . I could n't playthree chord , my finger and atrophy somuch . I got depressed . I put it back down",,,,,,,,,
OkHESl_I2O811,3.51,4.08,"citrus would say Greg pick it up forfive minute a day just five minute .Let 'S try slowly started doing it alittle bit more , a little bit more alittle bit more . My first night backplane is . We went to a rehearsal studio . Ibrought my guitar I plugged in and",,,,,,,,,
OkHESl_I2O812,4.12,4.34,"within two minute into the first long Iwa and I wa back . I'Ve been with thisband for two year now , and this guy , whowa playing with said Craig you 'replaying better than ever , and that mademe feel great to me . It wa worth takingthe chance , and I feel better than I have",,,,,,,,,
OkHESl_I2O813,4.39,4.56,"in ten yearfunny . I told my friend I wa like in adark tunnel for about two or three year, Craig wa gone and since I startedfeeling stronger and the spirit started, coming back , I 'm back and and I 'll workto stay . Where on that",Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
OkHESl_I2O814,5.03,5.03,", you",,,,,,,,,
4AWZD3ClqW81,0.08,1,Hi my name is Steve Jones .I lived with a respiratory disease called idiopathic pulmonary fibrosis IPF for about eight year before a I wa getting close to end of life care I very fortunately had a lung transplant six year ago and I 'm doing fine now .To be diagnosed with IPF is absolutely devastating .You are told you have this disease you 've never heard of before .You are told you have 3 to 5 year to live and a you go to the internet and or whoever you go to for advice to learn about the disease you realize that you 're on a downward track that you 're going to get more and more breathless over time and ultimately you 're going to die from respiratory failure .It 's a very very scary proposition .Initially you notice it because you find walking uphill is difficult .,PulmonaryFibrosis,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,EndOfLifeCare,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
4AWZD3ClqW82,1.05,1.44,Then over time sort of even walking up the stair in your house or or at a railway station you know you ca n't do it without stopping two or three time on the way up the stair .Slowly it becomes difficult even to walk on the flat .Eventually you become dependent on supplementary oxygen on to for exercise initially and then 24/7 at home just to stay alive and you effectively become disabled in your own house .You have need care .You need to have somebody help you with simple task like washing and dressing .It 's just it 's absolutely horrible .And eventually those friend of mine I 've sadly seen passed away go through end of life care .,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,EndOfLifeCare,LegalIssue,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
4AWZD3ClqW83,1.51,2.14,It 's a disease which it 's hard to describe .It 's it affect not just you .It affect your whole family .My wife wa with me throughout and gave me incredible support .But it 's not just her our child our extended friend everybody with life who are tinged by the illness that I wa going through .I 'm sure it 's true for other chronic disease .But you know idiopathic pulmonary fibrosis with a prognosis of 3 to 5 year is actually worse than most common cancer .,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Wife,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,Friend,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
4AWZD3ClqW84,2.29,2.57,Before being diagnosed I wa a keen walker .I would n't say I wa an active hiker but I did enjoy walking climbing walking hill .And I found very soon after diagnosis I could no longer do that .I stayed a active a I could still walking around the village where I live .But I found what I could do wa ride an electric bike .So I bought an electric bike and now I am still a very keen electric biker now ten year later .But I would go out on that and when I found I wa getting too breathless .,,,,,,,,,
4AWZD3ClqW85,3.01,3.31,When you 're walking you get too breathless .You just have to sit still stand still try and get your breath back .When you 're on a bike you can continue cycling let the battery take the strain and it 's a great way to get exercise .And it really open up your chest a well .So your chest muscle and breathing are helped .My mental health wa n't badly affected by the disease but for many people that 's not the case .I have lot of friend who whose mental health ha suffered enormously because of the uncertainty of the disease the worry the worry about the pressure you 're putting on your family the worry about how your family will exist when you 're not there .,Exercise,Rehabilitation,,,,,,Environment,Environment
,,,,MentalHealth,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
4AWZD3ClqW86,3.44,3.44,There are so many thing that will go through in IPF patient 's mind and I think we just need to be much better than we are at providing help mental health support to patient .,MentalHealth,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_41,0.05,0.19,"Hi everyone , it 's stephanie with thepatient story .I hope you 're all doing very well . I'Vebeen looking forward to this interviewfor a little whileand i 'm so glad that we could catch uh .This woman who 's an absolute superstar",Hope,PositiveFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_42,0.22,0.36,"we 're able to do it today with her againso welcome to shirley 's pompeyhi .How is everyone hi, stephanie good , to see you ? Yes , it 's goodto see you again shy , reese ! I am soexcited to get this conversation going",,,,,,,,,
r20Ak5ZxP_43,0.38,0.52,"because there 's just so many thingabout your story, i think people willone um be inspired by you know inaddition to learning from souh without further ado , i do want to aska i do with people . We are so much more",Learning,CognitiveFunction,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_44,0.54,1.08,"than our diagnosis . Okay , so i like andi 'd love for sure for you to introduceyourself outside of that cancer context .Tell u a little bit about yourself !Well , it 's awesome ! You know one of thething that i like to talk about when italk about myself , is that i love",,,,,,,,,
r20Ak5ZxP_45,1.11,1.27,"teachingbefore i wa diagnosed with stage fourcancer , and so i loved teaching so muchthat it wa . It became a part of me sonow , even after diagnosisthat i still teach so the art ofteaching",,,,,,,,,
r20Ak5ZxP_46,1.28,1.44,"um the philosophy of teachingeverything about teaching is what i love .So i did that for probably about 17year professionally and even in otheraspect uh in the community , if there waa teacher needed for something or aclass to be taught . I talked so i 'm a",Community,SocialActivity,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
r20Ak5ZxP_47,1.47,2,"bona fideuh teacher to heart and i think thatpart of me , i do n't want to cry right now .It 'S too early to cry a part of me thatpart of me will always beit 'll always be it can never it 'll . Nevergo away . That is my legacy",,,,,,,,,
r20Ak5ZxP_48,2.02,2.15,", this , the everything that i 've had toovercome teaching is it for me and thepeople that i come across today .I still teach , but in very , very differentwayin way that allow them to be their bestperson",,,,,,,,,
r20Ak5ZxP_49,2.17,2.29,", and i ca n't wait to get more into yourstory and your legacy .So , let 's , let 's go and start off . You knowwe 're we 're talking today , genre abouthow you eventually were diagnosed withstage four lung cancer and how you 'rethriving today um . But let 's rewind , i",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_410,2.32,2.45,"know it wa march 14 . 2014 .So that 's almost . You know we 're talkingabout eight yearand i know it wa . A little bit ago , butcould you rewind back to that time whenyou started feeling those symptom ? Whatwere the first symptom and what got you",,,,,,,,,
r20Ak5ZxP_411,2.47,3,"to say ? I need to go get this checked out, wowgreat question and it 's going tocontinue to flowwith the first question you asked me: what do i love to do is teach well . I wateaching that day",,,,,,,,,
r20Ak5ZxP_412,3.02,3.16,"preparing the student for one of themost important testever in the state and soa i wa teaching them .I took a brain break with them , so we 'redancing we 're doing the wobble , we 'redoing the lava , we 're doing the wobble",,,,,,,,,
r20Ak5ZxP_413,3.19,3.32,"and then all of a sudden i got so heavy .My arm got heavyand i got tired of fatigue and i had totell the kid i said : y'all got ta sitdown, i do n't know . What 'S going on , but y'allsit down , get out your book and read and",Fatigue,Energy,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_414,3.34,3.47,"i needed to sit down for a minute andthere wa a throb there wa like a skip, a beatin my my chest andand it had to throb and calm down . I saidi do n't know what that wa , but it reallyscared me .",Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_415,3.49,4.02,"I wa scaredand i said well something 's , not quiteright and then i heard a wheezing, a wheezing sound that came out of mybody . I said : oh, that 's something that i 'm notcontrolling",Scared,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_416,4.03,4.19,and it 's coming out of me . What is thatlong story short ? Probably about a weeklater after that i ended up in the erroomand the doctor told me in the er the erdoctor said you are not going anywherematter of fact . We got a room ready for,,,,,,,,,
r20Ak5ZxP_417,4.21,4.31,youand i do n't even trust your husband totake you to the hospital . So what we 'regoing to do is put you in the avalancheseries and take you to another location .That 'Swa the beginning of my journey to being,Husband,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
r20Ak5ZxP_418,4.34,4.46,"diagnosed with stage fourlung cancer, wowum wow talking about going from like thehighest of high with that energydancing with the kid and then feelingall that",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Energy,,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_419,4.47,5.01,"um okay . So so she wa here in the er andthen they 're like we need to take you . Weneed to get you to the right care andgoing in the ambulance when wa thefirst inkling that you were dealing withcancer, the first inkling that we i i knew that",,,,,,,,,
r20Ak5ZxP_420,5.03,5.16,"i wa dealing with cancer wa when allthe testactually ranpointed to absolutely Nothing that waon the surfaceit wa n't pneumonia , it wa n't uh , becausei i i 'm like come on everyone , i got ta",Pneumonia,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_421,5.19,5.3,"get back to work . Give me some coughsyrup .Give me your coffee syrup , so i can getback to workand nopeno cough syrup . Ever cameekg",Cough,RespiratoryIllnessSymptoms,PhysicalSymptoms,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_422,5.32,5.42,"hooked me up see what wa going on withmy heart perfectly fine, nothing wa coming up ! I 'M like okay , i 'mgood , i 'm good , i 'm getting excited , i 'mgood, but thenthey said you know what we have to go on",,,,,,,,,
r20Ak5ZxP_423,5.44,5.56,"the inside we 're going to do a vatsurgery on youto drain the liquid .That is crushing your lung .Now now thing are getting serious : i 'mlikethis sound deep , so we 're going to",,,,,,,,,
r20Ak5ZxP_424,5.58,6.1,"scrape some tissue we 're going to sendit off .Sothat 's when i 'm like whoa boy, this doe n't sound good because you 'renot finding somethingon these preliminary test , and yet",,,,,,,,,
r20Ak5ZxP_425,6.12,6.31,"something is still bravely wrong .Then now you now , you need biopsy tissue .That 'S when it wa , like oh boy, so yeah , that 's um , when i knew thatsomething deepermay come out of this . So the the test didcome back",,,,,,,,,
r20Ak5ZxP_426,6.32,6.52,"um that i wa it wa a malignant cancerand in the biomarker of itand the fish test fish .It indicated that i wa had an elkpositive mutation, so yes , that wa the beginning of one ofthe most frightening journey , but being",,,,,,,,,
r20Ak5ZxP_427,6.54,7.04,"the kind of person that i wa we 'll talkabout that later .I do n't know why that did n't phase melike that i wa so gung about doingsomething else .So yeahi wanted to press through it , i 'm like",,,,,,,,,
r20Ak5ZxP_428,7.06,7.2,"cancer . What is cancer ?Okay, like let 's go right , yeah , let 's give methe give me whatever cancer need to bedealt with and i 'm good . Let 'S gooh boy , how i wish it wa that simpleright right now , i know we we all",,,,,,,,,
r20Ak5ZxP_429,7.23,7.35,"yeah, i think umbefore we get into this . I knowwith people that moment of diagnosis isjust so impactful and something nomatter how how many year have passed .Stick with you right , so",,,,,,,,,
r20Ak5ZxP_430,7.36,7.49,"you had gotten all these scan and testdone . How long did it take for the firstdiagnosis , i 'm just talking about thebasic . You have cancer diagnosis withoutknowing the detail , how long did it takeand how did you get through waitingbecause a you know , there 's all that",,,,,,,,,
r20Ak5ZxP_431,7.5,8.01,"skin anxiety .It took two week to get an actualdiagnosis, so after all of those test - and this ishospitalization- so i always go back . This is ahospitalization type of moment",Anxiety,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_432,8.04,8.21,", because my lung were crushingthat wa an indicator that somethingbravely seriously wa wronguh and it wa more than just a cough . Itwa more than just heaviness , and so yesso uh two week after hospitalizationon the last day when the hospitalist",Cough,RespiratoryIllnessSymptoms,PhysicalSymptoms,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_433,8.24,8.38,"came at my bedside and he said street, i 'm so sorryit 's cancer and it 's stage four .So that 's when the first cryi calledit camethe first cry",,,,,,,,,
r20Ak5ZxP_434,8.39,8.54,"and i cried on the phone with my cousinwho 's , a nurseand she wa living in another state . Butwhen i posted on social medium that i hadto do a vat , she called me immediatelyand knew that she said wait a minutewhat 's going on",,,,,,,,,
r20Ak5ZxP_435,8.56,9.08,", and then i shared with her right thenthatthey found cancer and it 's malignantsuch an intimate moment right Because, yes, you never imagined it would happen, you 're incredibly vulnerable in that",,,,,,,,,
r20Ak5ZxP_436,9.09,9.18,"time, umvery vulnerable . How did youi know it 's harder than anything in thebeginning or in that moment ? But how didyouafter that cry like how you know ? What 'S",,,,,,,,,
r20Ak5ZxP_437,9.2,9.3,"yourpeople onon how to help process , something likethat, the type of person that you are beforecanceris important",,,,,,,,,
r20Ak5ZxP_438,9.32,9.5,"to help you endure that moment . So partof me , yes , i cried and i broke down, became very vulnerable and everyconversation that i ever knownthat i had withand then this is what i bring in god, the god component .",,,,,,,,,
r20Ak5ZxP_439,9.52,10.06,"It happens in almosteverytraumatic moment . It 'S like , ohgod .I thought thatthis this this about my lifeand what is happening",,,,,,,,,
r20Ak5ZxP_440,10.08,10.26,", and so in that moment you want to findreasoningthat is spiritual , medical, every kind ofcomponent of philosophy, kind of come into your mind and heartright then . So now i 'm reaching for",,,,,,,,,
r20Ak5ZxP_441,10.29,10.45,"character right , i 'm reaching for moral, i 'm i 'm reaching i 'm reaching i 'mreaching for somethingthat can ground me through thisuh moment a to what is being sharedwith me and who 's there . For me, who can i call",,,,,,,,,
r20Ak5ZxP_442,10.47,11.02,", i mean the doctor - are here deliveringinformation , but they are not the one iwant to talk to right now .Who can i call and what can i reach forum , and so in that moment i stayed therefor a moment , but thensomething on the inside",,,,,,,,,
r20Ak5ZxP_443,11.05,11.22,"that part of me is like okay , fine, fine .If this is what it is , then , what 's nextbring me what 's the solution, somebody i 'm like the lady and we a nowthethe wiz , do n't bring me no more bad news",,,,,,,,,
r20Ak5ZxP_444,11.26,11.39,", that 's where i 'm at okay . So if it 'schemo treatment , that 's what they broughtto me . That wa next chemotherapytreatment , i said : i 'm not waiting, bring it to me now .Look it up in the machine .How hard can this be ?",Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
r20Ak5ZxP_445,11.4,11.52,"Let 'S do thisand thennow looking in hindsight , i wa likesuperwoman , going quickly down by thehead , and i did n't know itchemotherapyintravenous chemotherapy wa hard . They",,,,,,,,,
r20Ak5ZxP_446,11.55,12.11,"loaded me upand i wa like boom , took itand um . Eventually i started gettingweaker and weaker and then i really hadto reevaluate some thing and and eventhe the d work so not diagnosis , but ifi 'm gon na die , then let me stop preparing",,,,,,,,,
r20Ak5ZxP_447,12.14,12.24,"my funeral .That 'S that 's so powerful um .I mean getting hit with diagnosis likethat .It 'S advanceduh , it 's ! You know , lung cancer . I mean allthe thing that go through your head",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_448,12.25,12.38,"right , um and at the time too, a lot of people . You know i 've spokenwith were lung cancer patient , you knowsome have history of smoking and somedo n't regardless there 's a shock andthen sometimes there 's even more shock, because what we 're told",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_449,12.4,12.5,"is uh . You know a lot of the literatureum .You know and education out there habeenhistory of smoking , lung cancer , but youdo n't think well , if i do n't have ahistory of smoking , i 'm fine right . So",Education,EconomicStatus,,,,,,Environment,Environment
,,,,Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_450,12.53,13.09,"what wa going on for you in that moment ?Just that i do n't have a history ofsmoking .Where did this come from and a icontinue to grow and learnmy cancer , the lung cancer and the rarityof it and the complexity of it .",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_451,13.11,13.27,"It 'S absolutely not at all smokingrelated, but also within that it had gave me anopportunityto heal on some very mental spiritualissue that and emotional issue thati 've never dealt with in my adulthood",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_452,13.31,13.45,"that stemmed from my childhood - and ineeded that to happen, because I needed to know the besttreatment plan for me .If it wa going to work , i needed to becentered and whole . I needed to beclear",Treatment,,,,,,,LevelOfIndependence,LevelOfIndependence
,,,,,,,,,,,,
r20Ak5ZxP_453,13.47,14.01,", doe that make sense .It make perfect sense .Just the last point on this show reeseand thank you for sharing all of that, because you know , i think , there 's tension .Sometimes , when people talk about theaspect of well history of smoking and",Tension,NegativeFeeling,,,,,,PsychologicalHealth,PsychologicalHealth
,,,,Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_454,14.03,14.15,"the first reaction that people get whenthey hear , you have lung cancer - and i iheard from you beforeyou know , friend of some family , said : ohgosh , you must have been a closet smokerAndwhat do we need to do to break through",LungCancer,RespiratoryIllness,,,,,,PhysicalHealth,PhysicalHealth
,,,,Family,PersonalRelationship,,,,,,SocialRelationship,SocialRelationship
,,,,,,,,,,,,
r20Ak5ZxP_455,14.17,14.32,"this stigma ? Here, oh wow ? First of all , ii reallyhad some of the mostchallenging statementme and that wa onedid you . When did you smoke ? I did n't know",,,,,,,,,
r20Ak5ZxP_456,14.33,14.52,"you smokedum , that stigma alone wa something umto deal with , and i tried to find themost because again , based on my character, i tried to find the mostchristian way to respondor without getting really really upset",Christian,Religion,,,,,,PersonalValuesAndBeliefs,PersonalValuesAndBeliefs
,,,,,,,,,,,,
r20Ak5ZxP_457,14.54,15.09,and seeing my other side . So but but butthen again um it became a teachingmoment . I said great: i get a chance to teach about my type ofcancer and my type ofmutation . It 'S not smoking related . Istart there,Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_458,15.1,15.27,"and then i alsolet them know that i 've never smoked .Andyes , i grew up around a smokingenvironment , but that is not the cause ofthis cancer and i had to go into ateachable moment and also letting them",Smoking,Behaviour,,,,,,PhysicalHealth,PhysicalHealth
,,,,,,,,,,,,
r20Ak5ZxP_459,15.29,15.42,"know that .No , i do notlook down on anyone who smoke , but iknow that that 's not my storyand for you tounderstandthat",,,,,,,,,
