Topic,Sentence
Delivery,"Possibilities - what they want, gets viewers inspired that it could happen"
No,"Repetition of ""I want"", adds structure to the speech"
No,visual aids are clear and support ideas well
No,"Bad - Hand gestures are moving way too fast, therefore are becoming a distraction."
Delivery,Makes eye contact with the audience
Delivery,engaging audience making them think helps to keep attention
Delivery,fast spoken
Delivery,monotone voice left me bored
No,ends on a strong point
Delivery,No gaps in speech - very full
Delivery,Asking questions to get people thinking towards the end of the presentation.
Delivery,Engages the audience through rhetorical questions
No,Create action plan in ending to give lasting impression
Delivery,"He made excellent points but he did stutter and mumble a bit, so at points it sounded a bit disjointed."
No,He summarised his points really clearly throughout.
Delivery,"Good final stance, leaves audience with strong message"
Delivery,Aspirational but optimistic speech
Delivery,"Memorable ending, sharing his passion to the audience by asking them a favour."
Delivery,not the best closing?
Delivery,BAD: I that Berners-Lee was too erratic in his gestures and his general movement
No,GOOD: I liked the consistent use of the logo to prove different points
Delivery,inspiring
No,he leaves a lasting idea
No,The conclusion has a call to action without explanation as to how it could be done.
Delivery,"At the ending, he created two ways communication with the audience. That's impressive."
Delivery,"Delivery was fast and broken up, hard to understand at some stages. However, relevant and interesting content."
Delivery,"Some times was hard to understand what the presentation was talking about, could improve the way the speech was presented"
No,Cool graph
Delivery,His Speech is fragmented and difficult to follow because he joins together his words
Delivery,"The guy obviously isn't an easy speaker, yet he still put on a decent talk. Practice makes perfect."
Delivery,His monotone voice made it quite boring to listen to in some places.
No,"He uses simple cartoon illustrations to convey his message, including facts. Also has a strong finishing statement."
Delivery,BAD: mumbled and spoke too fast
No,"Based on one of the tutorial videos, the ending and beginning were done well as he introduced it with enthusiasm and left the audiences with an impression."
Delivery,Taking about what the interet is to us or what we want it to be was very intersting. It make me think about what I though the internet was
Delivery,very interesting talk. Made interesting by the passion that he has for this topic.
Delivery,To attract audience
No,This one really got me. Someone in my family has breast cancer right now and she really creates a sense of urgency with needing to develop more effective treatment.
Delivery,"She made sure the words she was using were the the most accurate words, i.e. very varied vocabulary."
No,Set up what the speech will be about in the first 10 seconds
No,Use of hands to encourage to look at images.
Delivery,Amazing!
No,ted ed is so cool
No,lots of information
Delivery,She speaks well and encourages intrigue while listening to the presentation
Delivery,She explained the complex science in a way that was simple and easy for anyone to understand.
Delivery,Introduce yourself before the presentation. Use body language to enhance speaking
Delivery,"Not a very engaging introduction, but overall was good"
Delivery,BAD: Too many scientific words and concepts delivered too fast - I stopped trying to listen and understand after two minutes and barely remembered anything of what Saggar had said at the end.
Delivery,Made a complicated scientific topic interesting for someone who doesn't understand it by projecting her own passion into the topic.
No,Her speech was put into words that anyone could understand and very well explained.
Delivery,clear delivery and tried to make it understandable for people with no medical background
Delivery,Hand gestures.
Delivery,"There seemed to be too much scientific information, which lost most people's attention."
No,Very complex visuals - hard to understand
No,visuals hard to understand
No,visuals hard to understand
No,Very boring intro
Delivery,Off to a boring start
Delivery,"Good - Clear introduction, introducing herself and her passion."
Delivery,#NAME?
Delivery,"Introduction, wasn't that engaging."
Delivery,Introducing yourself fully and addressing why you are giving your presentation is a good way to deliver the opening of the presentation as the audience will understand the purpose of the speech from the beginning.
No,lots of technical words in introduction
No,"Starts off with simple introduction, in all honesty not as captivating as Abraham"
No,Not a strong opening- started with an introduction of herself rather than an engaging story.
Delivery,"Strong stance, good posture"
Delivery,"clear tone and voice. Good gestures and use of visual aids for support. Despite the intro being in the format not recommended, it was delivered in a manner which was good."
Delivery,her stance and gestures are exactly how the other video instructed and it does make her appear more professional and impressive
No,"Well structured, logical flow"
Delivery,A good tempo is pleasing to hear.
Delivery,good hand gestures
No,not a very engaging introduction
No,Great movement of hands
Delivery,Hand gestures
Delivery,Inclusive of audience.
Delivery,"Interacts with audience, ask them to imagine"
Delivery,engages well with the audeince
No,Clearly stating what the slides are about and how it relates to the subject she is talking about
Delivery,Uses an analogy. Breast = ball
No,The introduction goes straight into details and does not give an outline
Delivery,not pausing
Delivery,her use of hand gestures in acting out what she is saying makes the speech a lot more interesting.
No,Uses a picture/diagram to aid her presentation of ideas
Delivery,"It was interesting because she made it easily understandable and relatable. for example saying ""we"" and using simple ideas like saying the cancer is like a ""ball"". I have learned from this to make my presentation engaging I should follow similar ideas."
No,Referencing and explaining the slides rather than using them as a cue system.
No,Uses stand out words
Delivery,engages the audience
No,"Nice use of the visual aid of the pictureTold it like a story, pointed stuff out"
No,Interesting topic
Delivery,"good makes sure even if what she is talking about is complicated, it can be understood by all"
Delivery,Lots of gestures
No,Good gesturing and point to allow visuals to her speech
Delivery,Good use of gestures
Delivery,"Great body language, low shoulders, standing up tall"
Delivery,Well timed pauses and good variation in tone of voice
Delivery,"Good delivery and hand gestures to the audience, getting across the important ideas"
No,Refers to the information on the slide
No,Uses hand gestures to expands on the ideas of the power points
No,"Pointing out information unnecessarily frequently on the visual aid which is distracting, rather than relying on her audiences engagement to make the connection to her speech."
Delivery,Good eye contact and engagement with the audience
Delivery,explains in laymans terms
Delivery,Clarifies definitions so non-academics can understand
No,relation to us
Delivery,now uses lay mans terms
Delivery,Referring to the material yet still mainatining eye contact with the audience
Delivery,Explains hypoxia like a story of cells which makes it easier to follow than scientific jargon.
Delivery,"She is a great speaker. Somehow, she looks very interested in her topic and knowledgeable. This makes the audience trust her and want to listen to her."
No,lots of complex terms
Delivery,good gestures
Delivery,Hand gesture on point
No,explains diagram
Delivery,"When she looks to refer to the slide, she makes sure that she looks back to the audience."
Delivery,good hand gestures
No,explains the concept very clearly
Delivery,Good eye contact
Delivery,"There was a pause, emphasizing and changing of voice tones during her speech which does help with gaining attention and make the presentation to be more exciting and interesting."
Delivery,Slows down and emaphasises her words when delivering her key point
Delivery,good gesture
No,good visual aid as not much listed/going on
Delivery,Good gestures that aren't too distracting but keep things open.
Delivery,Uses informal language to connect to the audience
Delivery,emphatic ending
No,Effects of chemo - both positive and negative
Delivery,good posture
Delivery,"engaging and informative, with effective slides and she engages the audience well"
No,Bit too much scientific language - not everyone will understand what shes saying
Delivery,Good spacing and silence of the sentence
No,"Strong finish, clear, to the point."
No,Effective use of a one slide powerpoint
Delivery,She clearly delivers the speech with good hand gestures and good body posture.
Delivery,Her posture and sights connection with the audience were a really good example of that confidence tutorial video.
No,She uses her title as a headline and talks about every word.
Delivery,Introduction and explanation of terms before their repeated use.
Delivery,Best speech of the four examples
Delivery,Positive solution change in tone reflects important point
No,ends well
No,Good finishing point
Delivery,A complex idea is made simple through thorough explanation and the use of analogies. Providing a clever way to treat the cancer.
Delivery,very clear delivery of the ideas
Delivery,She emphasised the important words to capture and maintain attention
Delivery,Thought the use of hand gestures with the visuals was effective. It highlighted the main points she wanted to get across and kept the audience engaged.
Delivery,Good video.
Delivery,"Uses lots of gestures and gas good body language, Her vocabulary is also very good, choosing the right words for the right circumstances."
Delivery,Good use of facts
Delivery,inspirational
Delivery,"Strong, confident speech. Rehearsed and relevant content. Easy to understand and not fake/cheesy"
Delivery,quite fast needs to slow down
No,use of diagram helped explain it and her delivery was also on point
Delivery,I think she explained her point very well both technically and in layman's terms.
Delivery,"Delivered well, but wasn't as engaging as it could be due to simply being a delivery of information."
No,"Good brief explanation, keep it short and sharp to keep the audience engaged."
No,Hopefully she's successful.
No,image helped the audience to understand a complicated issue in a simpler way
Delivery,Good explanation made speech easy to follow. Perhaps not enough information on her solution
Delivery,Put important details in the slides
Delivery,Gestures and eye contact- really important.
Delivery,Good hand gestures and passion
No,Same four pictures for the entire presentation
Delivery,Starts with a story
Delivery,he uses the five steps of confidence in his talk
Delivery,eye contact and gestures are really important
Delivery,"Use of eye contact, gestures and relaxed stance made it comfortable and interesting to watch for an audience"
No,He had great hand gestures
No,Starts with the story to interest the listeners.
Delivery,"use gestures, look around the room, pauses, clearly spoken, not talking to fast or slow"
No,good gesture use//little bit nervous //good example to begin//speaking very fast
Delivery,starts off with an story
Delivery,It was a good idea concluding a history in the beginning speech so audience will realize where it all started.
Delivery,The data can make people thinking.
Delivery,starts with a story
No,"started with a story, which is strong and captivating right from the beginning"
No,Good using a story to draw in (recency)
No,Good slides
No,Too much on first slide that he is referring to
Delivery,Good eye contact and clear delivery of words.
No,Good example of a strong opening
No,"basic pictures, no text, refers to the pictures"
Delivery,good use of gestures
Delivery,"Using numbers without context, makes for the numbers to seem more insignificant than they actually are"
No,Open as a story can easily get audience' s attention.
Delivery,Give an example related to the topic which is good.
Delivery,Uses hand gestures to emphasize more what he is talking about.
No,Good intro that is gripping.
No,Good intro that is gripping.
Delivery,too fast
Delivery,Very pronounced use of hand gestures
Delivery,"Valuable to make it sound like a story, as it engages the audience."
No,Not too cluttering slides
No,Digressing and following no clear form or structure so it is hard to follow his main idea or theme
Delivery,"It's interesting that there is no text on the screen, rather images that relate to what he is talking about. He uses facts to interest the audience."
Delivery,"Uses gestures well that add momentum to his point, makes him more interesting"
No,powerpoint in background
No,Seamless transition to the main point of his presentation
Delivery,"made a joke, keeps crowd interested"
Delivery,Humour is good
Delivery,he makes it personable by adding humour and varying how he talks
Delivery,The speaker speaks too fast making it too hard to understand easily.
Delivery,Adds context and humour to his numbers that way they are no easy to rememebr and to compare so that you know the true scale. He added comparison so you can grasp the idea of the numbers that much more.
No,Hand is quite distracting
Delivery,"Effective opening, grabbed my attention."
No,Could have less on his first slide so it is easier to see the tree he is describing
No,good use of bringing a complicated idea and using structure to make it easier to understand / more engaging for audience
Delivery,Using hands as aids rather than crossing them
Delivery,Relating the subject well to understandable and real-life experiences to draw people into the speech.
No,"The idea and theme is lost, he is following to many differing analogies that makes it hard for you to gain a true idea of his point"
Delivery,using other examples/stories and explaining how it relates to what you are talking about
Delivery,Makes the topic understandable for the audience
Delivery,good use of eye contact with all of the audience
No,Information talked about were useful for the topic.
No,"A bleek finish, with no wow or amny take home information that makes his presentation lasting. Most has been forgotten already"
Delivery,This guys boring.
No,"uses a story to refer to his work, ends off with a strong summary of the story and his work"
No,"I feel that he shouldn't have had all 5 images on the same slide, as I was too distracted with wondering how he was going to fit each new picture into his presentation."
Delivery,Pace quite quick at some points but also used silence to his advantage
No,having the core idea of trees that branch out throughout the speech
Delivery,talked a little to fast
No,Interesting that our task is a powerpoint presentation yet this one used just a single slide.
No,good ending
Delivery,ends on a simple statement
Delivery,"Interesting so see how he only used 1 slide , less is more . Also the way he opened through a story was pretty cool ."
Delivery,"Very good speaking speed, quite slow with pauses which makes it easy to listen to and understand."
Delivery,Stong ending too.
Delivery,"Very interesting. Perhaps he spoke a little fast, but was engaging.//Although the content seemed very complex, he presented simply and used few visual aids."
No,Good close
No,Very good visual aid
No,Very good visual aid
No,uses visual aids to help in her presentation
No,Her powerpoint was good and provided many examples
No,"Presentation slides were creative and interesting to look at, particularly using the gender symbols for the graphs instead of bars"
No,Her Visual presentation is awesome and connect nicely with her clear speech delivery.
Delivery,voiced ideas well and made it interesting
Delivery,"too much body movement, disturb audiences"
No,Uses effective visual aids that are simple and easy to understand.
No,The visual aids are limited and more on giving an example using pictures.
Delivery,A nice welcome speech.
No,Quickly outlines what her presentation will be about
No,good headline
No,simple slides
No,Using a catching visual aid but it is some what distracting
No,Good visual aids
No,good use of visual aids
Delivery,clear well delivered speech
Delivery,confident speaker
No,Bold simple words- easier to read
No,"Visually stimulating, very cool"
Delivery,swaying
Delivery,"Bored tone, not enthused"
No,"Stats without context, cant really grasp how drastic these demogrpahics actually are"
No,cool visual videos
No,Interesting graphic use to further convey the point.
Delivery,A very clear speech.
Delivery,presenter swaying alot
No,use of graphs
No,combining pictures with graphs to provide a clear picture that is quicker to understand
No,Statistics are interesting and graphs on screen is a good way to show stats to the audience.
No,Use of interactive charts to increase engagement with speech
Delivery,Use of a familiar show to relate the audience to the ideas being presented
Delivery,relating to current tv
Delivery,"Stance - not confident, keeps swaying"
No,Swaying back and forth is very distracting and her constant moving takes away form what she is actually saying. Some much going on visually that her verbal points are being lost within these distractions
Delivery,"Body language here is distracting, moving from foot to foot and seeming slightly nervous."
No,everything flows on to each other
No,"basic photos, which aid what she says, with animations supporting it"
No,Use a picture to help people know the relation.
No,good visual aids
Delivery,scanning or going to one or two eye contact points
Delivery,speech feels rushed not alot of pauses
Delivery,"Speaker very active and engaged with the topic. No pauses and filler words, well practiced"
Delivery,Makes some interesting points
Delivery,Addressing the audience directly
Delivery,Her pace of speech is well controlled and varied for more interest
Delivery,Continuous and no silence or pause for you to take in the information
No,Having visual aids can help make points
Delivery,varying her voice and using hand gestures and body language to put her point across effectively
No,"The frequent use of stats, years and research quotes confuse the structure"
No,Bold and simple text as a visual aid that helps you listen to her and notice her visual aid aswell. not too distracting and you can gauge that an important point is being made
Delivery,gestures
No,Bold and clear titles to emphasise what the speaker is talking about
No,"Context-less stats, visual aids distarcting the stats"
No,Use interesting graphs rather than just the Histogram/Pie graph
No,"Because of their simplicity the graphs are clear, informative, and easy to read."
No,using different types of visual aids such as the man and woman symbols in a graph to provide a unique interpretation that is also easily recognisable
No,Very continuously distracting
No,Amazing and creative animations that could help audience really relate to her report.
Delivery,"This extrapolation is extremely accurate. Nowadays, Facebook only allows females to sign up, and men are only allowed to be extras in movies."
No,"Nice to make the audience think, by asking a rhetorical question. and repetition of the chick flick slide to make audience remember it better."
No,Interconnecting ideas that will make listeners understand the report better.
Delivery,Personal opinions added to give perspective on the issue being discussed
No,uses gestures throughout to emphasize points
No,"gives a surpize in the given question. adds build up, but then goes another way"
No,"good slide, less is more. demonstrates idea well"
Delivery,Funny pictures relative to point. added Joke
No,Ask a question and answer it with your point is very captivating and lets the auidence gauge the whole idea of your presentation
Delivery,clear voice
Delivery,engaging the audience in terms of making it relevant by telling them what it means for them
No,Ending was concise
Delivery,"The word ""imagine"" is used a lot and engages the audience"
Delivery,Uses hand gestures and moves around to keep the attention on her.
Delivery,Left a hanging question to the audience that will make them think too.
Delivery,using a speech pattern that matches the topic
Delivery,Interesting conclusion
Delivery,"Pacing forward and backwards is pretty distracting, better to just stand still."
No,Great use of visual aids
No,Effective visually throughout
Delivery,This presenter moved around too much and I got distracted from the message.
Delivery,It was too long.. I was waiting for it to end..//She was a great speaker - actor?//Busy visual aids..
No,Direct theme
No,Good introduction
Delivery,he has a strong delivery when delivering his talk
Delivery,Very interesting content
Delivery,"Speaks too fast on some important points, almost sort of like mumbling them which makes it harder to follow on"
Delivery,"No clear opening, messy, not sure of what hes saying himself so how is the audience supposed to know."
Delivery,"Delivery of ""s"" sound"
Delivery,Good headline
Delivery,Bold introduction
Delivery,ideas were good
No,Good use of intuitive graphics
Delivery,ask question
Delivery,Use of questions to engage the audience
No,Opening is already engaging the audience with a question.
Delivery,A good start of beginning a report as he throw the question to the audience.
No,Context of stats/numbers
Delivery,clear bold speech
No,Figures without context
Delivery,Speak to fast and body move too much. He looks like very nerves.
Delivery,"Sound variations; babbling to the boring stuff, slowing down on the important stuff"
Delivery,looks around crowd
No,Very clean and engaging visual aid
Delivery,passion
Delivery,varying speed and tone of speaking is good at keeping the audience's attention. Emphasising important parts by exclaiming and speaking louder.
Delivery,Very slow speech.
No,infographic easy to understand and read - colour coordination good
No,nice visual pie graph that matches what hes sayin
No,clear simple graphs
No,His body movements make me feel uncomfortable.
Delivery,Speaks a little fast and is not quite as clear
Delivery,"Change in pitch, tone of voice varying so you stay interested.. somewhat"
No,Visual aids can make points have more impact.
No,Nice clear slides
No,A nice set of visuals that will gain more attention.
Delivery,Reading off slides and doesnt feel well rehearsed
Delivery,enthusiasm in voice
No,"Know the content well, again diagrams and stats are used well."
No,Hard to absorb the information on the slides while he's talking at the same time.
No,Use of colour in the visual presentation makes it engaging
Delivery,interesting to think about both sides of the topic in question
No,Theme is concisely explained.
Delivery,Good open gestures and eye contact with the audience
Delivery,eye contact with the entire audience
Delivery,Great eye contact and hand gestures
No,nice graphs/easy on the eyes
No,"Effective slides, simple but eye catching"
Delivery,It seems all good presentations are asking questions and making there audience think !
Delivery,"Stuttery, unrehearsed, takes away from his point"
Delivery,"Adding ahhhs and ums, should have added a silent pause and allowed his audiences mind to fill in the caps and think his point over then spoke when he fully knew what he was going to say so it would be more captivating and the auidence could take more in and feel more engaged"
Delivery,Words are abit um and ah instead of just pausing
Delivery,Enthusastic about his point makes his presentation more engaging
Delivery,emphasises what hes saying by ecstatic body language
Delivery,"Movement becoming distracting, makes it difficult to follow his point"
Delivery,"speaks gently, understood clearly and good volume"
Delivery,"Nervous stance, stutters with 'ah' if following the 5 S rule then silence would be a better option"
No,Simple and clear diagrams and pictures. No wordy slides or clutter.
Delivery,lots of gestures
Delivery,"New information which is new and interesting, anaology makes it easy to take this information in"
Delivery,Thought provoking
Delivery,"harder to understand, accent? lower sound"
No,Simple uncluttered visual aid
Delivery,Speak clearly and fluently
No,useful visual aids that present an interesting image that the audience can recognise and use to help understand the speech's subject matter
Delivery,Use of um and ah is becoming more frequent and more distratcing
No,"Great structure, mix of opinion, research and data. Passionate and enthused"
Delivery,Not clear in speech.
No,Good use of repetition with what sort of a web we want. listing what he wants.
Delivery,Boring ending
Delivery,a circular flow in terms of starting with a point and coming back to it at the end is helpful
Delivery,He speaks a bit faster but overall it was a good presentation.
Delivery,"He delivery is what captivated me. If it were anyone else, I might have gotten bored of the story he told."
Delivery,"This presentation does not get me, it's not my type."
Delivery,"Captivating last sentence, was powerful, more so powerful than everything else he said"
Delivery,Was interesting
No,The slides didn't always match where the talk was at.
Delivery,Good close
Delivery,"Speech was often too fast to be clear, and not rehearsed enough."
No,Strong ending
Delivery,Lack of eye contact.
Delivery,Intro a bit boring
No,she uses a good structure when talking about the benefits of drugs
Delivery,"Boring opening, already bored"
Delivery,Simplified her topic points to a level that can be followed along a lot easier for the audience
No,very interesting structure
No,Explains her points in a logical structure.
No,Not so good intro
No,introduction not very interesting
No,commands the stage well
No,A normal beginning but well stand. Look like very confident.
Delivery,"Gestures, looking around room"
No,Brief and yet effective introduction
Delivery,Hand gestures make a difference.
Delivery,Good hand gestures
Delivery,"Very good with gestures and speech, stance is confident and strong"
Delivery,Use of hand gestures make her appear confident and convey an understanding to the audience.
Delivery,varied tones
Delivery,Emphasizes what she was trying to say.
Delivery,Gestures-helpful
No,Creating a complicated topic into a simplified diagram (a ball)
Delivery,good delivery
Delivery,explaining something as something else that the audience can visualise is a great idea
Delivery,clearly spoken
Delivery,Breaking down in a more simple form of the point she is explaining
Delivery,loud clear voice
No,Good use of diagram to make her point more understandable.
No,quite hefty diagram
No,Good use of a single visual aid
Delivery,good gestures and speech
Delivery,"Slow pace, and emphasis on things shes describing"
No,Good use of the diagram
Delivery,"Very good hand gestures, depicting the ball and by pointing and referring to the powerpoint."
Delivery,Excellent hand gestures
Delivery,confident speaker
Delivery,Clear and concise information to make it understandable to the audience.
No,Not a good structure
Delivery,Hand gestures adding impact to presentation
Delivery,Clear and confident speaker
Delivery,"uses basic language for a complex topic, dumbs it down, but gets info across"
Delivery,Maintaining very good eye contact to engage the audience.
Delivery,clear voice - speaking at good pace
No,"Boring, just reciting information and its hard to be engaged"
No,Give some key points to help the audience focus.
Delivery,Voice use is confident and competent
Delivery,Good use of silence
Delivery,clear confident speaker
No,slides
No,Main point lost within her fact spitting
Delivery,using the pictures on the slide behind to further your explanation is very helpful
No,good use of gestures to emphasize points
Delivery,Speech has a silent pause and enabled you to be engaged
Delivery,Very clear speech and good hand gestures
Delivery,Boring.
No,conclusion drives the idea home well
Delivery,"I really liked her used of hand gestures, they emphasized her points as well as made them clear, especially to someone like me who knows little about medical biophysics."
No,Strong ending that effectively summaries her speech's main point.
No,Sums up the problem and her proposed solution very clearly.
No,A well rehearsed and very good speech. Short but meaningful.
Delivery,Boring and less captivating ending
Delivery,Was not as engaging as the others
Delivery,Talks slowly and clearly.
Delivery,Talks slowly and clearly.
Delivery,Good close
Delivery,"Confident, clear, to the point."
No,A simple ending.
Delivery,"More of the same really , although didnt really grab my attention was a bit lack luster ."
No,"Strong ending, summarising her points"
No,Strong start with a small story/example
No,He starts with a short anecdote to get the audience interested
No,References visual aid well and puts it into context for the audience
Delivery,Speaks fast and then speaks slow. Makes use of small pauses as well
Delivery,Good use of pauses
No,Visual aids could be more simple ie one image per page
Delivery,Good gesturing
No,Good use of hand gestures
Delivery,He is speaking clearly and with a good pace
No,Has structure. He opens with the issue and is transitioning towards the explanation now
Delivery,He is clearly passionate about this topic and this helps to get the audience interested
No,Summarised at the end to make clear what he wanted to get across. Leaves the audience with that in mind to think about after the presentation
No,Clear simple and strong ending
No,"Really good ending, finishing with a strong statement"
Delivery,"She varies her tone, keeping her delivery interesting"
No,Uses interesting visual aids to illustrate points
No,Graphs to help explain a point
No,Structure feels a tiny bit messy - doesn't flow super well
No,"Visual aids are all relevant, in context, and easy to understand"
Delivery,Delivery is clear
No,"Brings ideas up, explains them and then moves on. This is done well"
Delivery,There is good variance in pitch and speed of speech. Makes it easier to stay interested in the talk
Delivery,She is speaking clearly and confidently
No,Good flow between the introduction and main body
Delivery,Uses an analogy to help connect the audience with the issue. Puts the topic into context
No,Graph has been made into an easily interpreted visual. Makes the stats meaningful to the audience and creates relevance.
No,Graph with different genders was an interesting concept but using the images as graph bars make it harder to interpret the information
Delivery,Use of gesturing
No,Asks questions related to the topic. Gets the audiences thinking
No,Asks questions related to the topic. Gets the audiences thinking
Delivery,Good use of points inspiring reflection
No,Asks questions to allow the audience to think about them and then provides and explained answer from her POV
Delivery,"I assumed this was an example of a bad speech, it was incredibly boring and I completely got lost and didn't follow the message at all."
No,Has a conclusion. Gets the audience wondering about what it would be like to have a non-demographic based system. Shows her excitement towards the prospect
Delivery,Posing a question
No,Visuals are simple and interesting
No,Good use of relevant visual aids
No,Good use of a diagram to support points
Delivery,He is easy to understand
No,"Has structure. Starts with opening. Moves on to the good the WWW has provided, then..."
No,"Started the presentation well, with a short story to introduce the beginning of the world wide web"
Delivery,Varies pitch when talking to emphasize some points. Also varies speed to aid this
Delivery,"The information provided is relevant, he has thought about what he is wanting to say"
Delivery,"The speaker is clearly passionate to share his thoughts, and not at all nervous"
Delivery,Uses arm gestures and moves body too when he wants to emphasize a point. Work this in with his delivery aspects too
Delivery,Could slow down a bit
No,Clear transitions
Delivery,Asks the audience a question to get them thinking. Then he gives his view and opinion on it
No,Simple and clear visual aids
No,Repetition of one of the last things he wants you all do
No,Leaves a final note that will be the thing the audience will remember most. A strong meaningful end
No,Very clear opening statement as to what the presentation is about
Delivery,Good tone of voice relative to the subject being discussed. It is a serious tone because it is a serious topic
No,Could have had a more interesting opening
No,"Visual aid has quite a lot of detail. Maybe it is too complex, at least for an opening slide"
Delivery,Strong use of gesturing
Delivery,Uses analogy to explain complex concepts
No,Good use of hand gestures to aid speech and communicate point clearer to the audience
Delivery,Speaks very clearly and at an appropriate pace which is easy to follow along with and understand as she is talking
Delivery,"She speaks with good pace, a low and clear voice making her easy to follow"
No,Maybe slide could be incrementally added to as the concepts are covered in speech so as to avoid distraction initially by the things not understood by the audience before explanation
No,"Visual is simple, good to explain her topic"
No,Use of a diagram to clearly present their point
Delivery,Very clear explanations of what are complex points
No,She had a good strong closing remark that summed up her presentation well
No,Has a closing statement. Is probably a little to blended into the last part of the speech. Could have been a stronger finish considering the quality of the rest of the speech.
No,Clear and to the point
No,"Reflection of presentation skills.//Good engaging story in the opening about the trees to get interest. //Great varied tone in speech delivery and use of non verbal skills and lots of gesturing. Perhaps there is too much gesturing, it is more helpful when he uses fewer gestures.//His structure seems unclear to me. Great introduction but he forgot to take me on the journey, though perhaps scientists may have understood his links. Fantastic conclusion, clear and purposeful."
No,"I couldn't see the visual (the tree), however, the mental picture the speaker painted regarding the bark, the chessboard, the pathways, were helpful as visual aids."
Delivery,speech and good language help to be confident and deliver the content.
Delivery,Not much visual explanation
Delivery,"Delivery is powerful, with a storyline. A beginning, and powerful end. He also uses humor."
Delivery,Use of body language is good.
No,Ooooo so much colour and shapes on here! Ugly slide
Delivery,he starts with a story
Delivery,story ... nice and interesting way to open a presentation - very engaging
Delivery,He started by telling a story.
Delivery,pointing back to the slide... connecting story with visual aids
No,No to start the presentation with a story
No,Nice introduction presenting intriguing problem
Delivery,"Clear speech, open body language with arm gestures."
Delivery,Building his story
No,Using some graphs to engage audience.
Delivery,"the opening and ending were clear and simple. it gave a lot of impact to the audience. however, he talk to fast."
No,"starts with a story, makes people care about topic"
No,beginning with an interesting story was engaging
No,"Presentation very visual, not too much text."
Delivery,He is good! This is not my field and I am already listening carefully
Delivery,I think this guys gestures too much. Are these gestures really relevant to his points?
No,good use of body language gesture
Delivery,Interesting opening
Delivery,"mini-joke about chemists - get audience to smile a bit, engage bit more"
Delivery,he speaks too fast
No,"I can't really see the visual aids from my point of view, so no, the visual aids are not clear."
No,The slides does not reflect what the speakers is talking about
Delivery,flowing speech - easy to follow / understand //very good pacing
No,Low eye contact
Delivery,good use of gesture
Delivery,"How the speaker gave a simple analogy made it easier for audience from a different field to relate and understand the topic and the intended message of the speech. I think in speeches, it is not so much about the speaker's knowledge but on how he is able to adjust himself to the audience's own knowledge, and build upon it to convey his message."
No,Good to start with the problem and then provide the solution.
Delivery,Meaningful number. He says in slow and clear speed.
Delivery,humour used well
Delivery,"more jokes, got a laugh, building rapport with audience//telling stories/analogies that audience can relate to (lego, amazon)"
Delivery,"introduce the topic with an understandable and interesting comparison with the subject people are familiar with, e.g. amazon books"
Delivery,personalisation and using fun in presentation / make the audience laugh
Delivery,Humour
Delivery,used humor
Delivery,"he makes jokes, this keeps the audience focused"
Delivery,Good gestures and facial expression. Like the way he is explaining complicated issues in an easy way. Always depends on the audiance.
Delivery,He has a great delivery of what he really wants to say
No,Visual aids are not really visible in this presentation... can hardly even read the text on the display in the background.
No,"for me the slide is too busy, too much info he hasn't talked about is already on it e.g. the chessboard could have come later, at first he only talks about the tree and chemical structure"
Delivery,Speech is perhaps a little fast.
No,"I am confused now that he got more technical. His hand gestures are not helping, he should be using visual aids"
Delivery,He keeps on eye contact with audience
No,"He says a lot - tells a few different related stories (chess, chemistry in general, texel). It requires concentration to listen but it works!"
Delivery,"he does quite a bit of gesturing, his hands don't relax in between"
Delivery,"In relation to the prompted question about more specifics and fewer oversimplifications, I think it depends on the audience.  As I have very little background in chemistry, bringing the ""story""  down to a more representational level was helpful to me.  If the audience was mostly biochemists, or computer programers, it would make sense to give more specifics."
No,Structure isn't particularly clear.
No,makes his work more interesting by drawing analogies to everyday things
No,For a three minute talk there is way too much simple stuff and talk about chess...
Delivery,maintaining eye contact with all people in the audience
Delivery,Using pauses effectively
Delivery,Eye contact with different people is good.
Delivery,"Well delivered crucial point: no one has actually used these algorithms for the present purposes (i.e. old knowledge - new application, makes a useful structure)."
No,he summarizes shortly what his research is about
Delivery,"He seems calm, confident, and uses his hands freely to accentuate his points."
Delivery,"Very good in giving the story, analogy and reality, but in my opinion, the presenter was a little bit nervous when delivering his idea."
No,Ended with a strong point. Good opener and closer.
Delivery,"Simple clear message at the end, good take away point."
No,the 1 slide covered the whole talk and it was quite busy. I found myself wondering about the relevance of some pictures before they were discussed which distracted from the talking for me
Delivery,good use of pauses
Delivery,introducing a question and then linking that question to introduce what his work is about... staging the presentation
No,Great and impressive ending to make us think
Delivery,Very clear conclusion which good emphasis
Delivery,Clear take home-message.
Delivery,He had great story that linked everything he works on in a way that the general audience can understand it
No,"Did not grab me at all, as I did chemistry at uni and it was too general, too vague and too oversimplified."
No,"Great story which makes good talk for public audience, but it needs more detail for an academic presentation"
No,thanking the audience for their attention
No,"This appears to be a type of ""elevator speech"" for fellow doctoral students.  Ending with, ""My work is to make better tools for better medicines"" is a strong, concise ending."
Delivery,I think he had a good delivery in the whole. He keept me attentive.//As I watched and listened I tried to imagine  applying  his strategy to my topic and I think it is posible.
Delivery,She also uses good and clear visuals
No,Very structured presentation. Using all the techniques for presenting a noteworthy presentation
