SegmentId,StartTime,EndTime,Transcript
wd9reH4g--Y77,,,  person or a tree or a lovely pavement or
wd9reH4g--Y77,,,  a beautiful anything that is going to
wd9reH4g--Y77,,,  spark their imagination that make them
wd9reH4g--Y78,23.09,23.25,  want to undertake that journey what is
wd9reH4g--Y78,,,  wonderful and interesting about this
wd9reH4g--Y78,,,  journey those are the heart moment
wd9reH4g--Y78,,,  those are the
wd9reH4g--Y78,,,  color element in your story and we need
wd9reH4g--Y78,,,  color we need to bring this to life this
wd9reH4g--Y79,23.29,23.51,  message to life with something that is
wd9reH4g--Y79,,,  not only relevant but colorful visual
wd9reH4g--Y79,,,  exciting intriguing so we start with the
wd9reH4g--Y79,,,  purpose we establish our chapter and we
wd9reH4g--Y79,,,  add color to each chapter along the way
wd9reH4g--Y79,,,  and this is a summary of one way of
wd9reH4g--Y80,23.55,24.09,  thinking about how to construct an
wd9reH4g--Y80,,,  outline so in the beginning section good
wd9reH4g--Y80,,,  idea to grab the audience 's attention a
wd9reH4g--Y80,,,  we know they do n't remember very much
wd9reH4g--Y80,,,  and they 're much more likely to listen
wd9reH4g--Y80,,,  carefully if you say something that is
wd9reH4g--Y81,24.12,24.24,  meaningful to them right at the
wd9reH4g--Y81,,,  beginning something surprising something
wd9reH4g--Y81,,,  intriguing something exciting sell the
wd9reH4g--Y81,,,  benefit to them really early on if you
wd9reH4g--Y81,,,  want to establish your credential right
wd9reH4g--Y81,,,  at the beginning that 's fine but I would
wd9reH4g--Y82,24.25,24.38,  do it after the attention and
wd9reH4g--Y82,,,  the benefit and your credential are
wd9reH4g--Y82,,,  what give you the right to talk you
wd9reH4g--Y82,,,  do n't have to have a PhD in the topic
wd9reH4g--Y82,,,  but you do have to care about it very
wd9reH4g--Y82,,,  much and if you want to you might tell
wd9reH4g--Y83,24.42,24.52,  them how you 're going to approach the
wd9reH4g--Y83,,,  topic if you want to you need to be
wd9reH4g--Y83,,,  clear about your key message in the
wd9reH4g--Y83,,,  middle the chapter heading you need to
wd9reH4g--Y83,,,  be clear about keeping their attention
wd9reH4g--Y83,,,  with color and we really need a summary
wd9reH4g--Y84,24.56,25.14,  and the conclusion at the end because we
wd9reH4g--Y84,,,  find it hard to remember thing so make
wd9reH4g--Y84,,,  it a easy a you possibly can for u
wd9reH4g--Y84,,,  and help u to remember your most
wd9reH4g--Y84,,,  important message a you a you conclude
wd9reH4g--Y84,,,  okay
wd9reH4g--Y85,25.18,25.35,  one more checklist for you thinking
wd9reH4g--Y85,,,  about head and heart I 've got something
wd9reH4g--Y85,,,  that I find really useful here so on the
wd9reH4g--Y85,,,  head side we 've got that 's the top row
wd9reH4g--Y85,,,  hard fact and data check so the people
wd9reH4g--Y85,,,  who want expertise in the audience that
wd9reH4g--Y86,25.36,25.49,  you 've got some hard fact and data in
wd9reH4g--Y86,,,  there check for the people who want to
wd9reH4g--Y86,,,  know what they have to do and like to
wd9reH4g--Y86,,,  see action and purpose check that your
wd9reH4g--Y86,,,  purpose is really clear and that people
wd9reH4g--Y86,,,  know which action are required on the
wd9reH4g--Y87,25.53,26.04,  lower level understanding of the
wd9reH4g--Y87,,,  audience demonstrates that you 've
wd9reH4g--Y87,,,  stepped into their shoe China some way
wd9reH4g--Y87,,,  of showing that you 've thought about
wd9reH4g--Y87,,,  their concern but if they need
wd9reH4g--Y87,,,  reassurance you can be assure them if
wd9reH4g--Y88,26.07,26.18,  there are feeling they might be
wd9reH4g--Y88,,,  experiencing in relation to the topic
wd9reH4g--Y88,,,  reference them and down on the bottom
wd9reH4g--Y88,,,  right imagination what are the anecdote
wd9reH4g--Y88,,,  what are the image that bring this
wd9reH4g--Y88,,,  material and this topic and these
wd9reH4g--Y89,26.21,26.39,  message really vividly to life search
wd9reH4g--Y89,,,  the story search for picture and
wd9reH4g--Y89,,,  though the word in that corner is
wd9reH4g--Y89,,,  imagine if ok and then and and how you
wd9reH4g--Y89,,,  scatter those through your presentation
wd9reH4g--Y89,,,  how you you might use them a individual
wd9reH4g--Y90,26.42,26.56,  chapter will obviously depend on the
wd9reH4g--Y90,,,  audience and the message and the
wd9reH4g--Y90,,,  context ok so finally this look a bit
wd9reH4g--Y90,,,  like an activity that we referenced last
wd9reH4g--Y90,,,  time
wd9reH4g--Y90,,,  it 's another lovely activity your
wd9reH4g--Y91,26.58,27.14,  student is in pair when they 've got
wd9reH4g--Y91,,,  their material ready is to one of them
wd9reH4g--Y91,,,  if the speaker and the other one either
wd9reH4g--Y91,,,  say tell me more if they need more
wd9reH4g--Y91,,,  color at that point or move on if they
wd9reH4g--Y91,,,  want to hear some more of the story the
wd9reH4g--Y92,27.18,27.31,  narrative the fact and that you can you
wd9reH4g--Y92,,,  can play with that a a co coaching
wd9reH4g--Y92,,,  exercise so you 're either saying okay
wd9reH4g--Y92,,,  move on I 've got it or no tell me more
wd9reH4g--Y92,,,  to encourage them to
wd9reH4g--Y92,,,  to put in more description and color and
wd9reH4g--Y93,27.35,27.49,  so really it really tell you so much
wd9reH4g--Y93,,,  about your material and when people say
wd9reH4g--Y93,,,  to tell me more it tends to bring u to
wd9reH4g--Y93,,,  life so our delivery tends to be a
wd9reH4g--Y93,,,  little bit more vivid and colorful and
wd9reH4g--Y93,,,  expressive so those wow that 's our
wd9reH4g--Y94,27.53,28.08,  half that 's fantastic
wd9reH4g--Y94,,,  um so ha anybody got any more response
wd9reH4g--Y94,,,  to the idea what do we think wonderful
wd9reH4g--Y94,,,  look like we will be a little bit more
wd9reH4g--Y94,,,  specific about what it is that those
wd9reH4g--Y94,,,  speaker that you 've referenced do
wd9reH4g--Y95,28.1,28.27,  really well storytelling yeah thank you
wd9reH4g--Y95,,,  thank you Mary Anna pacing sometimes yes
wd9reH4g--Y95,,,  pacing variety absolutely yet their
wd9reH4g--Y95,,,  personality come through it 's clear
wd9reH4g--Y95,,,  okay there 's a questionnaire for me
wd9reH4g--Y95,,,  sherry just so told it how can you apply
wd9reH4g--Y96,28.28,28.44,  this to boring topic like ficial
wd9reH4g--Y96,,,  report and presentation so the answer
wd9reH4g--Y96,,,  to that is apply that I 'm going to go
wd9reH4g--Y96,,,  back apply this slide here you know with
wd9reH4g--Y96,,,  those sort of boring presentation what
wd9reH4g--Y96,,,  the hard fact and data is but what is
wd9reH4g--Y97,28.46,29.03,  the purpose of of conveying them to the
wd9reH4g--Y97,,,  audience so there is always either a
wd9reH4g--Y97,,,  metaphor or a personal story that
wd9reH4g--Y97,,,  illustrates the benefit of this data
wd9reH4g--Y97,,,  this this purpose set for the audience
wd9reH4g--Y97,,,  and and go back to story spine go back
wd9reH4g--Y98,29.09,29.19,  to do n't have a look at the storytelling
wd9reH4g--Y98,,,  webinar and I think that if you were n't
wd9reH4g--Y98,,,  there I think that will give you some
wd9reH4g--Y98,,,  idea apply the story spine to your
wd9reH4g--Y98,,,  topic find out for yourself what the
wd9reH4g--Y98,,,  story is okay anything else roleplay
wd9reH4g--Y99,29.24,29.38,  what doe that mean
wd9reH4g--Y99,,,  okay interactive speech not Mormon yes
wd9reH4g--Y99,,,  this is all about creating relationship
wd9reH4g--Y99,,,  so of course you can actually create
wd9reH4g--Y99,,,  interaction with your audience you can
wd9reH4g--Y99,,,  ask them question you can ask them to
wd9reH4g--Y100,29.4,29.55,  think about thing or you can imagine
wd9reH4g--Y100,,,  that it 's a conversation all of the way
wd9reH4g--Y100,,,  through eye contact yes thank you for
wd9reH4g--Y100,,,  reminding me I contact the important
wd9reH4g--Y100,,,  thing with eye contact is of course 
wd9reH4g--Y100,,,  what if the audience is not interested
wd9reH4g--Y101,29.56,30.11,  in the top of the tool well maybe they
wd9reH4g--Y101,,,  should n't be there and they will come
wd9reH4g--Y101,,,  back that eye contact so the most
wd9reH4g--Y101,,,  important thing with eye contact is to
wd9reH4g--Y101,,,  make people really feel seen so I
wd9reH4g--Y101,,,  contact is actually a very natural
wd9reH4g--Y102,30.14,30.26,  activity sometimes I think the easiest
wd9reH4g--Y102,,,  thing to think about is that you 're
wd9reH4g--Y102,,,  facilitating the audience forget that
wd9reH4g--Y102,,,  you 're the speaker think about the fact
wd9reH4g--Y102,,,  that you 're looking after them
wd9reH4g--Y102,,,  you are a somebody ha just said thank
wd9reH4g--Y103,30.28,30.42,  you finding common ground with them so
wd9reH4g--Y103,,,  you do that through empathizing with
wd9reH4g--Y103,,,  them  imagining what they need in term
wd9reH4g--Y103,,,  of of the material but you also make
wd9reH4g--Y103,,,  sure that you really see them and you 're
wd9reH4g--Y103,,,  really talking to them and there are all
wd9reH4g--Y104,30.46,31,  kind of technique you can use but
wd9reH4g--Y104,,,  actually the most important thing to me
wd9reH4g--Y104,,,  is that you slow down and that you
wd9reH4g--Y104,,,  really really look at people when you 're
wd9reH4g--Y104,,,  speaking and you can include a lot of
wd9reH4g--Y104,,,  people if you have a large audience in
wd9reH4g--Y105,31.02,31.16,  your peripheral eye contact but do n't
wd9reH4g--Y105,,,  fake it or it becomes like a tennis
wd9reH4g--Y105,,,  match now just really really speak to
wd9reH4g--Y105,,,  them and your eye contact will work
wd9reH4g--Y105,,,  anything else
wd9reH4g--Y105,,,  Han River yeah and the biggest gift you
wd9reH4g--Y106,31.19,31.3,  can give to yourself in term of your
wd9reH4g--Y106,,,  gesture is to relax your arm and hand
wd9reH4g--Y106,,,  and then they will help you the more you
wd9reH4g--Y106,,,  relax the more you really imagine what
wd9reH4g--Y106,,,  you 're talking about
wd9reH4g--Y106,,,  the more your gesture will automatically
wd9reH4g--Y107,31.32,31.45,  reflect what you 're trying to say and
wd9reH4g--Y107,,,  the move that you 're trying to create
wd9reH4g--Y107,,,  usually what get in the way of natural
wd9reH4g--Y107,,,  gesture is tension and awkwardness
wd9reH4g--Y107,,,  habit so while you 're practicing your
wd9reH4g--Y107,,,  posture and your alignment and your
wd9reH4g--Y108,31.47,32,  relax relaxation include your arm in
wd9reH4g--Y108,,,  your hand in that allow them just to
wd9reH4g--Y108,,,  rest by your side until it 's time for
wd9reH4g--Y108,,,  them to come to life but try to avoid
wd9reH4g--Y108,,,  the need to clasp them in front of your
wd9reH4g--Y108,,,  body or behind your body there anything
wd9reH4g--Y109,32.04,32.12,  else anybody want to know yes
wd9reH4g--Y109,,,  absolutely involved in with you Carol
wd9reH4g--Y109,,,  what would you suggest to the presenter
wd9reH4g--Y109,,,  about asking their audience to put in a
wd9reH4g--Y109,,,  short feedback form to their future
wd9reH4g--Y109,,,  improvement who I 'm wondering what do
wd9reH4g--Y110,32.16,32.3,  you mean  the by busy presenter I mean
wd9reH4g--Y110,,,  I would always I would always have a
wd9reH4g--Y110,,,  mental feedback form for yourself
wd9reH4g--Y110,,,  and if you 're talking about your
wd9reH4g--Y110,,,  student yeah for sure I have a
wd9reH4g--Y110,,,  checklist about how connected they felt
wd9reH4g--Y111,32.32,32.42,  to the material and how how they felt
wd9reH4g--Y111,,,  their pacing went and how they thought
wd9reH4g--Y111,,,  they were expressive in body language
wd9reH4g--Y111,,,  I 'm not sure if that answer your
wd9reH4g--Y111,,,  question
wd9reH4g--Y111,,,  sure other audience question with we 've
wd9reH4g--Y112,32.44,33.01,  mentioned that and great lovely how do
wd9reH4g--Y112,,,  we get your PowerPoint slide we 've not
wd9reH4g--Y112,,,  having enough time to make all necessary
wd9reH4g--Y112,,,  screen shot I 'm going to hand that
wd9reH4g--Y112,,,  question back to Henry anything
wd9reH4g--Y112,,,  technical up Thank You Henry they will
wd9reH4g--Y113,33.04,33.19,  be available fantastic do not read
wd9reH4g--Y113,,,  script never read script
wd9reH4g--Y113,,,  never you 're so right okay on note and
wd9reH4g--Y113,,,  prompt please do not use your
wd9reH4g--Y113,,,  PowerPoint slide a prompt please know
wd9reH4g--Y113,,,  your story so that for the most part all
wd9reH4g--Y114,33.22,33.37,  you need are small two
wd9reH4g--Y114,,,  I would ask you unless you absolutely
wd9reH4g--Y114,,,  have to please never have to read a
wd9reH4g--Y114,,,  script but do have any quote that you
wd9reH4g--Y114,,,  want to get perfectly right in front of
wd9reH4g--Y114,,,  you maybe on a small card any using find
wd9reH4g--Y115,33.41,33.54,  way of prompting yourself in any way
wd9reH4g--Y115,,,  that you need to but do n't have too many
wd9reH4g--Y115,,,  should you learn your story by heart
wd9reH4g--Y115,,,  know you should know your story what is
wd9reH4g--Y115,,,  the story behind what you 're saying
wd9reH4g--Y115,,,  if so if you do have something you want
wd9reH4g--Y116,34.01,34.15,  to get completely WordPerfect then yes
wd9reH4g--Y116,,,  learn it or have it written down if you
wd9reH4g--Y116,,,  really need to but but otherwise if you
wd9reH4g--Y116,,,  really understand you 'll be giving your
wd9reH4g--Y116,,,  middle and an end you should n't need too
wd9reH4g--Y116,,,  many prompt somebody said should you
wd9reH4g--Y117,34.2,34.36,  leave question until the end um I I
wd9reH4g--Y117,,,  think it really depends on how urgent
wd9reH4g--Y117,,,  the question are but if you whatever
wd9reH4g--Y117,,,  stage you choose to take question and I
wd9reH4g--Y117,,,  would try and control that because
wd9reH4g--Y117,,,  otherwise you can have people really
wd9reH4g--Y118,34.38,34.5,  interrupting your flow all the way
wd9reH4g--Y118,,,  through come back to your conclusion
wd9reH4g--Y118,,,  after you 've taken QA because we want
wd9reH4g--Y118,,,  you to have the last word and we want
wd9reH4g--Y118,,,  your key message to be the last thing
wd9reH4g--Y118,,,  people remember so take Q & A whenever you
wd9reH4g--Y119,34.54,35.11,  think it 's most appropriate but have
wd9reH4g--Y119,,,  another summary afterwards any tip for
wd9reH4g--Y119,,,  quick preparation before a speech my
wd9reH4g--Y119,,,  quickest tip would be use this checklist
wd9reH4g--Y119,,,  that I decide I still got up I agree I
wd9reH4g--Y119,,,  think you should rehearse I think if you
wd9reH4g--Y120,35.13,35.25,  possibly can people avoid rehearsal
wd9reH4g--Y120,,,  because it make them uncomfortable but
wd9reH4g--Y120,,,  I do n't think anybody is a better
wd9reH4g--Y120,,,  speaker without any any rehearsal and
wd9reH4g--Y120,,,  practice practice practice
wd9reH4g--Y120,,,  absolutely and practice with a partner
wd9reH4g--Y121,35.29,35.44,  a well get them to give you feedback
wd9reH4g--Y121,,,  try the moving on or tell me more
wd9reH4g--Y121,,,  exercise get them to tell you what they
wd9reH4g--Y121,,,  remember it might not be what you expect
wd9reH4g--Y121,,,  get them to tell you the feeling that
wd9reH4g--Y121,,,  the experience you were speaking that
wd9reH4g--Y122,35.45,35.59,  might not not be what you expect and in
wd9reH4g--Y122,,,  term of building confidence oh yeah can
wd9reH4g--Y122,,,  you repeat the essence of tell me one
wd9reH4g--Y122,,,  more thing pick you up let 's get back
wd9reH4g--Y122,,,  for that slide so you 've got your
wd9reH4g--Y122,,,  presentation material and actually you
wd9reH4g--Y123,36.01,36.12,  can do this exercise at any stage when
wd9reH4g--Y123,,,  it
wd9reH4g--Y123,,,  it went when you 're at the beginning of
wd9reH4g--Y123,,,  constructing it all where do you think
wd9reH4g--Y123,,,  it 's pretty much fully formed and with a
wd9reH4g--Y123,,,  partner or partner start to deliver
wd9reH4g--Y124,36.17,36.34,  your presentation and when they want a
wd9reH4g--Y124,,,  little bit more color or detail all they
wd9reH4g--Y124,,,  do is say tell me more and this flesh is
wd9reH4g--Y124,,,  out the story that you 're telling or
wd9reH4g--Y124,,,  the description that you 're giving them
wd9reH4g--Y124,,,  or maybe you 're describing a person a
wd9reH4g--Y125,36.38,36.5,  character that 's relevant to your topic
wd9reH4g--Y125,,,  and they want to know more they want to
wd9reH4g--Y125,,,  see what that person is like they want
wd9reH4g--Y125,,,  to know how they talk they want to
wd9reH4g--Y125,,,  experience their behavior that 's true
wd9reH4g--Y125,,,  from rehearsal something to listen to
wd9reH4g--Y126,36.51,37,  you really improves that yeah same with
wd9reH4g--Y126,,,  the lesson are simpler you 're
wd9reH4g--Y126,,,  absolutely right so you do n't give them
wd9reH4g--Y126,,,  all the blossom straightaway no you
wd9reH4g--Y126,,,  do n't that 's right
wd9reH4g--Y126,,,  you have the scatter the blossom through
wd9reH4g--Y128,37.02,37.37,  so each each section each chapter ha
wd9reH4g--Y128,,,  it own color story image alongside
wd9reH4g--Y128,,,  it you 're very very welcome thank you
wd9reH4g--Y128,,,  for thanking anything anybody need
wd9reH4g--Y128,,,  before we go great fantastic so unless
wd9reH4g--Y128,,,  there 's anything else I 'm going to hand
wd9reH4g--Y128,,,  back to Henry and guy nice thank you
ISn4Fip9aH81,0,0.2,  The first moment of presentation are critical .
ISn4Fip9aH81,,,  Let 's look at the five best way to open .
ISn4Fip9aH81,,,  My name is Alex Lyon and I 'm here to
ISn4Fip9aH81,,,  provide professional development tip for your very next meeting . Today we 're
ISn4Fip9aH81,,,  going to talk about presentation skill . And it 's a critical area for leader
ISn4Fip9aH81,,,  because people will often see someone present and if you do well they 'll think
ISn4Fip9aH82,0.24,0.41,  oh that person is a good leader .
ISn4Fip9aH82,,,  That 's the way people translate it . And the first moment of presentation are
ISn4Fip9aH82,,,  really key it 's that attention getter
ISn4Fip9aH82,,,  is what they call it that moment your grab your audience 's attention and you draw
ISn4Fip9aH82,,,  their interest in to the heart of the message you 're about to share . And there
ISn4Fip9aH82,,,  are some good way to start and some bad way . We 're going to look at the top 5 way to start
ISn4Fip9aH83,0.45,1.06,  presentation . For the first is a story . And I mean a brief story like 30 second
ISn4Fip9aH83,,,  to 60 second .
ISn4Fip9aH83,,,  It can be humorous . It can be fun light could be serious .
ISn4Fip9aH83,,,  Whatever match the tone of the central message you 're about to share is appropriate
ISn4Fip9aH83,,,  And it also should in it content drive towards the heart of the message . For
ISn4Fip9aH83,,,  example my pastor the other day told the story about how when he wa
ISn4Fip9aH84,1.09,1.31,  young he wa driving this truck on the freeway . It wa a cherry picker huge truck with
ISn4Fip9aH84,,,  the company logo on the side . And he missed his turn and so we had to swerve
ISn4Fip9aH84,,,  over the grass median . And it wa a humorous story but it drove right to the
ISn4Fip9aH84,,,  point wa trying to make which is about difficult choice .
ISn4Fip9aH84,,,  So it worked really well . So a good story a brief story is a strong way to start
ISn4Fip9aH84,,,  your presentation . Second way is a statistic or fact .
ISn4Fip9aH85,1.36,1.56,  Ideally a statistic that 's startling something a little unexpected . Like I
ISn4Fip9aH85,,,  heard one the other day when learning about personal fice and that is
ISn4Fip9aH85,,,  during college student have about eight hundred dollar worth of credit card
ISn4Fip9aH85,,,  debt but by the time they are in the working world they have about eight
ISn4Fip9aH85,,,  thousand dollar worth of credit card debt . Now to me that 's pretty startling .
ISn4Fip9aH85,,,  And if you were going to open a presentation about personal fice or
ISn4Fip9aH86,1.59,2.18,  perhaps college student whatever the topic is that is an example of a good
ISn4Fip9aH86,,,  statistic because it really draw your attention to the issue .
ISn4Fip9aH86,,,  So a you 're doing your research you 'll probably come across some
ISn4Fip9aH86,,,  interesting fact and you should consider some of those a introductory
ISn4Fip9aH86,,,  or attention material for your opening . The third way is rhetorical question .
ISn4Fip9aH86,,,  A rhetorical question a they say is not necessarily a question that need to be
ISn4Fip9aH87,2.22,2.4,  answered .
ISn4Fip9aH87,,,  However you could ask your listener to raise their hand if that they have ever
ISn4Fip9aH87,,,  thought that . For example say by show of hand how many of you have ever
ISn4Fip9aH87,,,  and then you insert your question . I think it 's a great way to start because
ISn4Fip9aH87,,,  it instantly get your audience participating and bought in on board
ISn4Fip9aH87,,,  with the message you 're sharing .
ISn4Fip9aH88,2.41,2.59,  I think it 's also best to structure this so you asked two possibly three
ISn4Fip9aH88,,,  question in a row so it add a little momentum to the message . And that way
ISn4Fip9aH88,,,  it 's not just a one kind of question
ISn4Fip9aH88,,,  it 's something that draw them that draw them in . The fourth way to open is
ISn4Fip9aH88,,,  an illustration .
ISn4Fip9aH88,,,  You should consider something visual that show your audience
ISn4Fip9aH89,3.03,3.21,  the point that you 're trying to make . I once saw a speaker for example lineup
ISn4Fip9aH89,,,  stack of cooky to illustrate difference in number .
ISn4Fip9aH89,,,  Now cooky are much more interesting to look at than just a number . So it 's a
ISn4Fip9aH89,,,  great visual representation .
ISn4Fip9aH89,,,  Sometimes people will use an object a a representation a visual
ISn4Fip9aH89,,,  illustration of what they 're trying to get across . Any way you can do that maybe
ISn4Fip9aH810,3.25,3.43,  a visual aid even something on the screen could be a powerful way to start
ISn4Fip9aH810,,,  something that help the visual learner in your audience to get on board with
ISn4Fip9aH810,,,  what you 're about to say can be a really great way to start . And the last way is
ISn4Fip9aH810,,,  quotation .
ISn4Fip9aH810,,,  Now you can start with it a well quotation but I do n't think the
ISn4Fip9aH810,,,  well quotation are always best .
ISn4Fip9aH811,3.46,4.06,  It 's true the Abraham Lincoln
ISn4Fip9aH811,,,  and Einstein they all said some amazing thing but the problem with using a
ISn4Fip9aH811,,,  common quotation is that people have probably already heard it . And it might
ISn4Fip9aH811,,,  not have the impact that you 're trying to have . I think it 's best if you look
ISn4Fip9aH811,,,  for a unique or off quotation . for example I saw a speaker recently give a
ISn4Fip9aH811,,,  quote from Bruce Lee to begin his presentation . His presentation wa n't
ISn4Fip9aH812,4.11,4.3,  about martial art . It wa about making mistake . And Bruce Lee ha a great
ISn4Fip9aH812,,,  quotation about making mistake and it wa a powerful way to start because I had
ISn4Fip9aH812,,,  never heard it before . But it wa a powerful way to open .
ISn4Fip9aH812,,,  so these are the top five way I recommend starting your presentation . I
ISn4Fip9aH812,,,  want to give you two additional suggestion for using attention getters
ISn4Fip9aH812,,,  effectively . And the first suggestion is to make sure it 's the very first thing
ISn4Fip9aH813,4.34,4.55,  out of your mouth .
ISn4Fip9aH813,,,  a lot of time we get introduced and then we might fill in with a whole bunch
ISn4Fip9aH813,,,  of other thing and then in a moment or two we finally get to our message . But I
ISn4Fip9aH813,,,  think the first thing out of your mouth should be your attention getter .
ISn4Fip9aH813,,,  You might say thank you to the applause or thank you briefly a couple of second
ISn4Fip9aH813,,,  and then you pause and you go into your attention getter . The second
ISn4Fip9aH814,4.58,5.2,  recommendation to using these attention getters I think it 's great to combine
ISn4Fip9aH814,,,  these together . You might use for example a rhetorical question with a statistic or
ISn4Fip9aH814,,,  a quote with a rhetorical question .
ISn4Fip9aH814,,,  you can there 's some art to this but you can weave them together and play around
ISn4Fip9aH814,,,  till you get the right combination . But if you combine more than one then you 're almost
ISn4Fip9aH814,,,  guaranteed to have a powerful opening that really doe n't do the job and gain
ISn4Fip9aH815,5.24,5.38,  people 's attention .
ISn4Fip9aH815,,,  So like I said presentation are often considered a leadership skill and I
ISn4Fip9aH815,,,  highly recommend
ISn4Fip9aH815,,,  developing these every chance you get . And it 's why I created Communication
ISn4Fip9aH815,,,  Coach . I created it to help rising leader like yourself
ISn4Fip9aH815,,,  take your leadership and communication skill to the next level .
ISn4Fip9aH816,5.42,5.58,  So if you 're interested in ongoing tip in this area please subscribe to the channel
ISn4Fip9aH816,,,  post your comment and question below . If you have other idea about video
ISn4Fip9aH816,,,  you 'd like to see me work on in the future then go ahead and we 'll start a
ISn4Fip9aH816,,,  conversation about that .
ISn4Fip9aH816,,,  So thanks . God bless . And I hope you get to use these tip at your very next
ISn4Fip9aH816,,,  meeting .
2OBewm5guJk1,0,0.21,  I 'm Alex Lyon and you 're about to start a seven mini on Concise
2OBewm5guJk1,,,  Clear and Confident Communication . I put this course together because I believe
2OBewm5guJk1,,,  It 's really the best first step for you in your professional development laying
2OBewm5guJk1,,,  that foundation to develop strong communication skill . Moving forward I
2OBewm5guJk1,,,  encourage you to watch all seven lesson .
2OBewm5guJk1,,,  There 's a little practice involved in each one so you can actually hear and
2OBewm5guJk2,0.24,0.53,  then try the idea out . Let 's jump right into the first lesson .
2OBewm5guJk2,,,  In lesson one we 're going after long . I encourage you to watch this and go
2OBewm5guJk2,,,  through a many time a you need to to make this material a habit . Tip one . Long
2OBewm5guJk2,,,  windedness is a key enemy of good communication . I 'm always surprised that
2OBewm5guJk2,,,  really talkative people assume that they 're good communicator . But more
2OBewm5guJk2,,,  talking doe not equal good communication . In fact a lot of time if
2OBewm5guJk3,0.58,1.17,  these word  gabby chatty verbose and talkative  accurately describe you
2OBewm5guJk3,,,  it 's probably forming a bad impression . Especially in professional setting
2OBewm5guJk3,,,  Alison Green said it like this . You might think well some people long winded but
2OBewm5guJk3,,,  it doe n't mean he would n't do a good job .
2OBewm5guJk3,,,  The problem is that a minimum is signal that you 're not good at picking up on
2OBewm5guJk3,,,  conversational cue and it raise doubt about your ability to organize your
2OBewm5guJk4,1.21,1.45,  thought and can convey needed information quickly . So strategy one resolve why you
2OBewm5guJk4,,,  sometimes talk too much . When do you find yourself multiplying word being overly
2OBewm5guJk4,,,  talkative ? Is it just at work or is it social situation ? And what are your in
2OBewm5guJk4,,,  the thought process that trigger it ?
2OBewm5guJk4,,,  Are you insecure about something ? What 's going on in your mind that 's driving
2OBewm5guJk4,,,  that over talkative habit ? Because all the tip in the world will not undo an
2OBewm5guJk5,1.5,2.09,  unspoken belief that drive that long . So excessive
2OBewm5guJk5,,,  talkativeness is rooted in our unspoken belief
2OBewm5guJk5,,,  let 's say you 're a physician and you 're thinking to yourself maybe you do n't
2OBewm5guJk5,,,  realize it but you 're thinking I want people to know I 'm smart . You will most
2OBewm5guJk5,,,  certainly talk too much to prove that .
2OBewm5guJk5,,,  And because we live in a polite society people just play along . But inside
2OBewm5guJk6,2.14,2.36,  they 're having an entirely different thought process about this conversation .
2OBewm5guJk6,,,  They will almost never tell you directly that you 're long however they will form
2OBewm5guJk6,,,  unfavorable impression of you anyway . And so it 's very important to realize
2OBewm5guJk6,,,  the impact that long communication can have on your
2OBewm5guJk6,,,  professional relationship and the people around you . So people are long winded
2OBewm5guJk6,,,  for various reason . What 's your reason ? Maybe there 's more than one . Is it
2OBewm5guJk7,2.4,3.03,  insecurity ? Maybe some self ? Do you want to show everything you know
2OBewm5guJk7,,,  like you 're that physician ? Do you like the air time and attention ? In other word
2OBewm5guJk7,,,  doe it feel good when people are listening to you and you love when
2OBewm5guJk7,,,  everyone 's watching you in action ? Do you mistake talking for adding value ? Do
2OBewm5guJk7,,,  mistake more talking for good communication ? Are there some control
2OBewm5guJk7,,,  issue going on in your heart in your mind ? In other word do you like to
2OBewm5guJk8,3.07,3.28,  steer a conversation and be the one talking so you dictate the pace and the
2OBewm5guJk8,,,  flow of thing . Any one of these reason and there are many others could be
2OBewm5guJk8,,,  driving that long . So it 's really important that you take some time
2OBewm5guJk8,,,  and get to the bottom of it .
2OBewm5guJk8,,,  Strategy number two is to gauge your long . Usually there are
2OBewm5guJk8,,,  place and time when you 're not necessarily long and other time you are .
2OBewm5guJk9,3.38,4.02,  Strategy two is to gauge your long . Rate yourself on a scale of 1 to
2OBewm5guJk9,,,  10 . If you 're really concise give yourself a 1 . If you 're somewhere in the middle
2OBewm5guJk9,,,  depending on situation 5 . If you 're really long a 10 . And of course
2OBewm5guJk9,,,  you can give yourself other score . But I would recommend setting a goal to move
2OBewm5guJk9,,,  at least below 5 . Let 's say you want to be from a 1 to 4 range depending upon
2OBewm5guJk9,,,  the situation . Concise strategy number three is to commit to conciseness . As FDR
2OBewm5guJk10,4.08,4.34,  said be sincere be brief and be seated .
2OBewm5guJk10,,,  He 's talking about presentation it sound like . But I think this demonstrates
2OBewm5guJk10,,,  his commitment to conciseness . Because conciseness really set the stage for
2OBewm5guJk10,,,  that clarity and that confidence that we 're all after . And so commitment in
2OBewm5guJk10,,,  this sense mean practicing the tip in this video in the next six lesson . And
2OBewm5guJk10,,,  while you 're doing and remember why you want to be concise clear and confident .
2OBewm5guJk11,4.38,5.03,  Here are some reason . People will pay attention to what you say when you
2OBewm5guJk11,,,  communicate this way . People remember what you say . You 'll have more impact . And
2OBewm5guJk11,,,  you can lead more effectively . So there are lot of good reason to do so .
2OBewm5guJk11,,,  So long this is a key enemy to good communication . Some take strategy .
2OBewm5guJk11,,,  Resolve why you sometimes talk too much . Then gauge your long to
